GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_06833	0.8266	0.7959	0.8317	0.7422	0.7445	0.7908	0.8502	0.8770	0.8294	0.7408	0.7827	0.7144	0.8432	0.8538	0.8337	0.7942	0.8230	0.9157	0.8353	0.8547	0.8603	0.8174	0.8208	0.7620	0.8061	0.7160	0.8433	0.7315	0.7091	0.7084	0.9169	0.8557	0.8445	0.8230	0.7929	0.7453	0.8319	0.8364	0.9016	0.6758	0.8371	0.8288	0.7496	0.9002	0.9406	0.8324	0.8880	0.8486
QG37_06834	0.9392	0.8270	0.9439	0.8541	0.8663	0.9873	0.9300	0.9601	0.9368	0.9287	0.8916	0.9126	0.9639	0.9521	0.8367	0.9341	0.8645	0.9162	0.8979	0.8773	0.9678	0.9283	0.9565	0.8894	0.8545	0.8614	0.9172	0.9134	0.8400	0.8775	0.8340	0.8636	0.7875	0.9006	0.8783	0.8621	0.9298	0.9408	0.9750	0.8666	0.9386	0.8176	0.8945	0.9635	0.8194	0.9465	0.9594	0.9744
QG37_06835	0.9042	0.7311	0.9546	0.8729	0.8014	1.0561	0.8382	1.0423	0.8631	0.9558	0.9602	0.8797	0.8030	0.8255	0.7361	0.9805	0.8503	0.8055	0.8469	0.9218	0.8207	0.8126	0.9359	0.7368	0.9555	1.2120	0.9546	0.8415	0.9631	0.8230	0.8258	0.8167	0.9530	0.8426	1.0597	0.9134	0.9583	0.9912	1.0870	0.9345	0.8927	0.9198	1.0245	0.9150	0.9236	0.9380	1.0107	0.8766
QG37_06836	0.9657	0.5019	0.5857	0.4064	0.5844	0.5276	0.5214	0.5788	0.6654	0.5400	0.5635	0.5284	0.5742	0.5212	0.5718	0.5610	0.6001	0.4758	0.6819	0.4795	0.5071	0.5893	0.6074	0.6600	0.6524	0.7542	0.5460	0.5154	0.4773	0.9654	0.5387	0.5633	0.6823	0.5671	0.4652	0.5936	0.5617	0.4469	0.5364	0.5466	0.5202	0.5920	0.5356	0.5712	0.6624	0.6026	0.6011	0.6059
QG37_06837	0.3730	0.6648	0.6155	0.5845	0.7327	0.7468	0.6887	0.6935	0.8139	0.7511	0.6183	0.5889	0.8080	0.7856	0.6350	0.7400	0.6577	0.6799	0.7013	0.7416	0.6947	0.6882	0.7045	0.6635	0.7337	0.8292	0.7860	0.6868	0.5494	0.8118	0.6409	0.6913	0.6567	0.7316	0.5728	0.6691	0.6769	0.4838	0.6993	0.6838	0.5904	0.7203	0.7052	0.5580	0.7262	0.6130	0.6926	0.7766
QG37_06838	1.0521	0.9737	1.0644	1.0521	1.0102	1.0073	1.0665	1.0956	1.0439	1.0692	1.0218	0.9679	0.9834	1.0187	0.9918	0.9970	0.9485	0.9315	0.9862	1.0273	1.0243	0.9496	0.9815	1.0118	0.9034	1.0541	1.0662	0.9910	0.9704	0.9576	0.9781	0.9631	0.9617	1.0265	0.9965	1.0708	1.0123	1.0515	1.0976	1.0228	1.0894	1.0163	0.9653	1.0652	1.0226	0.9746	1.0297	1.0344
QG37_06839	1.1733	1.1355	1.0506	1.0481	1.0735	1.1157	1.0366	1.0550	1.1559	1.0954	1.1804	1.0378	1.0946	1.1528	1.0311	1.0671	1.0875	1.0849	1.0739	1.1440	1.1049	1.0673	1.0594	1.0494	1.0218	1.1060	1.0743	1.0222	1.0530	0.8684	1.0628	1.0342	1.1295	1.0339	1.0688	1.0429	1.0276	1.0747	1.1282	1.0922	1.0904	1.0888	1.0690	1.1746	1.0894	1.0044	1.0153	1.1345
QG37_06840	0.8416	0.8483	0.9298	0.9508	0.9207	0.9912	1.0265	1.0646	0.9084	0.9850	0.9780	0.8960	1.1047	0.9442	0.8845	0.8673	0.8785	0.8638	0.9141	0.9946	1.0376	0.9500	0.8340	0.9776	0.8696	0.6719	0.9466	0.8968	0.8605	0.9709	0.7447	0.7772	0.8793	0.7976	0.9181	0.8510	0.8629	1.0005	0.8955	1.0028	0.7476	0.9203	0.8066	0.9155	0.6631	0.7795	0.7668	0.6182
QG37_06841	1.0275	0.9837	1.0264	0.8762	0.8872	0.9972	0.9561	0.9764	0.9617	0.9952	1.0101	0.9021	0.9603	0.9408	0.9127	1.0329	1.0050	0.9753	0.9810	0.9974	1.0154	0.9131	0.9351	0.9231	0.9757	0.9955	0.8982	0.9532	0.9099	0.8036	0.8824	0.8835	0.8692	0.9217	0.9428	0.9986	0.9569	0.9468	0.9443	0.9940	0.9934	0.9702	0.8711	1.0743	1.0241	0.9469	0.9566	0.9809
QG37_06842	0.7780	0.4680	0.4129	0.4852	0.5206	0.5304	0.5251	0.5482	0.5748	0.4888	0.5279	0.5892	0.5511	0.5246	0.5981	0.4674	0.6196	0.4691	0.6084	0.4949	0.5131	0.6095	0.5639	0.5898	0.5876	0.4797	0.5873	0.5304	0.5759	0.7311	0.5029	0.4763	0.5135	0.6159	0.5734	0.5418	0.6660	0.5736	0.5584	0.6589	0.5339	0.6727	0.5946	0.4779	0.4754	0.5570	0.5850	0.6110
QG37_06843	0.8574	0.5644	0.6199	0.6112	0.8128	0.7826	0.7101	0.7715	0.6830	0.5890	0.8170	0.8000	0.8188	0.6846	0.6703	0.7064	0.7788	0.6680	0.8084	0.5484	0.5813	0.6760	0.7370	0.7068	0.7486	0.6237	0.6392	0.6568	0.5924	0.5781	0.6542	0.6304	0.6866	0.5826	0.5586	0.6754	0.7670	0.6262	0.6103	0.4719	0.7039	0.6146	0.5885	0.6659	0.5598	0.6627	0.5831	0.5457
QG37_06844	0.8953	0.8785	0.8494	0.9521	0.8505	0.9007	0.9666	0.9045	0.9199	0.9183	0.9763	0.8562	0.8683	0.9562	0.8649	0.8940	0.8946	0.9525	0.8935	0.8794	0.8923	0.8716	0.8540	0.9349	0.9924	0.8432	0.8908	0.8308	0.8299	0.7390	0.8744	0.8176	0.9178	0.8607	0.9107	0.9396	0.8792	0.8747	0.8920	0.8573	0.8096	0.8446	0.8704	0.9930	0.8047	0.7834	0.8652	0.9055
QG37_06845	0.8132	0.9309	0.9401	0.9649	1.0331	1.0344	0.8813	0.9577	0.8428	0.9595	1.0907	0.9320	0.8477	0.8565	0.9250	0.8937	0.8883	0.9604	0.9321	1.0386	1.1036	0.9736	1.0679	0.8771	0.9590	0.8398	0.9035	0.9835	0.8374	0.7602	0.9774	0.8891	0.8856	0.9758	0.7629	0.9711	0.9885	0.8621	0.9204	0.8107	0.7913	0.8552	0.9486	0.9267	0.8123	0.7936	0.7201	0.7481
QG37_06846	1.0839	0.9933	0.9274	0.9583	1.0183	1.0098	1.0619	0.9837	0.9822	1.0240	1.0056	1.0425	0.9510	1.0322	0.9695	1.1177	0.9895	1.0059	1.0173	1.0089	1.0125	1.0980	1.0304	1.0017	1.0045	1.0097	1.0192	1.0821	0.9241	0.9994	0.9267	0.8777	1.0480	1.0218	0.9981	0.9900	1.0144	0.8910	0.9470	0.9962	0.9561	0.9413	0.9882	1.0234	1.0576	1.0513	1.0465	0.9957
QG37_06847	1.0377	0.9288	1.0206	1.0530	1.0323	1.0725	1.0496	0.9785	0.9185	0.9249	1.0160	0.9368	0.9664	1.0270	0.9426	1.0502	0.8940	1.0367	0.9355	1.0032	1.0369	1.0467	1.0020	0.9149	0.9177	1.0157	0.9495	1.0031	0.9599	0.8700	0.9611	0.9479	0.8927	1.0123	0.8963	1.0422	0.9578	1.0165	1.0583	0.9537	1.0229	0.9818	0.8905	1.0033	1.0350	0.9448	0.9350	0.9534
QG37_06848	0.9040	0.9749	0.9186	0.9361	1.0141	0.9942	0.9468	1.0437	0.9868	0.9435	1.0658	0.9313	0.9483	1.0327	1.0198	0.9144	0.9800	0.9877	0.9524	0.9622	0.9924	0.8956	0.8648	0.8958	0.9714	1.0180	1.0673	0.9805	0.7676	0.7881	0.8096	0.8834	0.9150	1.1120	0.9373	0.8494	0.8319	0.9610	0.9682	0.9576	0.9600	1.0329	0.9631	0.9414	0.9084	0.9277	0.9380	0.8851
QG37_06849	1.2263	1.0948	1.1819	1.2562	1.2316	1.1182	1.1089	1.0938	1.1623	1.2700	1.2409	1.0439	1.2006	1.1051	1.0962	1.1254	1.1431	1.1443	1.0959	1.1958	1.1688	1.1074	1.0917	1.0366	1.1137	1.0486	1.1149	1.1308	1.1240	1.0155	0.8180	1.0789	1.1854	1.1679	0.9139	1.1530	1.1083	1.1424	1.2487	1.1619	1.1094	1.1658	1.0636	1.2243	1.1530	1.2300	1.1442	1.1057
QG37_06850	1.0941	1.1119	1.0165	0.9556	1.0741	0.7528	0.9772	1.0319	1.1977	1.1186	1.0752	1.0280	0.9487	1.1875	0.9846	0.8546	0.9555	0.9432	1.0123	0.9023	0.9179	1.0508	0.9872	0.9199	1.0823	0.9589	1.0614	0.9884	1.1775	1.1482	0.9091	0.9741	1.0914	0.8539	1.0603	1.0681	0.8928	1.2587	0.9217	1.1388	0.9335	0.8604	0.9334	1.0633	1.2443	0.9286	1.0507	0.8491
QG37_06851	0.9435	1.0063	0.9847	0.9084	1.0696	0.9780	1.0220	0.9711	0.9349	0.9677	0.8441	0.9633	0.9043	1.0120	0.9720	1.0440	0.9354	0.9463	0.9654	0.9622	0.9963	0.9502	0.9696	0.9987	1.0316	0.9843	0.9367	0.9093	0.8976	0.8584	0.9379	1.0313	0.8890	0.8976	1.0172	0.9256	0.9425	1.0094	0.9981	0.9754	0.9721	0.9917	0.9973	0.9371	1.0260	0.9508	1.0368	0.9820
QG37_06852	0.7862	0.8441	0.8938	0.8733	0.7896	0.8331	0.8494	0.7927	0.8691	0.8750	0.7482	0.8159	0.9312	0.8919	0.9298	0.8725	0.8208	0.8676	0.8638	0.7524	0.8309	0.8170	0.8631	0.7993	0.8727	0.7811	0.8615	0.8046	0.8457	0.6466	0.7207	0.7788	0.8100	0.9487	0.8692	0.8119	0.8746	0.9896	0.8460	0.9072	0.8309	0.8069	0.8862	0.8667	0.8515	0.8846	0.8432	0.8835
QG37_06853	0.7350	0.7932	0.7791	0.8303	0.7119	0.7948	0.8144	0.7404	0.6515	0.7349	0.6931	0.7032	0.7559	0.7688	0.7114	0.8037	0.7365	0.7278	0.7810	0.7515	0.8236	0.8231	0.8073	0.8538	0.7457	0.7840	0.7845	0.7519	0.6089	0.7814	0.7713	0.6781	0.8493	0.7534	0.8107	0.7674	0.8094	0.8338	0.8175	0.8486	0.7752	0.7215	0.7121	0.8320	0.6817	0.8113	0.9302	0.7941
QG37_06854	0.8521	0.7786	0.7447	0.7473	0.7729	0.8791	0.8190	0.7927	0.8184	0.7230	0.8084	0.7809	0.7288	0.7599	0.7880	0.8442	0.8006	0.8477	0.8339	0.7829	0.7952	0.8229	0.8130	0.8071	0.7549	0.7597	0.8173	0.7121	0.7311	0.7378	0.8056	0.7379	0.7853	0.8179	0.8304	0.9069	0.8151	0.7724	0.8295	0.7967	0.8841	0.7410	0.7778	0.9307	0.8014	0.8582	0.8421	0.8858
QG37_06855	0.7255	0.6657	0.6819	0.6678	0.7516	0.7601	0.7037	0.7267	0.6584	0.6390	0.8156	0.6071	0.7720	0.7520	0.8488	0.7831	0.7302	0.7331	0.7620	0.7779	0.7749	0.6629	0.7604	0.7457	0.7405	0.6590	0.7702	0.6731	0.6860	0.7663	0.7289	0.6540	0.7015	0.7957	0.7961	0.7409	0.7695	0.7697	0.7787	0.7354	0.7740	0.7933	0.7658	0.8395	0.7181	0.9060	0.8939	0.8073
QG37_06856	0.8613	0.8532	0.8965	0.9080	0.8072	0.9476	0.8710	0.7827	0.9221	0.8213	0.9200	0.8171	0.8495	0.8855	0.8633	0.8122	0.8953	0.8921	0.8718	0.8188	0.8866	0.9254	0.9182	0.8517	0.8928	0.8490	0.9052	0.8653	0.8405	0.8842	0.7364	0.8770	0.8741	0.8442	0.8471	0.8503	0.9227	0.9736	0.8864	0.9056	0.9070	0.8539	0.8484	0.8966	0.8334	0.8344	0.8740	0.8742
QG37_06857	1.0621	0.8389	1.0095	0.7679	0.9592	0.9109	0.9047	0.9749	0.9088	0.9425	0.8716	0.7769	0.9238	0.9889	0.8697	0.8845	0.8042	0.8455	0.9528	0.9916	0.9248	0.9852	0.9504	0.8499	0.9440	0.8838	0.9518	0.8764	0.7978	0.6814	0.8664	0.9654	0.8424	0.9177	0.7990	1.0112	0.8987	0.8698	0.6786	0.7928	0.8487	0.9637	0.8761	0.8070	0.9506	0.8568	0.8614	0.9690
QG37_06858	0.9223	0.8921	1.0250	0.7413	1.0574	0.9990	0.9013	0.8234	0.8714	0.7852	0.8887	1.0511	0.9731	0.8666	0.8597	0.9761	0.9009	0.9787	0.9028	0.9195	0.9894	1.0068	0.7321	0.9004	0.8527	0.9524	0.8675	1.0224	0.9484	0.7329	0.8395	0.8400	0.9228	0.7561	0.7933	0.9929	0.8578	1.0218	0.6962	0.8862	0.8964	0.8350	0.7462	0.7227	0.9829	0.9626	0.7157	1.0178
QG37_06859	0.7627	0.7635	1.0824	0.7566	0.9304	0.9844	0.8154	0.8170	1.0246	0.7888	0.9360	0.7208	0.8721	0.7405	0.8433	0.9290	0.7856	0.9490	0.8996	1.0186	1.0283	0.9234	0.9303	0.7189	0.8323	0.8748	0.8413	1.0049	1.0039	0.6341	0.7768	0.9190	0.6921	0.7651	0.9574	0.9008	0.7827	0.9942	0.6881	0.7755	1.0036	0.8032	0.6934	0.8983	0.8792	1.0047	0.7061	0.9644
QG37_06860	0.9976	0.7977	0.6763	0.8792	0.8917	0.9024	1.0260	0.8105	1.0669	0.7879	0.7366	0.8719	0.9570	0.8271	0.9739	0.9471	0.9414	0.9398	0.8963	1.0229	0.8888	0.8991	0.9731	1.0018	0.8900	0.9489	0.7325	0.8502	0.7880	0.8090	0.7841	0.8501	0.8515	0.7694	0.9938	0.8991	0.7525	0.9220	0.8085	0.8634	0.8307	0.8344	0.6789	0.8155	0.8648	0.7955	0.8464	0.9532
QG37_06861	0.9464	1.0975	1.0612	1.1045	1.0790	1.0807	1.1531	1.1596	1.2137	0.9744	1.1228	0.8847	0.9658	1.0369	1.0585	1.1767	1.0941	1.0419	1.0435	1.0357	1.2239	1.1151	0.9890	1.0704	1.0195	0.9635	1.1007	1.2216	1.0410	0.9809	0.9969	1.0945	1.0340	1.0690	0.9895	0.9786	1.1267	0.8446	0.9523	1.0632	1.0725	0.9987	1.0194	1.0242	0.8598	0.9915	0.9542	0.9770
QG37_06862	1.0850	1.0560	1.2104	1.0377	1.1780	1.1552	1.1930	1.1605	1.1743	1.0718	1.1801	0.9458	1.0465	1.0675	1.1696	1.1326	1.0635	1.1028	1.1074	1.1363	1.1463	1.0550	1.1503	1.0742	1.1071	1.1576	1.0905	1.1303	1.0945	2.6917	1.7484	1.0957	1.1454	1.1287	1.0713	1.1236	1.1349	1.0863	1.2052	1.1271	1.1316	1.0920	0.9835	1.1626	1.0073	1.0246	1.0776	1.0111
QG37_06863	1.1482	1.0686	1.0672	1.0504	1.0328	1.1238	1.0647	1.0933	1.0076	1.0481	1.0535	1.0069	1.0673	1.0261	0.9814	1.0048	1.0579	1.0593	1.0069	1.1296	1.0812	1.0554	1.0422	0.9699	1.0074	1.1044	0.9937	1.0625	1.0440	0.9870	0.9279	1.0211	1.0879	1.0483	1.0256	1.0677	1.0154	1.0752	1.0630	0.9855	1.1256	1.0198	1.0356	1.0218	1.0256	1.0110	1.0183	1.0417
QG37_06864	1.2495	1.1163	1.2028	1.0480	1.1367	1.1905	1.3227	1.1446	0.9978	1.1294	1.2283	1.0953	1.0372	1.1200	1.2036	1.0241	0.9038	1.1347	1.0889	1.1928	1.2323	1.1834	1.0385	1.0634	0.9947	1.1332	1.0464	1.0503	1.0857	1.0688	1.0398	1.0653	1.1790	1.2510	1.1010	0.8878	1.0369	0.9734	1.1571	1.0352	1.1143	1.1973	1.0844	0.9977	1.0925	1.0825	1.3420	0.9443
QG37_06865	1.1710	0.9847	1.0961	0.9267	1.0507	1.1031	1.0890	1.0842	0.9973	0.9957	1.0511	0.9853	0.9642	1.0671	1.0402	1.0217	1.0150	1.0196	0.9701	1.0490	1.0242	0.9414	0.9614	0.9405	0.9801	1.0491	0.9504	1.0217	0.9900	1.0797	0.9081	0.9443	1.0173	1.0486	1.0588	0.9808	1.0886	0.9863	0.9781	0.9280	1.0833	0.9929	0.9957	0.9914	0.9024	1.0071	0.9853	0.9235
QG37_06866	1.0576	1.0506	0.9750	0.9860	0.9752	1.0675	1.0117	0.9638	1.0365	0.9288	0.9466	0.9550	0.9994	0.9686	1.0012	1.0305	0.9715	1.0021	1.0066	1.0370	0.9742	0.9464	0.9478	0.9714	0.9772	0.9497	0.9745	1.0193	0.9493	0.8406	0.9455	0.9650	1.0051	1.0265	1.0297	0.9122	0.9745	0.9720	1.0336	0.9485	0.9977	0.9897	0.9433	1.0134	0.9634	1.0447	0.9920	0.9722
QG37_06867	0.8115	0.9226	0.8193	0.8935	1.0064	0.9885	1.0120	0.9353	0.8289	1.1756	1.0770	0.9252	0.9512	0.9848	0.8219	0.7919	1.0021	0.9304	0.9899	0.9953	0.8885	0.9398	0.8726	1.1297	0.9371	1.0451	0.9414	1.0037	0.8976	0.7272	0.9677	1.0982	0.9446	0.9213	0.9793	0.9213	0.9678	0.9316	0.8737	0.8431	0.7948	0.9282	0.8532	0.8705	0.8212	0.7435	0.8108	0.8238
QG37_06868	1.2654	1.4491	1.4021	1.3306	1.2531	1.2820	1.1110	1.1069	1.2337	1.4434	1.3211	1.1934	1.2480	1.0023	0.9475	1.1000	1.0368	1.2410	1.3786	1.2663	1.0919	1.2427	1.1668	1.3945	1.2226	1.3109	1.4460	1.3572	1.4888	1.1852	1.2580	1.3514	1.0628	1.2717	1.1415	1.1383	1.2032	1.0541	1.3674	1.3278	1.3257	1.1270	1.0822	1.2894	1.2287	1.1604	1.2848	1.3268
QG37_06869	1.2691	1.1525	1.1231	1.1416	1.0273	1.1216	1.1494	1.0499	1.0861	1.1364	1.1432	1.0612	1.1026	1.1156	1.1388	1.0754	1.1270	1.0609	1.0734	1.1089	1.0125	1.1350	0.9981	1.1730	1.0740	1.0440	1.1183	1.0127	1.2064	0.9366	1.0523	1.0203	1.1860	0.6488	0.6905	0.7289	0.6274	0.6366	0.6354	0.6326	0.7048	0.6836	0.6778	0.3679	0.3264	0.3641	0.3293	0.3881
QG37_06870	1.0314	1.0498	0.9659	0.9890	0.9095	0.9848	1.0301	0.9234	0.9498	0.9374	1.0307	0.9027	1.0301	0.9480	0.8979	0.8963	0.9662	0.9634	0.8981	0.9833	0.9316	1.0032	0.9328	0.9234	0.9944	0.9792	0.9231	0.8983	0.8799	0.8418	0.8877	0.8908	0.9224	0.9063	0.9207	1.0111	1.0544	1.0162	0.9948	0.9786	0.9436	0.9597	0.9622	0.9152	0.9803	0.9512	0.8899	1.0148
QG37_06871	1.0229	1.0408	0.8966	1.0014	0.9934	0.9544	0.8751	0.9057	0.8808	0.9116	0.8670	0.9781	1.0007	0.9813	0.9482	0.9375	0.9505	0.9788	0.8998	1.0133	0.9383	0.9141	0.9601	0.7963	1.0387	0.8654	0.9326	0.9512	0.9224	0.9021	0.9068	0.9847	0.8490	0.9176	0.9562	0.8596	0.8688	1.0388	1.0112	0.8316	0.8635	0.9300	0.8145	1.0300	0.8967	1.0219	1.0292	0.8116
QG37_06872	1.0635	1.0146	1.0374	0.8929	1.2204	0.9249	1.1017	0.9296	1.0511	1.1394	1.0109	0.9132	0.9846	0.9693	0.7833	0.9637	0.9647	0.8908	0.8820	0.9623	0.9304	0.8994	0.8295	0.7712	0.8753	0.9617	0.9291	0.9831	0.6476	0.6978	0.9980	1.0537	0.9708	0.9617	0.7947	0.8067	0.8570	0.9890	0.8363	0.7718	0.8664	0.9288	0.8671	0.6562	0.7652	0.6898	0.9022	0.8426
QG37_06873	1.0411	0.9381	0.9519	1.0227	0.9158	0.9678	1.0109	1.0396	0.9074	0.9794	0.9547	0.8504	1.0894	1.0288	0.9163	0.9574	0.8780	0.9354	0.9058	0.9308	0.9181	0.9824	0.8968	0.8950	0.9437	0.9101	0.9738	0.9259	0.8990	0.8154	0.8926	0.9716	1.0292	1.0064	0.8899	0.9282	0.9575	0.9624	0.9518	0.8615	0.9551	0.9264	0.7989	0.9199	0.8661	0.9763	0.9853	0.8707
