GENE	COVERAGE	STRAIN	GROUP
QG37_08405	0.8493	CDC_B11244	Venezuela
QG37_08405	1.0349	CDC_B11245	Venezuela
QG37_08405	0.9215	CDC_B11246	Venezuela
QG37_08405	0.9968	CDC_B11247	Venezuela
QG37_02356	1.0641	CDC_B11096	Pakistan
QG37_02356	1.1643	CDC_B11097	Pakistan
QG37_02356	1.0257	CDC_B11098	Pakistan
QG37_02356	1.2342	CDC_B11099	Pakistan
QG37_02356	0.9871	CDC_B11101	Pakistan
QG37_02356	1.1603	CDC_B11102	Pakistan
QG37_02356	1.0744	CDC_B11103	Pakistan
QG37_02356	1.0798	CDC_B11105	Pakistan
QG37_02356	1.1248	CDC_B11112	Pakistan
QG37_02356	1.0072	CDC_B11113	Pakistan
QG37_02356	0.9346	CDC_B11114	Pakistan
QG37_02356	1.1189	CDC_B11115	Pakistan
QG37_02356	1.2834	CDC_B11116	Pakistan
QG37_02356	1.0520	CDC_B11117	Pakistan
QG37_02356	1.1165	CDC_B11118	Pakistan
QG37_02356	0.9109	CDC_B11119	Pakistan
QG37_02356	1.0386	CDC_B11200	India
QG37_02356	1.1009	CDC_B11201	India
QG37_02356	1.2042	CDC_B11205	India
QG37_02356	1.0825	CDC_B11206	India
QG37_02356	1.0527	CDC_B11207	India
QG37_02356	1.0549	CDC_B11208	India
QG37_02356	1.1896	CDC_B11209	India
QG37_02356	1.0749	CDC_B11210	India
QG37_02356	1.2066	CDC_B11212	India
QG37_02356	0.9929	CDC_B11213	India
QG37_02356	0.9847	CDC_B11214	India
QG37_02356	1.2094	CDC_B11215	India
QG37_02356	1.1371	CDC_B11216	India
QG37_02356	1.2182	CDC_B11217	India
QG37_02356	1.4095	CDC_B11218	India
QG37_02356	0.9303	CDC_B11219	India
QG37_02356	1.0171	CDC_B11220	Japan
QG37_02356	1.1053	CDC_B11221	South Africa
QG37_02356	0.9254	CDC_B11222	South Africa
QG37_02356	1.0133	CDC_B11223	South Africa
QG37_02356	1.0802	CDC_B11224	South Africa
QG37_02356	1.0521	CDC_B11225	South Africa
QG37_02356	1.0141	CDC_B11226	South Africa
QG37_02356	1.0697	CDC_B11227	South Africa
QG37_02356	1.0310	CDC_B11228	South Africa
QG37_02356	1.1397	CDC_B11229	South Africa
QG37_02356	1.0194	CDC_B11230	South Africa
QG37_02356	0.8168	CDC_B11243	Venezuela
QG37_02356	0.9155	CDC_B11244	Venezuela
QG37_02356	0.8819	CDC_B11245	Venezuela
QG37_02356	0.8472	CDC_B11246	Venezuela
QG37_02356	0.7904	CDC_B11247	Venezuela
QG37_02357	1.0997	CDC_B11096	Pakistan
QG37_02357	1.0914	CDC_B11097	Pakistan
QG37_02357	1.0666	CDC_B11098	Pakistan
QG37_02357	1.0614	CDC_B11099	Pakistan
QG37_02357	1.0195	CDC_B11101	Pakistan
QG37_02357	1.0533	CDC_B11102	Pakistan
QG37_02357	1.0759	CDC_B11103	Pakistan
QG37_02357	1.0819	CDC_B11105	Pakistan
QG37_02357	1.0275	CDC_B11112	Pakistan
QG37_02357	1.1024	CDC_B11113	Pakistan
QG37_02357	1.1502	CDC_B11114	Pakistan
QG37_02357	1.0173	CDC_B11115	Pakistan
QG37_02357	1.1529	CDC_B11116	Pakistan
QG37_02357	1.0465	CDC_B11117	Pakistan
QG37_02357	0.9502	CDC_B11118	Pakistan
QG37_02357	0.9792	CDC_B11119	Pakistan
QG37_02357	0.9927	CDC_B11200	India
QG37_02357	1.0106	CDC_B11201	India
QG37_02357	1.1099	CDC_B11205	India
QG37_02357	1.1000	CDC_B11206	India
QG37_02357	0.9753	CDC_B11207	India
QG37_02357	1.0522	CDC_B11208	India
QG37_02357	1.0768	CDC_B11209	India
QG37_02357	0.9747	CDC_B11210	India
QG37_02357	1.0365	CDC_B11212	India
QG37_02357	1.0003	CDC_B11213	India
QG37_02357	1.0254	CDC_B11214	India
QG37_02357	1.0565	CDC_B11215	India
QG37_02357	1.0686	CDC_B11216	India
QG37_02357	0.9273	CDC_B11217	India
QG37_02357	1.0308	CDC_B11218	India
QG37_02357	1.0386	CDC_B11219	India
QG37_02357	1.0470	CDC_B11220	Japan
QG37_02357	1.0660	CDC_B11221	South Africa
QG37_02357	1.0215	CDC_B11222	South Africa
QG37_02357	1.0015	CDC_B11223	South Africa
QG37_02357	1.0414	CDC_B11224	South Africa
QG37_02357	1.0824	CDC_B11225	South Africa
QG37_02357	1.0770	CDC_B11226	South Africa
QG37_02357	0.9838	CDC_B11227	South Africa
QG37_02357	0.9731	CDC_B11228	South Africa
QG37_02357	1.0181	CDC_B11229	South Africa
QG37_02357	0.9600	CDC_B11230	South Africa
QG37_02357	1.0628	CDC_B11243	Venezuela
QG37_02357	1.0720	CDC_B11244	Venezuela
QG37_02357	1.0536	CDC_B11245	Venezuela
QG37_02357	0.9858	CDC_B11246	Venezuela
QG37_02357	1.0330	CDC_B11247	Venezuela
QG37_02358	1.0534	CDC_B11096	Pakistan
QG37_02358	0.9196	CDC_B11097	Pakistan
QG37_02358	0.8133	CDC_B11098	Pakistan
QG37_02358	0.9987	CDC_B11099	Pakistan
QG37_02358	0.9489	CDC_B11101	Pakistan
QG37_02358	0.9344	CDC_B11102	Pakistan
QG37_02358	0.8426	CDC_B11103	Pakistan
QG37_02358	0.8966	CDC_B11105	Pakistan
QG37_02358	0.9530	CDC_B11112	Pakistan
QG37_02358	0.9202	CDC_B11113	Pakistan
QG37_02358	1.0157	CDC_B11114	Pakistan
QG37_02358	0.8765	CDC_B11115	Pakistan
QG37_02358	0.9102	CDC_B11116	Pakistan
QG37_02358	0.9242	CDC_B11117	Pakistan
QG37_02358	0.8882	CDC_B11118	Pakistan
QG37_02358	1.0188	CDC_B11119	Pakistan
QG37_02358	1.0098	CDC_B11200	India
QG37_02358	0.9037	CDC_B11201	India
QG37_02358	0.9199	CDC_B11205	India
QG37_02358	0.9842	CDC_B11206	India
QG37_02358	0.9080	CDC_B11207	India
QG37_02358	1.0186	CDC_B11208	India
QG37_02358	0.8329	CDC_B11209	India
QG37_02358	0.8938	CDC_B11210	India
QG37_02358	0.8420	CDC_B11212	India
QG37_02358	0.9162	CDC_B11213	India
QG37_02358	0.9642	CDC_B11214	India
QG37_02358	0.8591	CDC_B11215	India
QG37_02358	0.9025	CDC_B11216	India
QG37_02358	0.7430	CDC_B11217	India
QG37_02358	0.9323	CDC_B11218	India
QG37_02358	0.8283	CDC_B11219	India
QG37_02358	0.9658	CDC_B11220	Japan
QG37_02358	0.9512	CDC_B11221	South Africa
QG37_02358	0.9548	CDC_B11222	South Africa
QG37_02358	1.0603	CDC_B11223	South Africa
QG37_02358	0.8831	CDC_B11224	South Africa
QG37_02358	0.7366	CDC_B11225	South Africa
QG37_02358	0.9833	CDC_B11226	South Africa
QG37_02358	0.9359	CDC_B11227	South Africa
QG37_02358	0.7728	CDC_B11228	South Africa
QG37_02358	1.0059	CDC_B11229	South Africa
QG37_02358	1.0139	CDC_B11230	South Africa
QG37_02358	0.9516	CDC_B11243	Venezuela
QG37_02358	0.8707	CDC_B11244	Venezuela
QG37_02358	0.8520	CDC_B11245	Venezuela
QG37_02358	0.9013	CDC_B11246	Venezuela
QG37_02358	0.9893	CDC_B11247	Venezuela
QG37_02360	0.8439	CDC_B11096	Pakistan
QG37_02360	0.7000	CDC_B11097	Pakistan
QG37_02360	0.6697	CDC_B11098	Pakistan
QG37_02360	0.7765	CDC_B11099	Pakistan
QG37_02360	0.7644	CDC_B11101	Pakistan
QG37_02360	0.9068	CDC_B11102	Pakistan
QG37_02360	0.7992	CDC_B11103	Pakistan
QG37_02360	0.7866	CDC_B11105	Pakistan
QG37_02360	0.7523	CDC_B11112	Pakistan
QG37_02360	0.8711	CDC_B11113	Pakistan
QG37_02360	0.7760	CDC_B11114	Pakistan
QG37_02360	0.7825	CDC_B11115	Pakistan
QG37_02360	0.7544	CDC_B11116	Pakistan
QG37_02360	0.7790	CDC_B11117	Pakistan
QG37_02360	0.8388	CDC_B11118	Pakistan
QG37_02360	0.7311	CDC_B11119	Pakistan
QG37_02360	0.8025	CDC_B11200	India
QG37_02360	0.8280	CDC_B11201	India
QG37_02360	0.7907	CDC_B11205	India
QG37_02360	0.8136	CDC_B11206	India
QG37_02360	0.8078	CDC_B11207	India
QG37_02360	0.8176	CDC_B11208	India
QG37_02360	0.7749	CDC_B11209	India
QG37_02360	0.7254	CDC_B11210	India
QG37_02360	0.7376	CDC_B11212	India
QG37_02360	0.8503	CDC_B11213	India
QG37_02360	0.8065	CDC_B11214	India
QG37_02360	0.7047	CDC_B11215	India
QG37_02360	0.6909	CDC_B11216	India
QG37_02360	0.8333	CDC_B11217	India
QG37_02360	0.8027	CDC_B11218	India
QG37_02360	0.7404	CDC_B11219	India
QG37_02360	0.7476	CDC_B11220	Japan
QG37_02360	0.8197	CDC_B11221	South Africa
QG37_02360	0.8362	CDC_B11222	South Africa
QG37_02360	0.8560	CDC_B11223	South Africa
QG37_02360	0.8635	CDC_B11224	South Africa
QG37_02360	0.7510	CDC_B11225	South Africa
QG37_02360	0.8825	CDC_B11226	South Africa
QG37_02360	0.6891	CDC_B11227	South Africa
QG37_02360	0.8351	CDC_B11228	South Africa
QG37_02360	0.7427	CDC_B11229	South Africa
QG37_02360	0.7996	CDC_B11230	South Africa
QG37_02360	0.7646	CDC_B11243	Venezuela
QG37_02360	0.8314	CDC_B11244	Venezuela
QG37_02360	0.8085	CDC_B11245	Venezuela
QG37_02360	0.7902	CDC_B11246	Venezuela
QG37_02360	0.8577	CDC_B11247	Venezuela
QG37_02361	1.1155	CDC_B11096	Pakistan
QG37_02361	0.8965	CDC_B11097	Pakistan
QG37_02361	1.1624	CDC_B11098	Pakistan
QG37_02361	1.0180	CDC_B11099	Pakistan
QG37_02361	1.0449	CDC_B11101	Pakistan
QG37_02361	1.1053	CDC_B11102	Pakistan
QG37_02361	1.0090	CDC_B11103	Pakistan
QG37_02361	1.1100	CDC_B11105	Pakistan
QG37_02361	1.1288	CDC_B11112	Pakistan
QG37_02361	1.1541	CDC_B11113	Pakistan
QG37_02361	0.8514	CDC_B11114	Pakistan
QG37_02361	1.0780	CDC_B11115	Pakistan
QG37_02361	1.1396	CDC_B11116	Pakistan
QG37_02361	1.0775	CDC_B11117	Pakistan
QG37_02361	0.9061	CDC_B11118	Pakistan
QG37_02361	0.9823	CDC_B11119	Pakistan
QG37_02361	1.0299	CDC_B11200	India
QG37_02361	1.0261	CDC_B11201	India
QG37_02361	0.9261	CDC_B11205	India
QG37_02361	1.1652	CDC_B11206	India
QG37_02361	1.0386	CDC_B11207	India
QG37_02361	1.1111	CDC_B11208	India
QG37_02361	1.0339	CDC_B11209	India
QG37_02361	1.1693	CDC_B11210	India
QG37_02361	1.0384	CDC_B11212	India
QG37_02361	1.0848	CDC_B11213	India
QG37_02361	1.0360	CDC_B11214	India
QG37_02361	1.0365	CDC_B11215	India
QG37_02361	0.8478	CDC_B11216	India
QG37_02361	0.7266	CDC_B11217	India
QG37_02361	0.8893	CDC_B11218	India
QG37_02361	0.9012	CDC_B11219	India
QG37_02361	1.0473	CDC_B11220	Japan
QG37_02361	1.0952	CDC_B11221	South Africa
QG37_02361	0.9231	CDC_B11222	South Africa
QG37_02361	0.8865	CDC_B11223	South Africa
QG37_02361	0.8880	CDC_B11224	South Africa
QG37_02361	1.0071	CDC_B11225	South Africa
QG37_02361	0.8677	CDC_B11226	South Africa
QG37_02361	1.0957	CDC_B11227	South Africa
QG37_02361	1.1387	CDC_B11228	South Africa
QG37_02361	1.1803	CDC_B11229	South Africa
QG37_02361	0.9205	CDC_B11230	South Africa
QG37_02361	0.9711	CDC_B11243	Venezuela
QG37_02361	0.8595	CDC_B11244	Venezuela
QG37_02361	0.9532	CDC_B11245	Venezuela
QG37_02361	1.1286	CDC_B11246	Venezuela
QG37_02361	1.0783	CDC_B11247	Venezuela
QG37_02362	0.9537	CDC_B11096	Pakistan
QG37_02362	0.9432	CDC_B11097	Pakistan
QG37_02362	0.9513	CDC_B11098	Pakistan
QG37_02362	0.9049	CDC_B11099	Pakistan
QG37_02362	0.9890	CDC_B11101	Pakistan
QG37_02362	1.0053	CDC_B11102	Pakistan
QG37_02362	1.0007	CDC_B11103	Pakistan
QG37_02362	0.9273	CDC_B11105	Pakistan
QG37_02362	0.9724	CDC_B11112	Pakistan
QG37_02362	0.8883	CDC_B11113	Pakistan
QG37_02362	0.8737	CDC_B11114	Pakistan
QG37_02362	0.8692	CDC_B11115	Pakistan
QG37_02362	0.9137	CDC_B11116	Pakistan
QG37_02362	0.9354	CDC_B11117	Pakistan
QG37_02362	0.9772	CDC_B11118	Pakistan
QG37_02362	0.9045	CDC_B11119	Pakistan
QG37_02362	0.9251	CDC_B11200	India
QG37_02362	0.9911	CDC_B11201	India
QG37_02362	0.8579	CDC_B11205	India
QG37_02362	0.9689	CDC_B11206	India
QG37_02362	1.0155	CDC_B11207	India
QG37_02362	0.8956	CDC_B11208	India
QG37_02362	0.9235	CDC_B11209	India
QG37_02362	1.0164	CDC_B11210	India
QG37_02362	0.9612	CDC_B11212	India
QG37_02362	0.8980	CDC_B11213	India
QG37_02362	0.8418	CDC_B11214	India
QG37_02362	0.8892	CDC_B11215	India
QG37_02362	0.8438	CDC_B11216	India
QG37_02362	0.9003	CDC_B11217	India
QG37_02362	0.9549	CDC_B11218	India
QG37_02362	0.8295	CDC_B11219	India
QG37_02362	0.9968	CDC_B11220	Japan
QG37_02362	0.9393	CDC_B11221	South Africa
QG37_02362	0.9920	CDC_B11222	South Africa
QG37_02362	0.9110	CDC_B11223	South Africa
QG37_02362	0.9797	CDC_B11224	South Africa
QG37_02362	0.9799	CDC_B11225	South Africa
QG37_02362	0.8510	CDC_B11226	South Africa
QG37_02362	0.8621	CDC_B11227	South Africa
QG37_02362	0.9099	CDC_B11228	South Africa
QG37_02362	0.9077	CDC_B11229	South Africa
QG37_02362	0.8664	CDC_B11230	South Africa
QG37_02362	0.8693	CDC_B11243	Venezuela
QG37_02362	0.8450	CDC_B11244	Venezuela
QG37_02362	0.8561	CDC_B11245	Venezuela
QG37_02362	1.0300	CDC_B11246	Venezuela
QG37_02362	0.9641	CDC_B11247	Venezuela
QG37_02363	0.8245	CDC_B11096	Pakistan
QG37_02363	0.9068	CDC_B11097	Pakistan
QG37_02363	0.8597	CDC_B11098	Pakistan
QG37_02363	0.8541	CDC_B11099	Pakistan
QG37_02363	0.9813	CDC_B11101	Pakistan
QG37_02363	1.0740	CDC_B11102	Pakistan
QG37_02363	0.9018	CDC_B11103	Pakistan
QG37_02363	1.1691	CDC_B11105	Pakistan
QG37_02363	0.9645	CDC_B11112	Pakistan
QG37_02363	0.9940	CDC_B11113	Pakistan
QG37_02363	1.0021	CDC_B11114	Pakistan
QG37_02363	0.9457	CDC_B11115	Pakistan
QG37_02363	1.0129	CDC_B11116	Pakistan
QG37_02363	0.8333	CDC_B11117	Pakistan
QG37_02363	0.9530	CDC_B11118	Pakistan
QG37_02363	0.9724	CDC_B11119	Pakistan
QG37_02363	0.9301	CDC_B11200	India
QG37_02363	0.8510	CDC_B11201	India
QG37_02363	0.8008	CDC_B11205	India
QG37_02363	0.8145	CDC_B11206	India
QG37_02363	0.9397	CDC_B11207	India
QG37_02363	0.8432	CDC_B11208	India
QG37_02363	1.0111	CDC_B11209	India
QG37_02363	0.8333	CDC_B11210	India
QG37_02363	0.8642	CDC_B11212	India
QG37_02363	0.8520	CDC_B11213	India
QG37_02363	0.8353	CDC_B11214	India
QG37_02363	1.0484	CDC_B11215	India
QG37_02363	0.7270	CDC_B11216	India
QG37_02363	0.6620	CDC_B11217	India
QG37_02363	0.9421	CDC_B11218	India
QG37_02363	0.8005	CDC_B11219	India
QG37_02363	0.9473	CDC_B11220	Japan
QG37_02363	0.9457	CDC_B11221	South Africa
QG37_02363	0.7931	CDC_B11222	South Africa
QG37_02363	0.8304	CDC_B11223	South Africa
QG37_02363	0.9901	CDC_B11224	South Africa
QG37_02363	0.9120	CDC_B11225	South Africa
QG37_02363	0.7531	CDC_B11226	South Africa
QG37_02363	0.7555	CDC_B11227	South Africa
QG37_02363	0.9264	CDC_B11228	South Africa
QG37_02363	0.7819	CDC_B11229	South Africa
QG37_02363	0.8288	CDC_B11230	South Africa
QG37_02363	0.6195	CDC_B11243	Venezuela
QG37_02363	0.7135	CDC_B11244	Venezuela
QG37_02363	0.9255	CDC_B11245	Venezuela
QG37_02363	0.8078	CDC_B11246	Venezuela
QG37_02363	0.7801	CDC_B11247	Venezuela
QG37_02364	0.9860	CDC_B11096	Pakistan
QG37_02364	0.8632	CDC_B11097	Pakistan
QG37_02364	0.8499	CDC_B11098	Pakistan
QG37_02364	0.8959	CDC_B11099	Pakistan
QG37_02364	0.8374	CDC_B11101	Pakistan
QG37_02364	0.8806	CDC_B11102	Pakistan
QG37_02364	0.9429	CDC_B11103	Pakistan
QG37_02364	0.9804	CDC_B11105	Pakistan
QG37_02364	0.8798	CDC_B11112	Pakistan
QG37_02364	0.9082	CDC_B11113	Pakistan
QG37_02364	1.0267	CDC_B11114	Pakistan
QG37_02364	0.8765	CDC_B11115	Pakistan
QG37_02364	0.8844	CDC_B11116	Pakistan
QG37_02364	0.9637	CDC_B11117	Pakistan
QG37_02364	0.9399	CDC_B11118	Pakistan
QG37_02364	0.9337	CDC_B11119	Pakistan
QG37_02364	0.8837	CDC_B11200	India
QG37_02364	0.8829	CDC_B11201	India
QG37_02364	0.9212	CDC_B11205	India
QG37_02364	0.9465	CDC_B11206	India
QG37_02364	0.9093	CDC_B11207	India
QG37_02364	0.8106	CDC_B11208	India
QG37_02364	0.9408	CDC_B11209	India
QG37_02364	0.8363	CDC_B11210	India
QG37_02364	0.9030	CDC_B11212	India
QG37_02364	0.8528	CDC_B11213	India
QG37_02364	0.8487	CDC_B11214	India
QG37_02364	0.8463	CDC_B11215	India
QG37_02364	0.8419	CDC_B11216	India
QG37_02364	1.3356	CDC_B11217	India
QG37_02364	1.0459	CDC_B11218	India
QG37_02364	0.8789	CDC_B11219	India
QG37_02364	0.8583	CDC_B11220	Japan
QG37_02364	0.9093	CDC_B11221	South Africa
QG37_02364	0.8997	CDC_B11222	South Africa
QG37_02364	0.8765	CDC_B11223	South Africa
QG37_02364	0.8852	CDC_B11224	South Africa
QG37_02364	0.9392	CDC_B11225	South Africa
QG37_02364	0.8920	CDC_B11226	South Africa
QG37_02364	0.8211	CDC_B11227	South Africa
QG37_02364	1.0001	CDC_B11228	South Africa
QG37_02364	0.8382	CDC_B11229	South Africa
QG37_02364	0.8008	CDC_B11230	South Africa
QG37_02364	0.8880	CDC_B11243	Venezuela
QG37_02364	0.8503	CDC_B11244	Venezuela
QG37_02364	0.8758	CDC_B11245	Venezuela
QG37_02364	0.7657	CDC_B11246	Venezuela
QG37_02364	0.9064	CDC_B11247	Venezuela
QG37_02365	0.8857	CDC_B11096	Pakistan
QG37_02365	0.9163	CDC_B11097	Pakistan
QG37_02365	0.9947	CDC_B11098	Pakistan
QG37_02365	0.7727	CDC_B11099	Pakistan
QG37_02365	0.9619	CDC_B11101	Pakistan
QG37_02365	0.8810	CDC_B11102	Pakistan
QG37_02365	0.9694	CDC_B11103	Pakistan
QG37_02365	0.9373	CDC_B11105	Pakistan
QG37_02365	0.8900	CDC_B11112	Pakistan
QG37_02365	0.8407	CDC_B11113	Pakistan
QG37_02365	0.9123	CDC_B11114	Pakistan
QG37_02365	0.8598	CDC_B11115	Pakistan
QG37_02365	0.8459	CDC_B11116	Pakistan
QG37_02365	0.9290	CDC_B11117	Pakistan
QG37_02365	0.8788	CDC_B11118	Pakistan
QG37_02365	0.8328	CDC_B11119	Pakistan
QG37_02365	0.8818	CDC_B11200	India
QG37_02365	0.8486	CDC_B11201	India
QG37_02365	0.8472	CDC_B11205	India
QG37_02365	0.9434	CDC_B11206	India
QG37_02365	0.8956	CDC_B11207	India
QG37_02365	0.8364	CDC_B11208	India
QG37_02365	0.8537	CDC_B11209	India
QG37_02365	0.8312	CDC_B11210	India
QG37_02365	0.9308	CDC_B11212	India
QG37_02365	0.8543	CDC_B11213	India
QG37_02365	0.8426	CDC_B11214	India
QG37_02365	0.8121	CDC_B11215	India
QG37_02365	0.6936	CDC_B11216	India
QG37_02365	0.8178	CDC_B11217	India
QG37_02365	0.8140	CDC_B11218	India
QG37_02365	0.7910	CDC_B11219	India
QG37_02365	0.8687	CDC_B11220	Japan
QG37_02365	0.8624	CDC_B11221	South Africa
QG37_02365	0.8649	CDC_B11222	South Africa
QG37_02365	0.8711	CDC_B11223	South Africa
QG37_02365	0.9373	CDC_B11224	South Africa
QG37_02365	0.7887	CDC_B11225	South Africa
QG37_02365	0.8443	CDC_B11226	South Africa
QG37_02365	0.9038	CDC_B11227	South Africa
QG37_02365	0.9256	CDC_B11228	South Africa
QG37_02365	0.8775	CDC_B11229	South Africa
QG37_02365	0.9203	CDC_B11230	South Africa
QG37_02365	0.9726	CDC_B11243	Venezuela
QG37_02365	0.9194	CDC_B11244	Venezuela
QG37_02365	0.8908	CDC_B11245	Venezuela
QG37_02365	0.8848	CDC_B11246	Venezuela
QG37_02365	0.8882	CDC_B11247	Venezuela
QG37_02366	1.1032	CDC_B11096	Pakistan
QG37_02366	1.1459	CDC_B11097	Pakistan
QG37_02366	1.0373	CDC_B11098	Pakistan
QG37_02366	0.9911	CDC_B11099	Pakistan
QG37_02366	1.0563	CDC_B11101	Pakistan
QG37_02366	1.0697	CDC_B11102	Pakistan
QG37_02366	1.1293	CDC_B11103	Pakistan
QG37_02366	1.0383	CDC_B11105	Pakistan
QG37_02366	1.0269	CDC_B11112	Pakistan
QG37_02366	1.0472	CDC_B11113	Pakistan
QG37_02366	1.0794	CDC_B11114	Pakistan
QG37_02366	1.0194	CDC_B11115	Pakistan
QG37_02366	1.0258	CDC_B11116	Pakistan
QG37_02366	1.0208	CDC_B11117	Pakistan
QG37_02366	1.0203	CDC_B11118	Pakistan
QG37_02366	1.0479	CDC_B11119	Pakistan
QG37_02366	1.0508	CDC_B11200	India
QG37_02366	1.0596	CDC_B11201	India
QG37_02366	1.0897	CDC_B11205	India
QG37_02366	1.0458	CDC_B11206	India
QG37_02366	1.0052	CDC_B11207	India
QG37_02366	1.0382	CDC_B11208	India
QG37_02366	0.9624	CDC_B11209	India
QG37_02366	1.0871	CDC_B11210	India
QG37_02366	1.0360	CDC_B11212	India
QG37_02366	0.9997	CDC_B11213	India
QG37_02366	1.0597	CDC_B11214	India
QG37_02366	1.0255	CDC_B11215	India
QG37_02366	1.0372	CDC_B11216	India
QG37_02366	0.9245	CDC_B11217	India
QG37_02366	1.0198	CDC_B11218	India
QG37_02366	1.0311	CDC_B11219	India
QG37_02366	1.0904	CDC_B11220	Japan
QG37_02366	1.0563	CDC_B11221	South Africa
QG37_02366	1.0817	CDC_B11222	South Africa
QG37_02366	0.9897	CDC_B11223	South Africa
QG37_02366	1.0958	CDC_B11224	South Africa
QG37_02366	1.0364	CDC_B11225	South Africa
QG37_02366	1.1184	CDC_B11226	South Africa
QG37_02366	1.0829	CDC_B11227	South Africa
QG37_02366	1.0166	CDC_B11228	South Africa
QG37_02366	1.0476	CDC_B11229	South Africa
QG37_02366	0.9966	CDC_B11230	South Africa
