GENE	COVERAGE	STRAIN	GROUP
QG37_01345	0.9925	CDC_B11227	South Africa
QG37_01345	0.9422	CDC_B11228	South Africa
QG37_01345	0.9975	CDC_B11229	South Africa
QG37_01345	0.7918	CDC_B11230	South Africa
QG37_01345	0.9959	CDC_B11243	Venezuela
QG37_01345	1.0145	CDC_B11244	Venezuela
QG37_01345	0.8587	CDC_B11245	Venezuela
QG37_01345	0.9167	CDC_B11246	Venezuela
QG37_01345	0.9632	CDC_B11247	Venezuela
QG37_01346	0.9293	CDC_B11096	Pakistan
QG37_01346	0.9427	CDC_B11097	Pakistan
QG37_01346	0.8568	CDC_B11098	Pakistan
QG37_01346	0.8082	CDC_B11099	Pakistan
QG37_01346	0.8574	CDC_B11101	Pakistan
QG37_01346	0.9177	CDC_B11102	Pakistan
QG37_01346	0.7880	CDC_B11103	Pakistan
QG37_01346	0.9215	CDC_B11105	Pakistan
QG37_01346	0.9618	CDC_B11112	Pakistan
QG37_01346	0.8508	CDC_B11113	Pakistan
QG37_01346	0.8701	CDC_B11114	Pakistan
QG37_01346	0.8583	CDC_B11115	Pakistan
QG37_01346	0.8602	CDC_B11116	Pakistan
QG37_01346	0.9131	CDC_B11117	Pakistan
QG37_01346	0.9058	CDC_B11118	Pakistan
QG37_01346	1.0169	CDC_B11119	Pakistan
QG37_01346	0.8928	CDC_B11200	India
QG37_01346	0.9669	CDC_B11201	India
QG37_01346	0.9048	CDC_B11205	India
QG37_01346	0.9047	CDC_B11206	India
QG37_01346	0.9124	CDC_B11207	India
QG37_01346	0.8856	CDC_B11208	India
QG37_01346	0.8484	CDC_B11209	India
QG37_01346	0.9370	CDC_B11210	India
QG37_01346	0.8938	CDC_B11212	India
QG37_01346	0.9580	CDC_B11213	India
QG37_01346	0.9257	CDC_B11214	India
QG37_01346	0.8699	CDC_B11215	India
QG37_01346	0.8218	CDC_B11216	India
QG37_01346	0.7936	CDC_B11217	India
QG37_01346	0.8375	CDC_B11218	India
QG37_01346	0.8141	CDC_B11219	India
QG37_01346	0.9146	CDC_B11220	Japan
QG37_01346	0.8231	CDC_B11221	South Africa
QG37_01346	0.9073	CDC_B11222	South Africa
QG37_01346	0.9890	CDC_B11223	South Africa
QG37_01346	0.8762	CDC_B11224	South Africa
QG37_01346	0.9434	CDC_B11225	South Africa
QG37_01346	0.9117	CDC_B11226	South Africa
QG37_01346	0.9037	CDC_B11227	South Africa
QG37_01346	0.9376	CDC_B11228	South Africa
QG37_01346	0.9379	CDC_B11229	South Africa
QG37_01346	0.9151	CDC_B11230	South Africa
QG37_01346	0.9099	CDC_B11243	Venezuela
QG37_01346	0.9139	CDC_B11244	Venezuela
QG37_01346	0.9602	CDC_B11245	Venezuela
QG37_01346	0.8419	CDC_B11246	Venezuela
QG37_01346	0.9456	CDC_B11247	Venezuela
QG37_01347	0.8942	CDC_B11096	Pakistan
QG37_01347	0.9601	CDC_B11097	Pakistan
QG37_01347	0.7694	CDC_B11098	Pakistan
QG37_01347	0.9281	CDC_B11099	Pakistan
QG37_01347	0.8542	CDC_B11101	Pakistan
QG37_01347	0.9153	CDC_B11102	Pakistan
QG37_01347	0.9891	CDC_B11103	Pakistan
QG37_01347	0.9165	CDC_B11105	Pakistan
QG37_01347	0.9860	CDC_B11112	Pakistan
QG37_01347	0.7573	CDC_B11113	Pakistan
QG37_01347	0.9112	CDC_B11114	Pakistan
QG37_01347	0.8140	CDC_B11115	Pakistan
QG37_01347	0.7800	CDC_B11116	Pakistan
QG37_01347	0.9355	CDC_B11117	Pakistan
QG37_01347	0.8048	CDC_B11118	Pakistan
QG37_01347	0.9569	CDC_B11119	Pakistan
QG37_01347	0.9299	CDC_B11200	India
QG37_01347	0.9138	CDC_B11201	India
QG37_01347	0.9848	CDC_B11205	India
QG37_01347	0.7548	CDC_B11206	India
QG37_01347	0.9120	CDC_B11207	India
QG37_01347	0.8097	CDC_B11208	India
QG37_01347	0.8657	CDC_B11209	India
QG37_01347	0.8967	CDC_B11210	India
QG37_01347	0.9476	CDC_B11212	India
QG37_01347	0.8982	CDC_B11213	India
QG37_01347	0.9010	CDC_B11214	India
QG37_01347	0.9156	CDC_B11215	India
QG37_01347	0.8756	CDC_B11216	India
QG37_01347	0.7481	CDC_B11217	India
QG37_01347	0.9605	CDC_B11218	India
QG37_01347	0.9290	CDC_B11219	India
QG37_01347	0.8804	CDC_B11220	Japan
QG37_01347	0.9466	CDC_B11221	South Africa
QG37_01347	0.8558	CDC_B11222	South Africa
QG37_01347	0.8760	CDC_B11223	South Africa
QG37_01347	0.8727	CDC_B11224	South Africa
QG37_01347	0.8795	CDC_B11225	South Africa
QG37_01347	0.8722	CDC_B11226	South Africa
QG37_01347	0.9654	CDC_B11227	South Africa
QG37_01347	0.8678	CDC_B11228	South Africa
QG37_01347	0.9262	CDC_B11229	South Africa
QG37_01347	0.8302	CDC_B11230	South Africa
QG37_01347	0.9052	CDC_B11243	Venezuela
QG37_01347	0.8497	CDC_B11244	Venezuela
QG37_01347	0.8410	CDC_B11245	Venezuela
QG37_01347	0.9017	CDC_B11246	Venezuela
QG37_01347	0.9482	CDC_B11247	Venezuela
QG37_01348	1.0519	CDC_B11096	Pakistan
QG37_01348	0.9122	CDC_B11097	Pakistan
QG37_01348	0.8355	CDC_B11098	Pakistan
QG37_01348	0.9402	CDC_B11099	Pakistan
QG37_01348	0.9199	CDC_B11101	Pakistan
QG37_01348	0.9202	CDC_B11102	Pakistan
QG37_01348	0.8835	CDC_B11103	Pakistan
QG37_01348	0.9432	CDC_B11105	Pakistan
QG37_01348	1.0091	CDC_B11112	Pakistan
QG37_01348	0.9075	CDC_B11113	Pakistan
QG37_01348	0.9960	CDC_B11114	Pakistan
QG37_01348	0.9137	CDC_B11115	Pakistan
QG37_01348	0.9618	CDC_B11116	Pakistan
QG37_01348	0.9171	CDC_B11117	Pakistan
QG37_01348	1.0233	CDC_B11118	Pakistan
QG37_01348	0.8957	CDC_B11119	Pakistan
QG37_01348	0.9238	CDC_B11200	India
QG37_01348	0.9469	CDC_B11201	India
QG37_01348	0.9812	CDC_B11205	India
QG37_01348	0.9629	CDC_B11206	India
QG37_01348	0.9203	CDC_B11207	India
QG37_01348	0.8794	CDC_B11208	India
QG37_01348	0.9190	CDC_B11209	India
QG37_01348	0.9348	CDC_B11210	India
QG37_01348	0.8936	CDC_B11212	India
QG37_01348	0.8794	CDC_B11213	India
QG37_01348	0.8797	CDC_B11214	India
QG37_01348	0.8095	CDC_B11215	India
QG37_01348	0.9305	CDC_B11216	India
QG37_01348	0.8015	CDC_B11217	India
QG37_01348	0.9300	CDC_B11218	India
QG37_01348	0.8809	CDC_B11219	India
QG37_01348	0.9607	CDC_B11220	Japan
QG37_01348	0.9427	CDC_B11221	South Africa
QG37_01348	0.9530	CDC_B11222	South Africa
QG37_01348	0.9601	CDC_B11223	South Africa
QG37_01348	0.9277	CDC_B11224	South Africa
QG37_01348	0.8996	CDC_B11225	South Africa
QG37_01348	0.9392	CDC_B11226	South Africa
QG37_01348	0.9245	CDC_B11227	South Africa
QG37_01348	1.0201	CDC_B11228	South Africa
QG37_01348	0.9220	CDC_B11229	South Africa
QG37_01348	0.9965	CDC_B11230	South Africa
QG37_01348	0.8366	CDC_B11243	Venezuela
QG37_01348	0.8799	CDC_B11244	Venezuela
QG37_01348	0.9135	CDC_B11245	Venezuela
QG37_01348	1.0124	CDC_B11246	Venezuela
QG37_01348	0.9635	CDC_B11247	Venezuela
QG37_01349	1.0745	CDC_B11096	Pakistan
QG37_01349	1.0735	CDC_B11097	Pakistan
QG37_01349	0.9238	CDC_B11098	Pakistan
QG37_01349	1.0592	CDC_B11099	Pakistan
QG37_01349	0.9703	CDC_B11101	Pakistan
QG37_01349	1.0622	CDC_B11102	Pakistan
QG37_01349	1.0293	CDC_B11103	Pakistan
QG37_01349	1.1032	CDC_B11105	Pakistan
QG37_01349	1.1333	CDC_B11112	Pakistan
QG37_01349	0.9374	CDC_B11113	Pakistan
QG37_01349	0.7969	CDC_B11114	Pakistan
QG37_01349	0.9870	CDC_B11115	Pakistan
QG37_01349	0.9998	CDC_B11116	Pakistan
QG37_01349	1.0040	CDC_B11117	Pakistan
QG37_01349	1.1069	CDC_B11118	Pakistan
QG37_01349	0.9660	CDC_B11119	Pakistan
QG37_01349	1.0171	CDC_B11200	India
QG37_01349	0.9785	CDC_B11201	India
QG37_01349	1.0672	CDC_B11205	India
QG37_01349	0.9967	CDC_B11206	India
QG37_01349	0.9511	CDC_B11207	India
QG37_01349	0.9993	CDC_B11208	India
QG37_01349	1.0231	CDC_B11209	India
QG37_01349	0.9688	CDC_B11210	India
QG37_01349	1.0611	CDC_B11212	India
QG37_01349	0.9882	CDC_B11213	India
QG37_01349	1.0015	CDC_B11214	India
QG37_01349	0.9257	CDC_B11215	India
QG37_01349	0.9584	CDC_B11216	India
QG37_01349	1.0370	CDC_B11217	India
QG37_01349	1.0690	CDC_B11218	India
QG37_01349	1.0802	CDC_B11219	India
QG37_01349	1.0770	CDC_B11220	Japan
QG37_01349	1.1305	CDC_B11221	South Africa
QG37_01349	0.9890	CDC_B11222	South Africa
QG37_01349	1.0912	CDC_B11223	South Africa
QG37_01349	0.9247	CDC_B11224	South Africa
QG37_01349	0.9537	CDC_B11225	South Africa
QG37_01349	1.0468	CDC_B11226	South Africa
QG37_01349	1.0053	CDC_B11227	South Africa
QG37_01349	0.9225	CDC_B11228	South Africa
QG37_01349	1.0736	CDC_B11229	South Africa
QG37_01349	0.9769	CDC_B11230	South Africa
QG37_01349	1.0869	CDC_B11243	Venezuela
QG37_01349	1.0632	CDC_B11244	Venezuela
QG37_01349	0.9339	CDC_B11245	Venezuela
QG37_01349	1.0798	CDC_B11246	Venezuela
QG37_01349	1.1893	CDC_B11247	Venezuela
QG37_01352	0.8730	CDC_B11096	Pakistan
QG37_01352	0.9253	CDC_B11097	Pakistan
QG37_01352	0.9031	CDC_B11098	Pakistan
QG37_01352	1.1084	CDC_B11099	Pakistan
QG37_01352	0.9138	CDC_B11101	Pakistan
QG37_01352	0.8916	CDC_B11102	Pakistan
QG37_01352	0.9007	CDC_B11103	Pakistan
QG37_01352	0.8085	CDC_B11105	Pakistan
QG37_01352	0.8536	CDC_B11112	Pakistan
QG37_01352	0.7887	CDC_B11113	Pakistan
QG37_01352	0.9299	CDC_B11114	Pakistan
QG37_01352	0.9068	CDC_B11115	Pakistan
QG37_01352	0.8294	CDC_B11116	Pakistan
QG37_01352	0.9901	CDC_B11117	Pakistan
QG37_01352	1.0723	CDC_B11118	Pakistan
QG37_01352	0.9803	CDC_B11119	Pakistan
QG37_01352	0.9577	CDC_B11200	India
QG37_01352	0.9389	CDC_B11201	India
QG37_01352	0.9722	CDC_B11205	India
QG37_01352	0.9676	CDC_B11206	India
QG37_01352	0.8950	CDC_B11207	India
QG37_01352	0.8494	CDC_B11208	India
QG37_01352	0.9233	CDC_B11209	India
QG37_01352	0.9413	CDC_B11210	India
QG37_01352	0.9490	CDC_B11212	India
QG37_01352	0.8466	CDC_B11213	India
QG37_01352	1.0143	CDC_B11214	India
QG37_01352	0.8883	CDC_B11215	India
QG37_01352	0.9710	CDC_B11216	India
QG37_01352	0.9142	CDC_B11217	India
QG37_01352	0.8426	CDC_B11218	India
QG37_01352	0.9100	CDC_B11219	India
QG37_01352	1.0602	CDC_B11220	Japan
QG37_01352	0.9629	CDC_B11221	South Africa
QG37_01352	0.9139	CDC_B11222	South Africa
QG37_01352	0.8784	CDC_B11223	South Africa
QG37_01352	0.9605	CDC_B11224	South Africa
QG37_01352	0.9245	CDC_B11225	South Africa
QG37_01352	1.0017	CDC_B11226	South Africa
QG37_01352	0.8975	CDC_B11227	South Africa
QG37_01352	1.0171	CDC_B11228	South Africa
QG37_01352	0.9109	CDC_B11229	South Africa
QG37_01352	0.8763	CDC_B11230	South Africa
QG37_01352	0.9568	CDC_B11243	Venezuela
QG37_01352	0.9091	CDC_B11244	Venezuela
QG37_01352	0.8721	CDC_B11245	Venezuela
QG37_01352	0.8868	CDC_B11246	Venezuela
QG37_01352	0.9085	CDC_B11247	Venezuela
QG37_01353	0.9600	CDC_B11096	Pakistan
QG37_01353	0.8138	CDC_B11097	Pakistan
QG37_01353	0.8251	CDC_B11098	Pakistan
QG37_01353	0.7781	CDC_B11099	Pakistan
QG37_01353	0.8856	CDC_B11101	Pakistan
QG37_01353	0.7903	CDC_B11102	Pakistan
QG37_01353	0.9513	CDC_B11103	Pakistan
QG37_01353	0.8459	CDC_B11105	Pakistan
QG37_01353	0.8592	CDC_B11112	Pakistan
QG37_01353	0.8319	CDC_B11113	Pakistan
QG37_01353	0.8519	CDC_B11114	Pakistan
QG37_01353	0.8041	CDC_B11115	Pakistan
QG37_01353	0.7831	CDC_B11116	Pakistan
QG37_01353	0.8610	CDC_B11117	Pakistan
QG37_01353	0.7649	CDC_B11118	Pakistan
QG37_01353	0.9850	CDC_B11119	Pakistan
QG37_01353	0.8481	CDC_B11200	India
QG37_01353	0.8635	CDC_B11201	India
QG37_01353	0.7943	CDC_B11205	India
QG37_01353	0.9074	CDC_B11206	India
QG37_01353	0.8767	CDC_B11207	India
QG37_01353	0.8035	CDC_B11208	India
QG37_01353	0.8198	CDC_B11209	India
QG37_01353	0.9343	CDC_B11210	India
QG37_01353	0.7498	CDC_B11212	India
QG37_01353	0.8084	CDC_B11213	India
QG37_01353	0.9006	CDC_B11214	India
QG37_01353	0.8134	CDC_B11215	India
QG37_01353	0.8096	CDC_B11216	India
QG37_01353	1.4201	CDC_B11217	India
QG37_01353	0.8306	CDC_B11218	India
QG37_01353	0.8547	CDC_B11219	India
QG37_01353	0.9157	CDC_B11220	Japan
QG37_01353	0.8592	CDC_B11221	South Africa
QG37_01353	0.9710	CDC_B11222	South Africa
QG37_01353	0.9291	CDC_B11223	South Africa
QG37_01353	0.7458	CDC_B11224	South Africa
QG37_01353	0.8206	CDC_B11225	South Africa
QG37_01353	0.8774	CDC_B11226	South Africa
QG37_01353	0.8727	CDC_B11227	South Africa
QG37_01353	0.8400	CDC_B11228	South Africa
QG37_01353	0.8431	CDC_B11229	South Africa
QG37_01353	0.8537	CDC_B11230	South Africa
QG37_01353	0.9378	CDC_B11243	Venezuela
QG37_01353	0.8383	CDC_B11244	Venezuela
QG37_01353	0.8479	CDC_B11245	Venezuela
QG37_01353	0.8736	CDC_B11246	Venezuela
QG37_01353	0.8783	CDC_B11247	Venezuela
QG37_01354	0.9187	CDC_B11096	Pakistan
QG37_01354	1.1446	CDC_B11097	Pakistan
QG37_01354	1.0553	CDC_B11098	Pakistan
QG37_01354	0.7130	CDC_B11099	Pakistan
QG37_01354	0.8513	CDC_B11101	Pakistan
QG37_01354	1.1178	CDC_B11102	Pakistan
QG37_01354	1.1354	CDC_B11103	Pakistan
QG37_01354	0.9778	CDC_B11105	Pakistan
QG37_01354	0.9188	CDC_B11112	Pakistan
QG37_01354	0.9425	CDC_B11113	Pakistan
QG37_01354	1.1145	CDC_B11114	Pakistan
QG37_01354	0.8347	CDC_B11115	Pakistan
QG37_01354	1.1291	CDC_B11116	Pakistan
QG37_01354	0.8420	CDC_B11117	Pakistan
QG37_01354	0.9008	CDC_B11118	Pakistan
QG37_01354	0.8028	CDC_B11119	Pakistan
QG37_01354	0.8859	CDC_B11200	India
QG37_01354	0.9337	CDC_B11201	India
QG37_01354	0.9968	CDC_B11205	India
QG37_01354	0.8751	CDC_B11206	India
QG37_01354	0.8191	CDC_B11207	India
QG37_01354	0.7889	CDC_B11208	India
QG37_01354	0.8497	CDC_B11209	India
QG37_01354	0.8457	CDC_B11210	India
QG37_01354	1.0796	CDC_B11212	India
QG37_01354	0.9277	CDC_B11213	India
QG37_01354	0.9411	CDC_B11214	India
QG37_01354	0.8418	CDC_B11215	India
QG37_01354	0.9135	CDC_B11216	India
QG37_01354	0.8842	CDC_B11217	India
QG37_01354	1.0274	CDC_B11218	India
QG37_01354	0.9261	CDC_B11219	India
QG37_01354	0.7196	CDC_B11220	Japan
QG37_01354	0.8514	CDC_B11221	South Africa
QG37_01354	0.9260	CDC_B11222	South Africa
QG37_01354	0.7342	CDC_B11223	South Africa
QG37_01354	0.7124	CDC_B11224	South Africa
QG37_01354	0.8167	CDC_B11225	South Africa
QG37_01354	0.8077	CDC_B11226	South Africa
QG37_01354	0.7515	CDC_B11227	South Africa
QG37_01354	0.8381	CDC_B11228	South Africa
QG37_01354	0.8697	CDC_B11229	South Africa
QG37_01354	0.7786	CDC_B11230	South Africa
QG37_01354	0.8566	CDC_B11243	Venezuela
QG37_01354	0.9322	CDC_B11244	Venezuela
QG37_01354	0.8142	CDC_B11245	Venezuela
QG37_01354	0.8399	CDC_B11246	Venezuela
QG37_01354	0.8862	CDC_B11247	Venezuela
QG37_01355	0.8153	CDC_B11096	Pakistan
QG37_01355	0.8829	CDC_B11097	Pakistan
QG37_01355	0.9008	CDC_B11098	Pakistan
QG37_01355	0.9008	CDC_B11099	Pakistan
QG37_01355	0.8478	CDC_B11101	Pakistan
QG37_01355	0.8393	CDC_B11102	Pakistan
QG37_01355	0.9068	CDC_B11103	Pakistan
QG37_01355	0.8724	CDC_B11105	Pakistan
QG37_01355	0.8517	CDC_B11112	Pakistan
QG37_01355	0.7809	CDC_B11113	Pakistan
QG37_01355	0.8897	CDC_B11114	Pakistan
QG37_01355	0.8041	CDC_B11115	Pakistan
QG37_01355	0.7677	CDC_B11116	Pakistan
QG37_01355	0.8511	CDC_B11117	Pakistan
QG37_01355	0.9330	CDC_B11118	Pakistan
QG37_01355	0.9699	CDC_B11119	Pakistan
QG37_01355	0.8830	CDC_B11200	India
QG37_01355	0.8583	CDC_B11201	India
QG37_01355	0.8800	CDC_B11205	India
QG37_01355	0.8971	CDC_B11206	India
QG37_01355	0.8842	CDC_B11207	India
QG37_01355	0.8754	CDC_B11208	India
QG37_01355	0.8235	CDC_B11209	India
QG37_01355	0.9724	CDC_B11210	India
QG37_01355	0.8519	CDC_B11212	India
QG37_01355	0.7943	CDC_B11213	India
QG37_01355	0.8733	CDC_B11214	India
QG37_01355	0.7856	CDC_B11215	India
QG37_01355	0.8194	CDC_B11216	India
QG37_01355	0.7902	CDC_B11217	India
QG37_01355	0.9053	CDC_B11218	India
QG37_01355	0.7548	CDC_B11219	India
QG37_01355	0.8750	CDC_B11220	Japan
QG37_01355	0.8722	CDC_B11221	South Africa
QG37_01355	0.8910	CDC_B11222	South Africa
QG37_01355	0.8948	CDC_B11223	South Africa
QG37_01355	0.9351	CDC_B11224	South Africa
QG37_01355	0.9692	CDC_B11225	South Africa
QG37_01355	0.8871	CDC_B11226	South Africa
QG37_01355	0.8922	CDC_B11227	South Africa
QG37_01355	0.8864	CDC_B11228	South Africa
QG37_01355	0.8158	CDC_B11229	South Africa
QG37_01355	0.8086	CDC_B11230	South Africa
QG37_01355	0.8111	CDC_B11243	Venezuela
QG37_01355	0.9959	CDC_B11244	Venezuela
QG37_01355	0.8766	CDC_B11245	Venezuela
QG37_01355	0.9296	CDC_B11246	Venezuela
QG37_01355	0.8061	CDC_B11247	Venezuela
QG37_01356	0.9320	CDC_B11096	Pakistan
QG37_01356	0.8108	CDC_B11097	Pakistan
QG37_01356	0.9115	CDC_B11098	Pakistan
QG37_01356	0.8997	CDC_B11099	Pakistan
QG37_01356	0.8353	CDC_B11101	Pakistan
QG37_01356	0.9141	CDC_B11102	Pakistan
QG37_01356	0.8226	CDC_B11103	Pakistan
QG37_01356	0.8983	CDC_B11105	Pakistan
QG37_01356	0.9387	CDC_B11112	Pakistan
QG37_01356	0.8639	CDC_B11113	Pakistan
QG37_01356	0.9375	CDC_B11114	Pakistan
QG37_01356	0.7431	CDC_B11115	Pakistan
QG37_01356	0.9403	CDC_B11116	Pakistan
QG37_01356	0.7946	CDC_B11117	Pakistan
QG37_01356	0.8281	CDC_B11118	Pakistan
QG37_01356	0.8575	CDC_B11119	Pakistan
QG37_01356	0.8107	CDC_B11200	India
QG37_01356	0.9161	CDC_B11201	India
QG37_01356	0.8051	CDC_B11205	India
QG37_01356	0.8640	CDC_B11206	India
QG37_01356	0.8564	CDC_B11207	India
QG37_01356	0.7264	CDC_B11208	India
QG37_01356	0.8212	CDC_B11209	India
QG37_01356	0.8278	CDC_B11210	India
QG37_01356	0.7474	CDC_B11212	India
QG37_01356	0.7941	CDC_B11213	India
QG37_01356	0.8777	CDC_B11214	India
QG37_01356	0.7816	CDC_B11215	India
QG37_01356	0.7335	CDC_B11216	India
QG37_01356	0.7248	CDC_B11217	India
QG37_01356	0.7801	CDC_B11218	India
QG37_01356	0.7174	CDC_B11219	India
QG37_01356	0.7958	CDC_B11220	Japan
QG37_01356	0.8704	CDC_B11221	South Africa
QG37_01356	0.8674	CDC_B11222	South Africa
QG37_01356	0.9013	CDC_B11223	South Africa
QG37_01356	0.8333	CDC_B11224	South Africa
QG37_01356	0.8153	CDC_B11225	South Africa
QG37_01356	0.7957	CDC_B11226	South Africa
QG37_01356	0.9017	CDC_B11227	South Africa
QG37_01356	0.6971	CDC_B11228	South Africa
QG37_01356	0.8026	CDC_B11229	South Africa
QG37_01356	0.7688	CDC_B11230	South Africa
QG37_01356	0.7654	CDC_B11243	Venezuela
QG37_01356	0.9282	CDC_B11244	Venezuela
QG37_01356	0.8168	CDC_B11245	Venezuela
QG37_01356	0.7842	CDC_B11246	Venezuela
QG37_01356	0.9018	CDC_B11247	Venezuela
QG37_01357	0.9913	CDC_B11096	Pakistan
QG37_01357	0.8555	CDC_B11097	Pakistan
QG37_01357	0.7833	CDC_B11098	Pakistan
QG37_01357	0.9348	CDC_B11099	Pakistan
QG37_01357	0.9548	CDC_B11101	Pakistan
QG37_01357	0.9356	CDC_B11102	Pakistan
QG37_01357	0.9850	CDC_B11103	Pakistan
QG37_01357	1.0590	CDC_B11105	Pakistan
QG37_01357	0.8304	CDC_B11112	Pakistan
QG37_01357	0.9020	CDC_B11113	Pakistan
QG37_01357	0.9536	CDC_B11114	Pakistan
QG37_01357	0.8520	CDC_B11115	Pakistan
QG37_01357	1.0125	CDC_B11116	Pakistan
QG37_01357	0.9248	CDC_B11117	Pakistan
QG37_01357	0.8868	CDC_B11118	Pakistan
QG37_01357	0.8712	CDC_B11119	Pakistan
QG37_01357	0.7981	CDC_B11200	India
QG37_01357	0.8537	CDC_B11201	India
QG37_01357	0.9678	CDC_B11205	India
QG37_01357	0.7750	CDC_B11206	India
QG37_01357	0.8467	CDC_B11207	India
QG37_01357	0.9193	CDC_B11208	India
QG37_01357	0.8392	CDC_B11209	India
QG37_01357	0.9742	CDC_B11210	India
QG37_01357	0.9654	CDC_B11212	India
QG37_01357	0.8348	CDC_B11213	India
QG37_01357	0.9129	CDC_B11214	India
QG37_01357	0.8191	CDC_B11215	India
QG37_01357	0.6896	CDC_B11216	India
QG37_01357	0.5571	CDC_B11217	India
QG37_01357	0.8570	CDC_B11218	India
QG37_01357	0.9453	CDC_B11219	India
QG37_01357	0.7012	CDC_B11220	Japan
QG37_01357	0.9300	CDC_B11221	South Africa
QG37_01357	0.9572	CDC_B11222	South Africa
QG37_01357	0.6671	CDC_B11223	South Africa
QG37_01357	0.8806	CDC_B11224	South Africa
QG37_01357	0.9321	CDC_B11225	South Africa
QG37_01357	0.8454	CDC_B11226	South Africa
QG37_01357	0.8934	CDC_B11227	South Africa
QG37_01357	0.8381	CDC_B11228	South Africa
QG37_01357	0.8460	CDC_B11229	South Africa
QG37_01357	0.8535	CDC_B11230	South Africa
QG37_01357	0.7274	CDC_B11243	Venezuela
QG37_01357	0.8573	CDC_B11244	Venezuela
QG37_01357	0.9033	CDC_B11245	Venezuela
QG37_01357	0.7734	CDC_B11246	Venezuela
QG37_01357	0.9481	CDC_B11247	Venezuela
QG37_01358	1.1599	CDC_B11096	Pakistan
QG37_01358	1.0314	CDC_B11097	Pakistan
QG37_01358	0.8995	CDC_B11098	Pakistan
QG37_01358	1.0973	CDC_B11099	Pakistan
QG37_01358	1.0319	CDC_B11101	Pakistan
QG37_01358	1.0885	CDC_B11102	Pakistan
QG37_01358	1.0959	CDC_B11103	Pakistan
QG37_01358	1.0998	CDC_B11105	Pakistan
QG37_01358	1.1705	CDC_B11112	Pakistan
QG37_01358	1.0361	CDC_B11113	Pakistan
QG37_01358	1.1530	CDC_B11114	Pakistan
QG37_01358	1.0704	CDC_B11115	Pakistan
QG37_01358	0.9764	CDC_B11116	Pakistan
QG37_01358	0.9756	CDC_B11117	Pakistan
QG37_01358	0.9743	CDC_B11118	Pakistan
QG37_01358	1.1813	CDC_B11119	Pakistan
QG37_01358	1.1388	CDC_B11200	India
QG37_01358	1.0379	CDC_B11201	India
QG37_01358	1.0739	CDC_B11205	India
QG37_01358	1.1427	CDC_B11206	India
QG37_01358	1.1153	CDC_B11207	India
QG37_01358	1.1018	CDC_B11208	India
QG37_01358	1.1414	CDC_B11209	India
QG37_01358	1.0497	CDC_B11210	India
QG37_01358	0.9549	CDC_B11212	India
QG37_01358	0.9965	CDC_B11213	India
QG37_01358	1.0465	CDC_B11214	India
QG37_01358	0.9956	CDC_B11215	India
QG37_01358	1.0083	CDC_B11216	India
QG37_01358	0.9433	CDC_B11217	India
QG37_01358	1.2072	CDC_B11218	India
QG37_01358	1.0981	CDC_B11219	India
QG37_01358	1.1089	CDC_B11220	Japan
QG37_01358	1.0395	CDC_B11221	South Africa
QG37_01358	1.0925	CDC_B11222	South Africa
QG37_01358	1.2095	CDC_B11223	South Africa
QG37_01358	1.0218	CDC_B11224	South Africa
QG37_01358	1.0355	CDC_B11225	South Africa
QG37_01358	1.0032	CDC_B11226	South Africa
QG37_01358	1.1157	CDC_B11227	South Africa
QG37_01358	1.1231	CDC_B11228	South Africa
QG37_01358	1.0754	CDC_B11229	South Africa
QG37_01358	1.1704	CDC_B11230	South Africa
QG37_01358	1.0232	CDC_B11243	Venezuela
QG37_01358	1.2146	CDC_B11244	Venezuela
QG37_01358	1.0909	CDC_B11245	Venezuela
QG37_01358	1.0636	CDC_B11246	Venezuela
QG37_01358	1.0897	CDC_B11247	Venezuela
QG37_01359	1.0102	CDC_B11096	Pakistan
QG37_01359	0.8270	CDC_B11097	Pakistan
QG37_01359	0.8844	CDC_B11098	Pakistan
QG37_01359	0.8587	CDC_B11099	Pakistan
QG37_01359	0.8600	CDC_B11101	Pakistan
QG37_01359	0.9058	CDC_B11102	Pakistan
QG37_01359	0.9299	CDC_B11103	Pakistan
QG37_01359	0.8780	CDC_B11105	Pakistan
QG37_01359	0.8752	CDC_B11112	Pakistan
QG37_01359	0.8424	CDC_B11113	Pakistan
QG37_01359	0.9687	CDC_B11114	Pakistan
QG37_01359	0.8745	CDC_B11115	Pakistan
QG37_01359	0.8856	CDC_B11116	Pakistan
QG37_01359	0.8341	CDC_B11117	Pakistan
QG37_01359	0.9065	CDC_B11118	Pakistan
QG37_01359	0.9105	CDC_B11119	Pakistan
QG37_01359	0.9356	CDC_B11200	India
QG37_01359	0.8732	CDC_B11201	India
QG37_01359	0.8968	CDC_B11205	India
QG37_01359	1.0523	CDC_B11206	India
QG37_01359	0.9799	CDC_B11207	India
QG37_01359	0.9023	CDC_B11208	India
QG37_01359	0.9637	CDC_B11209	India
QG37_01359	0.9161	CDC_B11210	India
QG37_01359	0.9864	CDC_B11212	India
QG37_01359	0.8744	CDC_B11213	India
QG37_01359	0.9721	CDC_B11214	India
QG37_01359	0.8422	CDC_B11215	India
QG37_01359	0.9508	CDC_B11216	India
QG37_01359	0.8257	CDC_B11217	India
QG37_01359	0.9455	CDC_B11218	India
QG37_01359	0.7899	CDC_B11219	India
QG37_01359	0.8792	CDC_B11220	Japan
QG37_01359	0.9120	CDC_B11221	South Africa
QG37_01359	0.9342	CDC_B11222	South Africa
