GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_04734	110.30	117.42	63.73	66.86	96.86	94.62	98.33	107.64	107.80	103.05	85.12	92.71	99.77	93.57	85.68	96.92	125.72	133.13	114.13	105.08	104.70	110.88	122.64	101.43	109.98	118.08	91.60	116.87	86.28	22.49	56.69	113.55	114.87	96.21	101.70	79.34	96.64	95.97	78.97	118.48	123.83	116.29	78.36	72.90	96.46	95.64	82.09	108.98
QG37_04735	113.77	94.35	77.95	65.71	102.25	109.84	98.33	94.95	92.84	70.04	90.61	76.11	85.49	85.05	99.16	96.77	140.95	135.71	121.46	112.20	114.29	123.59	126.09	97.65	119.86	118.04	93.79	112.40	78.22	22.54	69.28	115.65	122.43	103.28	116.21	75.29	86.63	101.45	80.75	100.62	125.34	127.73	80.46	83.82	88.49	110.73	87.70	124.69
QG37_04736	115.62	115.78	62.12	68.09	100.55	107.53	105.09	108.17	115.67	98.96	94.09	93.70	102.81	103.93	108.31	120.15	130.16	133.12	117.13	114.73	106.04	114.43	114.23	93.04	119.07	125.78	94.05	114.21	82.38	29.63	63.59	110.04	120.85	120.45	107.57	89.75	98.51	102.37	93.58	119.13	137.58	128.18	86.60	92.50	111.74	108.20	102.21	134.14
QG37_04737	109.68	126.50	70.68	55.97	100.63	101.86	92.50	107.00	135.04	111.22	101.89	104.00	102.85	99.66	115.19	102.20	146.06	145.06	132.44	111.75	112.71	107.04	107.86	104.40	116.75	150.52	102.14	107.05	108.62	38.79	74.50	132.45	154.99	107.31	125.22	77.97	108.75	107.39	101.04	131.87	156.89	129.28	93.49	98.56	118.66	121.28	94.93	134.75
QG37_04738	132.05	127.79	74.27	70.97	109.50	123.14	112.80	117.55	142.96	112.30	90.89	102.69	92.44	109.49	113.20	117.57	140.31	160.48	143.87	119.90	120.51	137.76	142.55	117.18	128.92	159.02	112.89	141.76	108.44	28.51	79.54	133.47	145.02	113.09	114.48	92.59	111.55	114.68	98.60	129.38	139.55	131.13	99.59	94.85	121.61	127.26	109.66	156.83
QG37_04739	93.50	99.48	63.19	62.42	76.97	80.24	81.30	87.75	105.47	75.20	73.99	77.09	69.86	85.99	80.30	109.37	115.67	133.54	116.75	92.45	87.54	97.35	104.17	88.46	92.14	116.83	88.92	100.43	73.61	23.33	56.20	85.05	101.93	100.88	92.45	83.06	92.75	95.09	68.70	96.06	113.82	100.29	73.45	76.85	89.91	98.49	77.53	108.25
QG37_04740	136.39	124.83	80.46	78.49	96.10	116.31	87.19	115.16	135.25	97.58	81.38	94.63	76.80	109.57	87.82	131.65	142.18	155.45	129.56	113.79	127.86	109.19	136.81	119.11	103.84	121.44	107.60	143.13	98.37	20.87	71.18	114.85	131.34	112.05	115.94	104.65	113.57	129.77	93.11	105.99	129.51	115.58	93.35	83.50	107.24	104.33	89.67	110.74
QG37_04741	104.93	135.07	60.41	59.18	125.10	86.75	103.71	115.03	129.97	106.81	95.08	100.52	111.18	110.63	96.31	133.54	137.97	153.26	127.02	120.72	128.33	113.98	130.28	101.79	122.07	129.98	118.06	130.25	101.13	24.86	61.83	118.81	127.29	123.89	120.47	90.04	91.37	108.14	97.74	127.19	124.30	133.24	102.94	101.48	118.50	110.48	110.46	146.46
QG37_04742	111.61	105.31	61.69	60.45	98.54	96.70	109.70	102.71	114.36	94.13	93.23	74.70	80.85	83.12	86.61	102.75	129.53	125.12	117.48	93.80	106.19	98.10	114.15	89.28	113.93	122.36	90.02	100.91	80.10	19.68	52.58	100.36	109.61	97.82	101.12	78.19	92.22	92.70	81.16	101.88	119.79	117.34	86.15	72.22	74.27	79.59	81.61	102.13
QG37_04743	116.72	97.73	54.36	56.69	71.75	93.09	98.31	101.63	93.32	96.26	77.26	84.87	84.98	96.22	80.44	96.16	122.57	134.39	117.07	94.83	89.81	97.27	95.16	75.43	91.15	123.70	76.95	98.89	95.49	23.15	63.80	93.78	106.25	94.71	96.42	70.25	82.05	75.41	74.99	102.55	136.56	113.24	74.54	91.08	98.32	110.84	96.66	121.14
QG37_04744	113.91	94.07	63.51	72.83	101.29	97.26	117.13	106.43	104.39	107.60	83.14	97.05	104.84	112.57	90.31	97.24	117.27	141.07	110.12	106.00	97.00	107.20	118.90	92.50	97.49	116.91	82.21	96.76	91.51	22.77	66.27	109.32	113.65	109.12	91.15	86.93	84.67	92.34	90.44	114.87	123.94	126.67	90.12	87.08	91.82	108.86	93.34	105.44
QG37_04745	112.50	110.46	60.03	67.03	102.80	105.08	101.71	98.87	129.83	132.49	88.27	86.20	105.81	97.22	117.65	109.70	143.22	132.68	117.21	97.66	106.01	114.09	124.67	87.66	123.30	136.84	83.49	116.99	104.89	20.00	83.88	118.04	130.18	117.44	97.40	78.85	111.46	113.14	86.62	121.87	126.96	125.85	106.87	77.12	119.56	109.86	98.56	142.68
QG37_04746	107.89	135.02	46.86	75.43	93.29	117.39	98.61	102.81	120.86	93.76	92.41	92.87	89.03	105.80	93.90	112.40	143.41	169.54	131.05	94.73	113.72	130.73	141.13	84.56	124.14	131.65	80.49	133.58	82.35	23.09	60.96	106.66	152.11	97.32	90.97	88.79	93.68	101.37	95.12	122.75	134.39	118.50	86.22	83.39	90.74	112.84	86.26	140.91
QG37_04747	128.13	121.29	70.33	71.30	110.69	111.55	108.45	123.42	124.08	108.67	95.20	97.83	103.94	103.86	97.81	112.26	142.71	145.07	127.50	118.69	110.52	127.50	133.34	101.42	118.91	139.54	105.27	131.52	97.83	32.79	78.52	124.66	139.11	121.16	113.54	97.97	110.05	98.69	82.02	123.75	139.14	124.76	91.81	87.95	111.12	112.93	102.34	141.27
QG37_04748	123.13	114.63	68.89	74.25	102.99	107.23	97.74	103.51	106.16	97.54	83.15	84.14	99.91	102.67	91.00	117.91	129.30	119.55	129.22	117.11	112.15	119.99	116.11	89.59	112.34	136.85	94.67	126.03	89.35	31.89	81.73	111.78	124.59	108.77	96.04	69.34	101.57	90.65	85.91	103.31	117.89	118.02	92.63	95.34	100.24	108.16	97.73	133.28
QG37_04749	132.74	141.41	69.17	68.08	108.10	114.42	116.32	108.20	129.19	119.53	121.62	95.70	104.25	94.25	92.37	108.74	130.08	136.43	145.23	139.68	133.01	136.42	114.42	115.80	136.86	141.59	93.75	163.57	101.14	32.26	101.22	136.62	139.98	111.18	108.07	90.70	123.32	104.20	98.08	109.43	136.97	139.46	68.17	90.13	109.40	113.08	91.28	145.96
QG37_04750	132.21	138.31	73.10	78.56	113.93	123.75	127.67	136.17	142.76	120.02	101.41	104.01	113.00	118.75	105.99	124.59	155.29	157.29	147.35	126.83	122.75	130.89	134.27	106.17	130.50	150.65	108.26	144.55	109.15	33.29	76.21	117.50	140.13	131.66	114.86	89.78	115.73	116.97	99.17	135.31	150.24	135.44	91.52	96.21	121.10	121.04	107.14	152.18
QG37_04751	109.68	109.66	71.47	59.85	99.82	108.57	108.78	109.37	123.94	105.39	76.94	85.97	87.26	95.35	91.66	117.73	120.06	119.65	136.16	101.73	105.89	103.13	112.78	88.76	113.76	130.38	96.65	111.76	102.53	25.72	69.86	103.52	114.93	109.97	105.83	81.77	90.08	110.47	78.85	112.14	125.71	121.55	95.73	76.31	112.21	94.43	90.19	142.33
QG37_04752	141.43	118.16	75.59	77.84	113.42	108.27	116.90	127.84	136.85	114.52	91.61	108.47	102.84	106.00	84.57	132.20	137.79	125.62	123.16	115.09	104.52	101.29	117.80	106.18	131.30	133.65	107.40	147.75	108.67	32.48	64.31	111.61	105.51	124.63	128.77	96.23	86.84	114.66	104.60	105.53	157.39	117.98	98.97	87.56	98.98	111.98	100.55	152.73
QG37_04753	127.09	125.75	68.37	69.46	103.88	114.55	102.05	128.94	133.54	98.17	84.29	85.59	93.04	103.02	83.41	108.83	136.37	131.05	126.34	114.70	110.32	110.55	116.69	100.27	95.37	116.10	94.04	103.41	93.13	24.85	61.82	99.75	121.98	105.86	95.10	91.54	94.30	96.03	98.49	102.64	113.97	115.42	83.84	80.35	102.11	96.09	86.14	119.33
QG37_04754	124.83	128.69	65.46	81.24	119.16	117.08	118.00	114.02	131.98	103.09	101.76	91.07	124.31	95.10	105.33	116.31	154.88	136.93	128.59	123.51	102.81	116.89	155.66	93.76	123.65	145.94	101.93	140.05	95.68	37.60	77.42	121.53	126.14	132.51	113.43	84.28	107.11	117.50	86.06	106.96	152.11	117.59	98.65	92.73	102.33	129.58	94.40	123.73
QG37_04755	141.99	121.91	55.12	67.60	104.50	106.32	107.45	118.82	130.02	82.47	87.77	80.28	129.46	93.40	97.77	109.57	164.07	149.57	127.95	116.15	107.04	115.84	140.89	89.28	126.30	134.06	107.00	130.18	95.97	26.81	67.44	123.74	130.22	129.55	109.59	90.46	108.78	101.45	89.73	122.36	128.16	115.00	92.13	88.95	97.81	116.63	95.26	111.19
QG37_04756	140.73	138.44	71.22	78.62	109.26	124.81	117.47	120.70	128.76	114.87	98.28	94.99	110.09	107.04	102.91	111.33	149.19	150.00	137.92	122.01	125.99	115.28	126.77	107.53	123.25	146.35	96.31	134.26	103.49	30.04	75.97	123.90	130.01	109.22	105.68	94.73	102.12	107.82	97.72	117.10	147.59	129.26	92.66	90.21	116.91	110.21	96.39	138.95
QG37_04757	112.10	121.19	60.75	69.16	95.68	121.29	119.04	103.70	120.92	92.40	92.47	89.34	101.59	101.90	84.39	115.61	144.83	137.64	134.02	101.21	113.32	105.70	125.86	97.26	111.14	132.61	83.97	115.24	107.48	30.46	78.22	109.59	129.66	124.69	103.34	84.33	86.00	116.33	89.17	102.60	140.81	116.11	86.03	83.49	110.20	90.32	81.20	141.85
QG37_04758	114.51	141.75	80.95	87.94	121.25	122.04	122.31	134.51	152.60	134.56	107.50	118.03	127.24	140.86	130.19	132.12	178.99	193.08	171.07	137.85	124.88	140.57	144.27	139.51	134.31	165.14	151.49	135.59	130.36	26.72	83.15	132.55	129.30	122.01	109.82	70.90	95.58	98.67	86.10	107.38	129.13	124.20	87.99	40.29	46.02	44.00	35.70	66.05
QG37_04759	84.79	102.92	65.60	43.72	85.54	92.97	96.81	80.50	109.54	91.44	73.82	71.43	75.86	78.17	78.02	90.33	101.58	95.42	114.24	77.23	96.07	91.70	105.78	76.23	94.82	99.63	71.66	98.97	70.36	9.84	52.77	95.41	91.24	105.93	87.14	71.19	83.82	92.80	70.63	92.23	127.95	107.97	67.05	77.57	97.80	94.14	84.62	101.44
QG37_04760	52.12	83.08	38.04	31.52	51.01	72.15	50.13	54.68	51.99	54.05	39.99	44.19	48.73	42.60	45.81	47.83	63.71	71.90	63.79	53.20	51.90	55.48	69.38	53.48	54.58	65.99	41.55	65.15	47.21	11.44	32.43	49.58	56.46	73.41	59.49	52.53	43.93	67.13	53.58	80.71	91.49	79.02	58.92	60.87	64.44	67.66	56.19	97.39
QG37_04761	109.03	72.64	44.14	48.83	70.34	102.34	70.44	98.74	91.94	76.58	60.99	63.82	73.86	64.95	64.77	88.28	85.56	103.20	87.30	82.47	71.65	92.42	81.27	72.96	81.37	96.69	66.85	82.12	63.23	14.10	44.59	81.55	64.89	66.55	47.24	57.90	64.02	69.22	54.85	70.00	78.44	70.66	57.60	53.85	54.81	50.47	71.93	80.59
QG37_04762	121.21	101.85	70.74	66.93	86.63	94.15	92.04	98.22	108.13	98.65	84.31	97.79	87.79	99.65	92.12	103.03	152.51	137.16	115.24	112.81	112.59	106.45	99.98	94.97	104.34	127.75	84.22	111.33	92.58	26.87	52.90	100.33	110.42	112.10	103.50	85.29	98.44	92.55	77.68	99.14	122.28	103.87	85.24	78.37	97.15	92.54	81.59	122.92
QG37_04763	146.70	121.78	83.39	78.93	126.06	124.80	142.91	133.06	132.53	129.38	97.54	113.10	123.91	120.50	123.38	118.77	154.36	168.28	122.10	141.10	133.36	127.67	130.79	113.50	137.96	172.68	118.74	156.47	111.41	38.25	74.78	117.49	140.61	106.19	120.37	101.06	109.74	112.16	93.65	133.94	141.27	147.86	99.30	81.56	114.71	106.56	110.81	141.63
QG37_04764	143.63	135.56	78.70	81.82	123.24	123.96	119.71	122.06	135.36	121.84	100.87	97.87	112.10	111.57	102.63	118.92	150.99	154.76	139.24	127.65	125.19	122.57	132.96	108.51	127.38	158.06	103.57	136.47	110.61	30.03	73.07	133.60	138.43	126.70	118.58	94.66	107.64	114.94	98.66	122.43	152.81	129.68	99.77	92.98	116.48	116.45	100.75	143.94
QG37_04765	114.34	105.59	76.07	64.97	89.03	101.63	97.98	98.68	104.81	100.15	78.54	74.29	82.75	80.11	85.31	96.56	131.00	144.86	113.40	110.71	91.89	108.56	117.73	89.23	107.82	128.21	84.80	107.96	88.68	29.48	57.38	101.45	120.20	106.29	106.01	90.64	84.41	98.59	81.98	93.66	110.56	101.86	81.20	73.09	105.83	95.48	74.26	124.03
QG37_04766	99.64	98.11	62.26	53.97	86.84	87.27	86.66	91.00	91.06	82.83	60.83	72.21	61.97	68.34	82.98	90.50	114.27	108.55	99.83	93.89	98.65	93.05	104.31	74.77	94.42	123.36	76.13	92.92	71.39	21.40	49.78	92.10	100.36	96.41	72.84	72.70	66.96	95.54	65.58	90.05	115.28	78.18	69.62	87.96	96.55	90.12	79.76	106.78
QG37_04767	87.73	77.28	64.11	38.95	68.05	77.95	75.31	84.45	69.69	72.56	58.16	64.83	56.93	71.86	62.99	76.13	100.53	91.05	80.28	77.11	80.74	75.99	84.82	69.57	76.95	91.79	71.03	68.42	62.62	26.16	46.02	79.82	99.72	69.96	71.33	62.73	73.95	85.52	61.39	86.18	91.93	72.55	66.30	52.55	65.83	55.89	51.82	107.87
QG37_04768	91.02	78.59	43.60	50.23	75.44	79.52	78.75	77.82	69.77	84.57	67.25	82.18	53.66	59.65	74.31	78.94	99.18	103.15	76.37	72.60	93.94	70.99	93.63	76.81	87.77	84.91	66.07	87.18	64.88	29.82	53.88	74.11	80.06	93.79	71.01	60.09	70.31	69.74	59.59	89.81	96.18	76.83	74.98	42.56	61.71	51.64	44.92	74.22
QG37_04769	80.95	68.22	39.69	38.72	69.37	46.12	53.17	59.62	49.87	59.14	38.98	41.42	58.34	40.40	56.22	60.30	74.45	80.45	66.67	58.71	48.58	46.71	58.01	60.17	55.65	80.29	45.76	59.30	55.84	17.44	37.03	53.77	81.10	51.43	49.03	36.94	47.01	68.84	39.80	48.79	71.10	51.95	44.57	38.50	45.69	36.69	37.95	43.66
QG37_04770	37.62	59.09	39.88	34.93	61.41	62.77	56.96	63.71	56.19	47.62	44.82	47.50	62.55	59.68	49.47	64.70	82.10	93.03	73.58	56.54	46.02	57.35	73.39	54.38	67.57	90.49	47.58	74.31	60.98	23.73	40.48	78.67	115.85	56.64	60.77	46.26	67.57	68.90	52.72	76.13	84.83	65.78	43.11	46.91	73.10	59.41	61.44	73.73
QG37_04771	108.68	110.09	65.99	65.62	92.89	86.44	98.63	104.99	124.15	95.95	80.66	90.18	95.80	87.85	81.50	82.66	120.75	125.90	97.58	73.84	94.25	93.40	123.77	91.19	105.93	101.35	85.01	116.93	76.78	29.40	77.26	126.21	120.41	98.88	105.63	81.34	97.79	92.46	84.36	107.25	106.58	91.24	70.70	78.98	93.67	92.64	83.50	135.45
QG37_04772	126.66	111.47	62.73	76.66	119.75	115.37	116.05	130.02	124.67	106.07	79.52	77.25	97.76	109.44	99.66	107.09	132.26	153.47	118.11	99.81	95.00	124.55	142.81	104.52	120.05	140.82	111.65	127.55	98.90	30.58	69.91	126.93	111.07	121.70	98.36	79.45	97.38	97.77	92.29	111.11	114.80	113.87	90.37	80.45	102.79	109.01	92.87	132.35
QG37_04773	104.18	146.00	96.92	66.48	104.65	124.22	119.08	127.29	136.46	114.49	106.56	105.44	87.29	116.81	96.73	111.33	150.50	142.25	146.88	117.37	132.62	135.12	137.39	121.32	137.86	134.58	121.30	140.88	107.12	23.29	60.81	137.79	136.20	126.10	104.22	87.75	100.10	106.90	92.69	127.79	161.02	125.37	88.08	89.15	119.97	119.38	105.65	151.01
QG37_04774	114.48	120.53	58.47	74.82	99.48	104.68	100.74	92.05	110.90	91.63	87.82	90.98	83.88	96.46	89.48	100.51	133.53	134.42	114.85	99.17	113.59	106.21	124.89	96.62	111.05	128.21	98.73	103.82	83.55	34.78	63.88	111.52	114.89	101.15	99.83	75.85	87.98	98.74	83.26	101.32	121.77	111.01	78.55	90.41	100.89	104.92	86.11	129.42
QG37_04775	120.93	135.24	76.81	73.75	101.85	118.71	110.58	120.05	128.93	106.02	88.09	89.81	101.82	106.92	110.06	115.11	133.41	153.31	133.42	124.35	124.42	121.17	130.71	99.34	127.10	136.86	97.98	123.24	97.70	30.83	76.04	118.90	138.53	129.42	116.66	92.20	112.16	118.96	93.33	117.42	137.04	125.49	106.19	86.44	109.10	117.07	102.53	132.31
QG37_04776	115.25	113.68	65.98	62.73	104.61	113.34	103.42	95.15	106.58	105.40	83.28	80.92	88.75	100.13	102.69	101.92	128.02	143.84	130.22	102.90	111.70	114.51	114.28	99.10	116.21	142.85	96.00	123.61	98.10	26.19	79.75	114.39	123.67	107.15	104.96	95.49	96.06	100.75	81.80	106.36	138.32	120.76	93.66	93.66	114.20	121.81	94.90	137.59
QG37_04777	96.01	92.74	60.46	53.02	73.95	76.11	83.40	81.75	95.32	75.26	60.41	67.30	64.84	81.61	90.58	90.50	107.09	103.08	111.83	94.17	111.69	109.32	110.36	76.01	91.51	101.99	70.92	85.51	73.93	14.56	46.62	110.18	108.05	76.50	98.77	75.95	80.30	92.15	71.41	81.71	100.71	89.34	74.53	65.28	86.79	82.81	78.13	110.69
QG37_04778	85.58	92.55	50.18	57.46	89.60	80.49	92.41	96.83	104.49	90.63	54.88	73.43	74.22	77.56	87.58	97.43	111.66	110.87	106.04	100.82	105.05	87.02	130.52	91.66	90.11	105.72	94.93	91.03	72.38	18.30	52.15	103.45	109.59	68.29	61.41	54.18	78.55	69.71	71.95	81.55	90.39	91.48	60.75	36.51	59.59	47.78	54.91	65.60
QG37_04779	90.91	93.76	51.60	62.03	92.90	95.40	97.34	107.65	101.89	96.23	61.06	65.60	82.14	81.50	95.47	109.50	112.53	119.50	125.61	109.07	117.15	100.89	126.72	94.67	90.97	114.96	109.67	98.93	79.91	21.20	55.90	114.52	105.96	84.64	76.68	55.38	80.20	81.15	78.24	82.90	91.57	96.72	66.69	37.50	59.46	47.39	53.53	75.16
QG37_04780	113.55	110.39	69.53	72.04	112.54	107.55	93.16	116.32	114.58	100.33	83.79	77.96	99.82	95.54	99.59	122.35	128.86	141.73	139.73	110.05	122.34	112.77	124.70	115.88	102.89	121.58	117.12	109.53	86.86	22.10	70.04	117.72	131.66	104.90	94.84	72.27	97.76	101.17	89.63	87.43	127.32	105.08	79.97	27.33	38.88	30.11	29.98	45.03
QG37_04781	81.86	89.26	52.32	47.71	80.69	81.76	73.93	85.43	92.90	72.25	61.74	64.66	83.14	81.83	73.47	83.40	104.76	103.31	99.52	67.97	87.34	90.54	87.83	76.60	89.75	94.13	77.10	77.05	57.29	18.64	57.52	87.69	111.20	71.53	61.64	48.49	72.73	62.74	61.25	73.61	69.04	73.88	61.09	71.72	84.40	83.69	68.84	119.10
QG37_04782	96.60	104.62	46.31	53.41	91.08	98.56	90.78	88.54	102.60	86.09	85.61	86.97	84.14	102.41	83.20	99.03	130.05	149.71	137.41	93.59	103.84	124.75	119.06	96.61	101.20	116.85	100.61	115.58	87.69	30.25	59.69	122.40	93.81	109.98	106.73	79.33	101.93	115.88	80.49	111.00	109.08	107.45	75.50	82.68	101.68	106.31	98.75	127.58
QG37_04783	114.00	136.09	78.33	74.41	120.98	108.44	110.29	106.33	121.19	123.06	93.31	102.25	97.41	111.08	100.98	113.66	140.92	178.32	137.13	107.40	128.35	124.97	138.94	119.72	142.72	154.87	103.90	143.83	127.65	35.94	78.54	124.65	113.18	118.62	121.81	115.69	108.15	119.76	99.88	117.40	151.21	140.38	102.58	88.59	110.43	103.16	110.44	147.80
QG37_04784	110.83	121.55	79.21	67.42	98.05	116.58	112.84	114.10	122.70	111.27	70.41	97.11	92.01	102.15	94.20	115.50	155.36	157.30	126.86	113.26	102.72	116.80	127.97	90.56	124.36	158.86	87.12	112.39	96.68	24.51	78.28	115.18	131.25	124.72	97.22	82.59	94.38	104.13	86.14	135.18	123.91	132.51	113.69	84.94	115.73	99.33	92.21	135.56
QG37_04785	139.70	130.24	59.79	65.62	117.90	110.67	123.05	118.16	122.09	105.88	97.93	85.03	91.50	98.62	104.15	112.88	135.07	152.59	132.99	117.40	121.58	111.15	138.04	101.83	122.89	140.98	96.85	134.08	103.44	26.07	66.45	119.84	141.12	114.16	95.22	88.54	89.83	116.13	88.28	125.63	154.45	112.30	102.61	96.74	101.57	121.07	92.03	149.42
QG37_04786	130.78	120.33	69.66	68.01	113.83	113.03	123.05	119.49	144.28	105.74	96.95	96.18	104.26	97.70	108.03	124.43	149.73	152.24	134.19	120.74	125.46	114.26	134.84	109.98	134.77	133.40	105.47	131.70	96.31	34.17	77.85	121.88	162.78	126.88	122.93	107.70	107.90	103.59	90.10	123.94	157.27	118.11	98.05	98.09	120.30	112.76	95.41	160.12
QG37_04787	118.35	122.85	70.93	71.78	92.71	106.67	109.18	123.60	109.67	102.99	86.22	93.64	93.14	99.20	87.07	104.27	134.00	136.14	131.15	105.65	98.06	133.66	133.14	102.81	118.13	140.08	90.89	131.64	105.75	25.45	66.04	112.94	132.54	101.47	112.57	85.70	97.40	119.58	79.18	98.37	129.40	112.55	85.20	87.94	100.24	118.17	100.43	151.73
QG37_04788	112.11	118.67	65.00	72.22	110.80	102.69	110.02	101.54	120.54	98.82	80.32	89.64	100.60	90.30	100.85	98.80	130.06	149.06	131.68	113.08	106.18	124.80	123.63	103.67	120.61	123.78	98.80	105.91	101.39	28.81	72.88	122.05	128.53	121.57	105.16	88.63	104.02	107.96	91.80	121.48	124.25	117.98	86.93	80.08	114.55	109.20	97.88	145.27
QG37_04789	117.12	112.43	62.52	70.34	114.04	104.99	103.57	109.65	123.06	105.40	91.27	88.82	99.26	105.65	88.83	114.80	128.41	152.24	134.73	118.93	114.48	114.92	127.80	107.49	108.19	129.47	88.13	120.08	97.33	29.44	66.49	122.23	131.70	112.86	108.01	81.49	116.83	102.76	90.96	108.56	124.33	119.94	84.53	85.57	100.36	99.43	88.30	133.58
