GENE	COVERAGE	STRAIN	GROUP
QG37_07315	1.1480	CDC_B11098	Pakistan
QG37_07315	0.9970	CDC_B11099	Pakistan
QG37_07315	1.2352	CDC_B11101	Pakistan
QG37_07315	1.1682	CDC_B11102	Pakistan
QG37_07315	1.1959	CDC_B11103	Pakistan
QG37_07315	1.0555	CDC_B11105	Pakistan
QG37_07315	1.1778	CDC_B11112	Pakistan
QG37_07315	1.1934	CDC_B11113	Pakistan
QG37_07315	1.1139	CDC_B11114	Pakistan
QG37_07315	1.1718	CDC_B11115	Pakistan
QG37_07315	1.1846	CDC_B11116	Pakistan
QG37_07315	1.0196	CDC_B11117	Pakistan
QG37_07315	1.1116	CDC_B11118	Pakistan
QG37_07315	0.9894	CDC_B11119	Pakistan
QG37_07315	1.0871	CDC_B11200	India
QG37_07315	1.1841	CDC_B11201	India
QG37_07315	1.1516	CDC_B11205	India
QG37_07315	1.1062	CDC_B11206	India
QG37_07315	1.0344	CDC_B11207	India
QG37_07315	1.2089	CDC_B11208	India
QG37_07315	1.0253	CDC_B11209	India
QG37_07315	1.1095	CDC_B11210	India
QG37_07315	1.1564	CDC_B11212	India
QG37_07315	1.1599	CDC_B11213	India
QG37_07315	1.2102	CDC_B11214	India
QG37_07315	1.1218	CDC_B11215	India
QG37_07315	1.1129	CDC_B11216	India
QG37_07315	1.1300	CDC_B11217	India
QG37_07315	1.0842	CDC_B11218	India
QG37_07315	1.1825	CDC_B11219	India
QG37_07315	1.1712	CDC_B11220	Japan
QG37_07315	1.2228	CDC_B11221	South Africa
QG37_07315	1.1508	CDC_B11222	South Africa
QG37_07315	0.9798	CDC_B11223	South Africa
QG37_07315	1.2412	CDC_B11224	South Africa
QG37_07315	1.2020	CDC_B11225	South Africa
QG37_07315	1.0737	CDC_B11226	South Africa
QG37_07315	1.1406	CDC_B11227	South Africa
QG37_07315	1.1220	CDC_B11228	South Africa
QG37_07315	1.2074	CDC_B11229	South Africa
QG37_07315	1.1484	CDC_B11230	South Africa
QG37_07315	1.1187	CDC_B11243	Venezuela
QG37_07315	1.1400	CDC_B11244	Venezuela
QG37_07315	1.1317	CDC_B11245	Venezuela
QG37_07315	1.0747	CDC_B11246	Venezuela
QG37_07315	1.2082	CDC_B11247	Venezuela
QG37_07316	1.1931	CDC_B11096	Pakistan
QG37_07316	1.1371	CDC_B11097	Pakistan
QG37_07316	1.2205	CDC_B11098	Pakistan
QG37_07316	1.0155	CDC_B11099	Pakistan
QG37_07316	1.0643	CDC_B11101	Pakistan
QG37_07316	0.9532	CDC_B11102	Pakistan
QG37_07316	1.0003	CDC_B11103	Pakistan
QG37_07316	1.0777	CDC_B11105	Pakistan
QG37_07316	1.0169	CDC_B11112	Pakistan
QG37_07316	1.2461	CDC_B11113	Pakistan
QG37_07316	1.0632	CDC_B11114	Pakistan
QG37_07316	1.2572	CDC_B11115	Pakistan
QG37_07316	1.1075	CDC_B11116	Pakistan
QG37_07316	1.0046	CDC_B11117	Pakistan
QG37_07316	0.8933	CDC_B11118	Pakistan
QG37_07316	0.9956	CDC_B11119	Pakistan
QG37_07316	1.0331	CDC_B11200	India
QG37_07316	0.9865	CDC_B11201	India
QG37_07316	0.9731	CDC_B11205	India
QG37_07316	1.0686	CDC_B11206	India
QG37_07316	0.9844	CDC_B11207	India
QG37_07316	0.9759	CDC_B11208	India
QG37_07316	1.1208	CDC_B11209	India
QG37_07316	1.1497	CDC_B11210	India
QG37_07316	1.1602	CDC_B11212	India
QG37_07316	1.0853	CDC_B11213	India
QG37_07316	1.0349	CDC_B11214	India
QG37_07316	1.1407	CDC_B11215	India
QG37_07316	1.0563	CDC_B11216	India
QG37_07316	1.0900	CDC_B11217	India
QG37_07316	1.2752	CDC_B11218	India
QG37_07316	1.0657	CDC_B11219	India
QG37_07316	1.0882	CDC_B11220	Japan
QG37_07316	1.1001	CDC_B11221	South Africa
QG37_07316	1.0536	CDC_B11222	South Africa
QG37_07316	0.8801	CDC_B11223	South Africa
QG37_07316	1.0777	CDC_B11224	South Africa
QG37_07316	1.0804	CDC_B11225	South Africa
QG37_07316	0.9813	CDC_B11226	South Africa
QG37_07316	1.0171	CDC_B11227	South Africa
QG37_07316	1.0843	CDC_B11228	South Africa
QG37_07316	1.0859	CDC_B11229	South Africa
QG37_07316	1.0401	CDC_B11230	South Africa
QG37_07316	1.0383	CDC_B11243	Venezuela
QG37_07316	1.0845	CDC_B11244	Venezuela
QG37_07316	1.1848	CDC_B11245	Venezuela
QG37_07316	1.0669	CDC_B11246	Venezuela
QG37_07316	1.1421	CDC_B11247	Venezuela
QG37_07317	1.0315	CDC_B11096	Pakistan
QG37_07317	1.0841	CDC_B11097	Pakistan
QG37_07317	1.0862	CDC_B11098	Pakistan
QG37_07317	1.0511	CDC_B11099	Pakistan
QG37_07317	0.9750	CDC_B11101	Pakistan
QG37_07317	1.0063	CDC_B11102	Pakistan
QG37_07317	1.0187	CDC_B11103	Pakistan
QG37_07317	0.9889	CDC_B11105	Pakistan
QG37_07317	0.9625	CDC_B11112	Pakistan
QG37_07317	0.9418	CDC_B11113	Pakistan
QG37_07317	1.0305	CDC_B11114	Pakistan
QG37_07317	0.9619	CDC_B11115	Pakistan
QG37_07317	1.0749	CDC_B11116	Pakistan
QG37_07317	0.9754	CDC_B11117	Pakistan
QG37_07317	1.0061	CDC_B11118	Pakistan
QG37_07317	1.0945	CDC_B11119	Pakistan
QG37_07317	0.9424	CDC_B11200	India
QG37_07317	0.9843	CDC_B11201	India
QG37_07317	0.9460	CDC_B11205	India
QG37_07317	1.0648	CDC_B11206	India
QG37_07317	1.0057	CDC_B11207	India
QG37_07317	1.0064	CDC_B11208	India
QG37_07317	0.9344	CDC_B11209	India
QG37_07317	1.0019	CDC_B11210	India
QG37_07317	1.0051	CDC_B11212	India
QG37_07317	0.9996	CDC_B11213	India
QG37_07317	0.9757	CDC_B11214	India
QG37_07317	1.0438	CDC_B11215	India
QG37_07317	0.9758	CDC_B11216	India
QG37_07317	0.9533	CDC_B11217	India
QG37_07317	0.8765	CDC_B11218	India
QG37_07317	0.9686	CDC_B11219	India
QG37_07317	1.1274	CDC_B11220	Japan
QG37_07317	0.9656	CDC_B11221	South Africa
QG37_07317	0.9593	CDC_B11222	South Africa
QG37_07317	1.0463	CDC_B11223	South Africa
QG37_07317	1.0081	CDC_B11224	South Africa
QG37_07317	0.9875	CDC_B11225	South Africa
QG37_07317	1.0778	CDC_B11226	South Africa
QG37_07317	0.9631	CDC_B11227	South Africa
QG37_07317	1.0426	CDC_B11228	South Africa
QG37_07317	0.9532	CDC_B11229	South Africa
QG37_07317	0.9396	CDC_B11230	South Africa
QG37_07317	1.0056	CDC_B11243	Venezuela
QG37_07317	1.0916	CDC_B11244	Venezuela
QG37_07317	1.0251	CDC_B11245	Venezuela
QG37_07317	0.9649	CDC_B11246	Venezuela
QG37_07317	1.0701	CDC_B11247	Venezuela
QG37_07318	1.1092	CDC_B11096	Pakistan
QG37_07318	0.9990	CDC_B11097	Pakistan
QG37_07318	0.9847	CDC_B11098	Pakistan
QG37_07318	0.8177	CDC_B11099	Pakistan
QG37_07318	0.9580	CDC_B11101	Pakistan
QG37_07318	0.8986	CDC_B11102	Pakistan
QG37_07318	0.9648	CDC_B11103	Pakistan
QG37_07318	0.9119	CDC_B11105	Pakistan
QG37_07318	0.9285	CDC_B11112	Pakistan
QG37_07318	0.8658	CDC_B11113	Pakistan
QG37_07318	0.8688	CDC_B11114	Pakistan
QG37_07318	0.8493	CDC_B11115	Pakistan
QG37_07318	0.9476	CDC_B11116	Pakistan
QG37_07318	0.8251	CDC_B11117	Pakistan
QG37_07318	0.9158	CDC_B11118	Pakistan
QG37_07318	0.8549	CDC_B11119	Pakistan
QG37_07318	0.8294	CDC_B11200	India
QG37_07318	0.8732	CDC_B11201	India
QG37_07318	0.9359	CDC_B11205	India
QG37_07318	0.8837	CDC_B11206	India
QG37_07318	0.8101	CDC_B11207	India
QG37_07318	0.9823	CDC_B11208	India
QG37_07318	0.9332	CDC_B11209	India
QG37_07318	0.8891	CDC_B11210	India
QG37_07318	0.8851	CDC_B11212	India
QG37_07318	0.9120	CDC_B11213	India
QG37_07318	0.9501	CDC_B11214	India
QG37_07318	0.8564	CDC_B11215	India
QG37_07318	1.0439	CDC_B11216	India
QG37_07318	0.7733	CDC_B11217	India
QG37_07318	0.8879	CDC_B11218	India
QG37_07318	0.9314	CDC_B11219	India
QG37_07318	1.0511	CDC_B11220	Japan
QG37_07318	0.8034	CDC_B11221	South Africa
QG37_07318	0.9100	CDC_B11222	South Africa
QG37_07318	0.9185	CDC_B11223	South Africa
QG37_07318	0.9344	CDC_B11224	South Africa
QG37_07318	0.8967	CDC_B11225	South Africa
QG37_07318	0.8667	CDC_B11226	South Africa
QG37_07318	0.8986	CDC_B11227	South Africa
QG37_07318	0.8916	CDC_B11228	South Africa
QG37_07318	0.8187	CDC_B11229	South Africa
QG37_07318	0.8288	CDC_B11230	South Africa
QG37_07318	0.8001	CDC_B11243	Venezuela
QG37_07318	0.9722	CDC_B11244	Venezuela
QG37_07318	0.8863	CDC_B11245	Venezuela
QG37_07318	0.9754	CDC_B11246	Venezuela
QG37_07318	0.9142	CDC_B11247	Venezuela
QG37_07319	0.1819	CDC_B11096	Pakistan
QG37_07319	0.5495	CDC_B11097	Pakistan
QG37_07319	0.5783	CDC_B11098	Pakistan
QG37_07319	0.3953	CDC_B11099	Pakistan
QG37_07319	0.4656	CDC_B11101	Pakistan
QG37_07319	0.5596	CDC_B11102	Pakistan
QG37_07319	0.5726	CDC_B11103	Pakistan
QG37_07319	0.5707	CDC_B11105	Pakistan
QG37_07319	0.5558	CDC_B11112	Pakistan
QG37_07319	0.5439	CDC_B11113	Pakistan
QG37_07319	0.6331	CDC_B11114	Pakistan
QG37_07319	0.5857	CDC_B11115	Pakistan
QG37_07319	0.5589	CDC_B11116	Pakistan
QG37_07319	0.4599	CDC_B11117	Pakistan
QG37_07319	0.5077	CDC_B11118	Pakistan
QG37_07319	0.5288	CDC_B11119	Pakistan
QG37_07319	0.5837	CDC_B11200	India
QG37_07319	0.4367	CDC_B11201	India
QG37_07319	0.5483	CDC_B11205	India
QG37_07319	0.5215	CDC_B11206	India
QG37_07319	0.5094	CDC_B11207	India
QG37_07319	0.5331	CDC_B11208	India
QG37_07319	0.5297	CDC_B11209	India
QG37_07319	0.4941	CDC_B11210	India
QG37_07319	0.4760	CDC_B11212	India
QG37_07319	0.6206	CDC_B11213	India
QG37_07319	0.4980	CDC_B11214	India
QG37_07319	0.5186	CDC_B11215	India
QG37_07319	0.4843	CDC_B11216	India
QG37_07319	0.4795	CDC_B11217	India
QG37_07319	0.4656	CDC_B11218	India
QG37_07319	0.5407	CDC_B11219	India
QG37_07319	0.8411	CDC_B11220	Japan
QG37_07319	0.5148	CDC_B11221	South Africa
QG37_07319	0.5794	CDC_B11222	South Africa
QG37_07319	0.5169	CDC_B11223	South Africa
QG37_07319	0.5505	CDC_B11224	South Africa
QG37_07319	0.5597	CDC_B11225	South Africa
QG37_07319	0.4598	CDC_B11226	South Africa
QG37_07319	0.6308	CDC_B11227	South Africa
QG37_07319	0.5064	CDC_B11228	South Africa
QG37_07319	0.5757	CDC_B11229	South Africa
QG37_07319	0.4923	CDC_B11230	South Africa
QG37_07319	0.5928	CDC_B11243	Venezuela
QG37_07319	0.6513	CDC_B11244	Venezuela
QG37_07319	0.4746	CDC_B11245	Venezuela
QG37_07319	0.5950	CDC_B11246	Venezuela
QG37_07319	0.5702	CDC_B11247	Venezuela
QG37_07320	0.7314	CDC_B11096	Pakistan
QG37_07320	0.9272	CDC_B11097	Pakistan
QG37_07320	0.8326	CDC_B11098	Pakistan
QG37_07320	0.8446	CDC_B11099	Pakistan
QG37_07320	0.8014	CDC_B11101	Pakistan
QG37_07320	0.9996	CDC_B11102	Pakistan
QG37_07320	0.7772	CDC_B11103	Pakistan
QG37_07320	0.8924	CDC_B11105	Pakistan
QG37_07320	0.8204	CDC_B11112	Pakistan
QG37_07320	0.8408	CDC_B11113	Pakistan
QG37_07320	0.8403	CDC_B11114	Pakistan
QG37_07320	0.8563	CDC_B11115	Pakistan
QG37_07320	0.7639	CDC_B11116	Pakistan
QG37_07320	0.9160	CDC_B11117	Pakistan
QG37_07320	0.8317	CDC_B11118	Pakistan
QG37_07320	0.8345	CDC_B11119	Pakistan
QG37_07320	0.7380	CDC_B11200	India
QG37_07320	0.7297	CDC_B11201	India
QG37_07320	0.7996	CDC_B11205	India
QG37_07320	0.8035	CDC_B11206	India
QG37_07320	0.6427	CDC_B11207	India
QG37_07320	0.8379	CDC_B11208	India
QG37_07320	0.7858	CDC_B11209	India
QG37_07320	0.9104	CDC_B11210	India
QG37_07320	0.8616	CDC_B11212	India
QG37_07320	0.7819	CDC_B11213	India
QG37_07320	0.9496	CDC_B11214	India
QG37_07320	0.8204	CDC_B11215	India
QG37_07320	0.7427	CDC_B11216	India
QG37_07320	0.7481	CDC_B11217	India
QG37_07320	0.7712	CDC_B11218	India
QG37_07320	0.6916	CDC_B11219	India
QG37_07320	1.1027	CDC_B11220	Japan
QG37_07320	0.8900	CDC_B11221	South Africa
QG37_07320	0.9637	CDC_B11222	South Africa
QG37_07320	0.8418	CDC_B11223	South Africa
QG37_07320	0.9215	CDC_B11224	South Africa
QG37_07320	0.9814	CDC_B11225	South Africa
QG37_07320	0.6686	CDC_B11226	South Africa
QG37_07320	0.8536	CDC_B11227	South Africa
QG37_07320	0.7568	CDC_B11228	South Africa
QG37_07320	0.7076	CDC_B11229	South Africa
QG37_07320	0.6591	CDC_B11230	South Africa
QG37_07320	0.7089	CDC_B11243	Venezuela
QG37_07320	0.6217	CDC_B11244	Venezuela
QG37_07320	0.8726	CDC_B11245	Venezuela
QG37_07320	0.6893	CDC_B11246	Venezuela
QG37_07320	0.7204	CDC_B11247	Venezuela
QG37_07321	1.1147	CDC_B11096	Pakistan
QG37_07321	1.0225	CDC_B11097	Pakistan
QG37_07321	1.0452	CDC_B11098	Pakistan
QG37_07321	1.0110	CDC_B11099	Pakistan
QG37_07321	1.0046	CDC_B11101	Pakistan
QG37_07321	0.9787	CDC_B11102	Pakistan
QG37_07321	1.0151	CDC_B11103	Pakistan
QG37_07321	1.0079	CDC_B11105	Pakistan
QG37_07321	1.0485	CDC_B11112	Pakistan
QG37_07321	1.0355	CDC_B11113	Pakistan
QG37_07321	1.0512	CDC_B11114	Pakistan
QG37_07321	1.0693	CDC_B11115	Pakistan
QG37_07321	1.0438	CDC_B11116	Pakistan
QG37_07321	0.9393	CDC_B11117	Pakistan
QG37_07321	1.0405	CDC_B11118	Pakistan
QG37_07321	0.9930	CDC_B11119	Pakistan
QG37_07321	0.9787	CDC_B11200	India
QG37_07321	1.0151	CDC_B11201	India
QG37_07321	1.0054	CDC_B11205	India
QG37_07321	1.0263	CDC_B11206	India
QG37_07321	0.9704	CDC_B11207	India
QG37_07321	0.9781	CDC_B11208	India
QG37_07321	1.0363	CDC_B11209	India
QG37_07321	0.9764	CDC_B11210	India
QG37_07321	1.0052	CDC_B11212	India
QG37_07321	0.9988	CDC_B11213	India
QG37_07321	0.9452	CDC_B11214	India
QG37_07321	1.0089	CDC_B11215	India
QG37_07321	1.0034	CDC_B11216	India
QG37_07321	0.8878	CDC_B11217	India
QG37_07321	1.0266	CDC_B11218	India
QG37_07321	1.0425	CDC_B11219	India
QG37_07321	1.0389	CDC_B11220	Japan
QG37_07321	0.9983	CDC_B11221	South Africa
QG37_07321	0.9276	CDC_B11222	South Africa
QG37_07321	1.0800	CDC_B11223	South Africa
QG37_07321	0.9686	CDC_B11224	South Africa
QG37_07321	1.0086	CDC_B11225	South Africa
QG37_07321	1.1439	CDC_B11226	South Africa
QG37_07321	1.0071	CDC_B11227	South Africa
QG37_07321	0.9952	CDC_B11228	South Africa
QG37_07321	0.9746	CDC_B11229	South Africa
QG37_07321	1.1038	CDC_B11230	South Africa
QG37_07321	1.0227	CDC_B11243	Venezuela
QG37_07321	0.9626	CDC_B11244	Venezuela
QG37_07321	1.0382	CDC_B11245	Venezuela
QG37_07321	0.9783	CDC_B11246	Venezuela
QG37_07321	0.9962	CDC_B11247	Venezuela
QG37_07322	1.1528	CDC_B11096	Pakistan
QG37_07322	1.0912	CDC_B11097	Pakistan
QG37_07322	1.1058	CDC_B11098	Pakistan
QG37_07322	1.0059	CDC_B11099	Pakistan
QG37_07322	1.0800	CDC_B11101	Pakistan
QG37_07322	1.1201	CDC_B11102	Pakistan
QG37_07322	1.0006	CDC_B11103	Pakistan
QG37_07322	1.1485	CDC_B11105	Pakistan
QG37_07322	1.0979	CDC_B11112	Pakistan
QG37_07322	1.0871	CDC_B11113	Pakistan
QG37_07322	1.0691	CDC_B11114	Pakistan
QG37_07322	1.3020	CDC_B11115	Pakistan
QG37_07322	1.0670	CDC_B11116	Pakistan
QG37_07322	1.1007	CDC_B11117	Pakistan
QG37_07322	1.0447	CDC_B11118	Pakistan
QG37_07322	1.0657	CDC_B11119	Pakistan
QG37_07322	1.0463	CDC_B11200	India
QG37_07322	1.0278	CDC_B11201	India
QG37_07322	1.0773	CDC_B11205	India
QG37_07322	1.2271	CDC_B11206	India
QG37_07322	1.1468	CDC_B11207	India
QG37_07322	1.0289	CDC_B11208	India
QG37_07322	1.0672	CDC_B11209	India
QG37_07322	1.1120	CDC_B11210	India
QG37_07322	1.0961	CDC_B11212	India
QG37_07322	1.1555	CDC_B11213	India
QG37_07322	1.1024	CDC_B11214	India
QG37_07322	1.1019	CDC_B11215	India
QG37_07322	1.1732	CDC_B11216	India
QG37_07322	0.8354	CDC_B11217	India
QG37_07322	1.0696	CDC_B11218	India
QG37_07322	1.0282	CDC_B11219	India
QG37_07322	1.1205	CDC_B11220	Japan
QG37_07322	0.9689	CDC_B11221	South Africa
QG37_07322	1.0553	CDC_B11222	South Africa
QG37_07322	1.1209	CDC_B11223	South Africa
QG37_07322	1.0542	CDC_B11224	South Africa
QG37_07322	0.9812	CDC_B11225	South Africa
QG37_07322	1.0162	CDC_B11226	South Africa
QG37_07322	1.0851	CDC_B11227	South Africa
QG37_07322	1.0985	CDC_B11228	South Africa
QG37_07322	1.1063	CDC_B11229	South Africa
QG37_07322	0.9539	CDC_B11230	South Africa
QG37_07322	1.0425	CDC_B11243	Venezuela
QG37_07322	1.0269	CDC_B11244	Venezuela
QG37_07322	1.1073	CDC_B11245	Venezuela
QG37_07322	1.0404	CDC_B11246	Venezuela
QG37_07322	1.0441	CDC_B11247	Venezuela
QG37_07323	0.9358	CDC_B11096	Pakistan
QG37_07323	0.9790	CDC_B11097	Pakistan
QG37_07323	0.9544	CDC_B11098	Pakistan
QG37_07323	0.8243	CDC_B11099	Pakistan
QG37_07323	0.8990	CDC_B11101	Pakistan
QG37_07323	1.0426	CDC_B11102	Pakistan
QG37_07323	1.0221	CDC_B11103	Pakistan
QG37_07323	0.8998	CDC_B11105	Pakistan
QG37_07323	0.9831	CDC_B11112	Pakistan
QG37_07323	1.0216	CDC_B11113	Pakistan
QG37_07323	1.0128	CDC_B11114	Pakistan
QG37_07323	0.9093	CDC_B11115	Pakistan
QG37_07323	0.9178	CDC_B11116	Pakistan
QG37_07323	0.8862	CDC_B11117	Pakistan
QG37_07323	0.8479	CDC_B11118	Pakistan
QG37_07323	0.9547	CDC_B11119	Pakistan
QG37_07323	0.9419	CDC_B11200	India
QG37_07323	0.7831	CDC_B11201	India
QG37_07323	0.8730	CDC_B11205	India
QG37_07323	0.9386	CDC_B11206	India
QG37_07323	0.9239	CDC_B11207	India
QG37_07323	1.0611	CDC_B11208	India
QG37_07323	0.9538	CDC_B11209	India
QG37_07323	0.8843	CDC_B11210	India
QG37_07323	0.9781	CDC_B11212	India
QG37_07323	0.9786	CDC_B11213	India
QG37_07323	1.0714	CDC_B11214	India
QG37_07323	0.9272	CDC_B11215	India
QG37_07323	0.9812	CDC_B11216	India
QG37_07323	1.0406	CDC_B11217	India
QG37_07323	1.1668	CDC_B11218	India
QG37_07323	0.9841	CDC_B11219	India
QG37_07323	0.9619	CDC_B11220	Japan
QG37_07323	1.0172	CDC_B11221	South Africa
QG37_07323	0.8226	CDC_B11222	South Africa
QG37_07323	0.8117	CDC_B11223	South Africa
QG37_07323	0.8983	CDC_B11224	South Africa
QG37_07323	0.8180	CDC_B11225	South Africa
QG37_07323	1.0492	CDC_B11226	South Africa
QG37_07323	0.8254	CDC_B11227	South Africa
QG37_07323	0.7845	CDC_B11228	South Africa
QG37_07323	0.9703	CDC_B11229	South Africa
QG37_07323	0.9425	CDC_B11230	South Africa
QG37_07323	0.7443	CDC_B11243	Venezuela
QG37_07323	0.9337	CDC_B11244	Venezuela
QG37_07323	1.0368	CDC_B11245	Venezuela
QG37_07323	0.9636	CDC_B11246	Venezuela
QG37_07323	0.6932	CDC_B11247	Venezuela
QG37_07324	0.9561	CDC_B11096	Pakistan
QG37_07324	0.5676	CDC_B11097	Pakistan
QG37_07324	0.5266	CDC_B11098	Pakistan
QG37_07324	0.3854	CDC_B11099	Pakistan
QG37_07324	0.5574	CDC_B11101	Pakistan
QG37_07324	0.6306	CDC_B11102	Pakistan
QG37_07324	0.4998	CDC_B11103	Pakistan
QG37_07324	0.6467	CDC_B11105	Pakistan
QG37_07324	0.6220	CDC_B11112	Pakistan
QG37_07324	0.6130	CDC_B11113	Pakistan
QG37_07324	0.5783	CDC_B11114	Pakistan
QG37_07324	0.6243	CDC_B11115	Pakistan
QG37_07324	0.5101	CDC_B11116	Pakistan
QG37_07324	0.4907	CDC_B11117	Pakistan
QG37_07324	0.5287	CDC_B11118	Pakistan
QG37_07324	0.6437	CDC_B11119	Pakistan
QG37_07324	0.5107	CDC_B11200	India
QG37_07324	0.5293	CDC_B11201	India
QG37_07324	0.5308	CDC_B11205	India
QG37_07324	0.5892	CDC_B11206	India
QG37_07324	0.5187	CDC_B11207	India
QG37_07324	0.6167	CDC_B11208	India
QG37_07324	0.5205	CDC_B11209	India
QG37_07324	0.5134	CDC_B11210	India
QG37_07324	0.6935	CDC_B11212	India
QG37_07324	0.5355	CDC_B11213	India
QG37_07324	0.6198	CDC_B11214	India
QG37_07324	0.6552	CDC_B11215	India
QG37_07324	0.5443	CDC_B11216	India
QG37_07324	0.5214	CDC_B11217	India
QG37_07324	0.4901	CDC_B11218	India
QG37_07324	0.5289	CDC_B11219	India
QG37_07324	0.5749	CDC_B11220	Japan
QG37_07324	0.7415	CDC_B11221	South Africa
QG37_07324	0.6034	CDC_B11222	South Africa
QG37_07324	0.5858	CDC_B11223	South Africa
QG37_07324	0.6346	CDC_B11224	South Africa
QG37_07324	0.6569	CDC_B11225	South Africa
QG37_07324	0.5197	CDC_B11226	South Africa
QG37_07324	0.6150	CDC_B11227	South Africa
QG37_07324	0.5954	CDC_B11228	South Africa
QG37_07324	0.7200	CDC_B11229	South Africa
QG37_07324	0.7775	CDC_B11230	South Africa
