GENE	COVERAGE	STRAIN	GROUP
QG37_04729	0.9140	CDC_B11224	South Africa
QG37_04729	0.9396	CDC_B11225	South Africa
QG37_04729	1.0067	CDC_B11226	South Africa
QG37_04729	0.8964	CDC_B11227	South Africa
QG37_04729	0.9690	CDC_B11228	South Africa
QG37_04729	0.9410	CDC_B11229	South Africa
QG37_04729	0.7769	CDC_B11230	South Africa
QG37_04729	1.0420	CDC_B11243	Venezuela
QG37_04729	0.9708	CDC_B11244	Venezuela
QG37_04729	0.9289	CDC_B11245	Venezuela
QG37_04729	0.8832	CDC_B11246	Venezuela
QG37_04729	0.8569	CDC_B11247	Venezuela
QG37_04730	0.9866	CDC_B11096	Pakistan
QG37_04730	0.8460	CDC_B11097	Pakistan
QG37_04730	0.9118	CDC_B11098	Pakistan
QG37_04730	0.8844	CDC_B11099	Pakistan
QG37_04730	0.8764	CDC_B11101	Pakistan
QG37_04730	0.8880	CDC_B11102	Pakistan
QG37_04730	0.9710	CDC_B11103	Pakistan
QG37_04730	1.0603	CDC_B11105	Pakistan
QG37_04730	0.8535	CDC_B11112	Pakistan
QG37_04730	0.9538	CDC_B11113	Pakistan
QG37_04730	0.9894	CDC_B11114	Pakistan
QG37_04730	0.7757	CDC_B11115	Pakistan
QG37_04730	0.7896	CDC_B11116	Pakistan
QG37_04730	0.9066	CDC_B11117	Pakistan
QG37_04730	0.8499	CDC_B11118	Pakistan
QG37_04730	0.9881	CDC_B11119	Pakistan
QG37_04730	0.9318	CDC_B11200	India
QG37_04730	0.9374	CDC_B11201	India
QG37_04730	1.0122	CDC_B11205	India
QG37_04730	0.9175	CDC_B11206	India
QG37_04730	1.0109	CDC_B11207	India
QG37_04730	0.8855	CDC_B11208	India
QG37_04730	0.9519	CDC_B11209	India
QG37_04730	0.9220	CDC_B11210	India
QG37_04730	0.8548	CDC_B11212	India
QG37_04730	0.9585	CDC_B11213	India
QG37_04730	1.0146	CDC_B11214	India
QG37_04730	1.0515	CDC_B11215	India
QG37_04730	0.8120	CDC_B11216	India
QG37_04730	0.6672	CDC_B11217	India
QG37_04730	0.9287	CDC_B11218	India
QG37_04730	0.8792	CDC_B11219	India
QG37_04730	0.9671	CDC_B11220	Japan
QG37_04730	1.1013	CDC_B11221	South Africa
QG37_04730	0.9362	CDC_B11222	South Africa
QG37_04730	0.9767	CDC_B11223	South Africa
QG37_04730	0.8700	CDC_B11224	South Africa
QG37_04730	0.8713	CDC_B11225	South Africa
QG37_04730	0.8762	CDC_B11226	South Africa
QG37_04730	1.0037	CDC_B11227	South Africa
QG37_04730	0.9645	CDC_B11228	South Africa
QG37_04730	0.9386	CDC_B11229	South Africa
QG37_04730	0.8463	CDC_B11230	South Africa
QG37_04730	1.0344	CDC_B11243	Venezuela
QG37_04730	1.0412	CDC_B11244	Venezuela
QG37_04730	1.0277	CDC_B11245	Venezuela
QG37_04730	0.9685	CDC_B11246	Venezuela
QG37_04730	0.9397	CDC_B11247	Venezuela
QG37_04731	0.9131	CDC_B11096	Pakistan
QG37_04731	0.7773	CDC_B11097	Pakistan
QG37_04731	0.9293	CDC_B11098	Pakistan
QG37_04731	0.9045	CDC_B11099	Pakistan
QG37_04731	0.8200	CDC_B11101	Pakistan
QG37_04731	0.7894	CDC_B11102	Pakistan
QG37_04731	0.9564	CDC_B11103	Pakistan
QG37_04731	0.9236	CDC_B11105	Pakistan
QG37_04731	0.8410	CDC_B11112	Pakistan
QG37_04731	0.8645	CDC_B11113	Pakistan
QG37_04731	0.9526	CDC_B11114	Pakistan
QG37_04731	0.8008	CDC_B11115	Pakistan
QG37_04731	0.8129	CDC_B11116	Pakistan
QG37_04731	0.9057	CDC_B11117	Pakistan
QG37_04731	0.8454	CDC_B11118	Pakistan
QG37_04731	0.9400	CDC_B11119	Pakistan
QG37_04731	0.8347	CDC_B11200	India
QG37_04731	0.8773	CDC_B11201	India
QG37_04731	0.8955	CDC_B11205	India
QG37_04731	0.8635	CDC_B11206	India
QG37_04731	0.9675	CDC_B11207	India
QG37_04731	0.8889	CDC_B11208	India
QG37_04731	0.9251	CDC_B11209	India
QG37_04731	0.9168	CDC_B11210	India
QG37_04731	0.8616	CDC_B11212	India
QG37_04731	0.8538	CDC_B11213	India
QG37_04731	0.8801	CDC_B11214	India
QG37_04731	0.7877	CDC_B11215	India
QG37_04731	0.8121	CDC_B11216	India
QG37_04731	0.8206	CDC_B11217	India
QG37_04731	0.6932	CDC_B11218	India
QG37_04731	0.8598	CDC_B11219	India
QG37_04731	0.8666	CDC_B11220	Japan
QG37_04731	0.9273	CDC_B11221	South Africa
QG37_04731	0.8054	CDC_B11222	South Africa
QG37_04731	0.9367	CDC_B11223	South Africa
QG37_04731	0.8545	CDC_B11224	South Africa
QG37_04731	0.9371	CDC_B11225	South Africa
QG37_04731	0.8459	CDC_B11226	South Africa
QG37_04731	0.9257	CDC_B11227	South Africa
QG37_04731	0.9442	CDC_B11228	South Africa
QG37_04731	0.8949	CDC_B11229	South Africa
QG37_04731	0.8167	CDC_B11230	South Africa
QG37_04731	0.8660	CDC_B11243	Venezuela
QG37_04731	0.9059	CDC_B11244	Venezuela
QG37_04731	0.8606	CDC_B11245	Venezuela
QG37_04731	0.8681	CDC_B11246	Venezuela
QG37_04731	0.8122	CDC_B11247	Venezuela
QG37_04732	0.9991	CDC_B11096	Pakistan
QG37_04732	0.9508	CDC_B11097	Pakistan
QG37_04732	1.1215	CDC_B11098	Pakistan
QG37_04732	1.0151	CDC_B11099	Pakistan
QG37_04732	0.9572	CDC_B11101	Pakistan
QG37_04732	1.0000	CDC_B11102	Pakistan
QG37_04732	0.9902	CDC_B11103	Pakistan
QG37_04732	1.0207	CDC_B11105	Pakistan
QG37_04732	1.0168	CDC_B11112	Pakistan
QG37_04732	0.9564	CDC_B11113	Pakistan
QG37_04732	1.0328	CDC_B11114	Pakistan
QG37_04732	0.9029	CDC_B11115	Pakistan
QG37_04732	0.9577	CDC_B11116	Pakistan
QG37_04732	0.9473	CDC_B11117	Pakistan
QG37_04732	0.8898	CDC_B11118	Pakistan
QG37_04732	0.9430	CDC_B11119	Pakistan
QG37_04732	0.9705	CDC_B11200	India
QG37_04732	1.0105	CDC_B11201	India
QG37_04732	0.9579	CDC_B11205	India
QG37_04732	1.0047	CDC_B11206	India
QG37_04732	0.9932	CDC_B11207	India
QG37_04732	0.9221	CDC_B11208	India
QG37_04732	1.0182	CDC_B11209	India
QG37_04732	0.9573	CDC_B11210	India
QG37_04732	1.0181	CDC_B11212	India
QG37_04732	0.9347	CDC_B11213	India
QG37_04732	1.0091	CDC_B11214	India
QG37_04732	0.9468	CDC_B11215	India
QG37_04732	0.9673	CDC_B11216	India
QG37_04732	0.8957	CDC_B11217	India
QG37_04732	0.9578	CDC_B11218	India
QG37_04732	0.9974	CDC_B11219	India
QG37_04732	0.9856	CDC_B11220	Japan
QG37_04732	0.9784	CDC_B11221	South Africa
QG37_04732	0.9269	CDC_B11222	South Africa
QG37_04732	0.9430	CDC_B11223	South Africa
QG37_04732	0.9463	CDC_B11224	South Africa
QG37_04732	0.9217	CDC_B11225	South Africa
QG37_04732	1.0212	CDC_B11226	South Africa
QG37_04732	1.0863	CDC_B11227	South Africa
QG37_04732	1.0153	CDC_B11228	South Africa
QG37_04732	1.0348	CDC_B11229	South Africa
QG37_04732	0.9498	CDC_B11230	South Africa
QG37_04732	0.8725	CDC_B11243	Venezuela
QG37_04732	0.8976	CDC_B11244	Venezuela
QG37_04732	0.8306	CDC_B11245	Venezuela
QG37_04732	0.9022	CDC_B11246	Venezuela
QG37_04732	0.9455	CDC_B11247	Venezuela
QG37_04733	0.8337	CDC_B11096	Pakistan
QG37_04733	0.9430	CDC_B11097	Pakistan
QG37_04733	0.7617	CDC_B11098	Pakistan
QG37_04733	0.8355	CDC_B11099	Pakistan
QG37_04733	0.7863	CDC_B11101	Pakistan
QG37_04733	0.8626	CDC_B11102	Pakistan
QG37_04733	0.6955	CDC_B11103	Pakistan
QG37_04733	0.8672	CDC_B11105	Pakistan
QG37_04733	0.7932	CDC_B11112	Pakistan
QG37_04733	0.8957	CDC_B11113	Pakistan
QG37_04733	0.7387	CDC_B11114	Pakistan
QG37_04733	0.9280	CDC_B11115	Pakistan
QG37_04733	0.8379	CDC_B11116	Pakistan
QG37_04733	0.7334	CDC_B11117	Pakistan
QG37_04733	0.8437	CDC_B11118	Pakistan
QG37_04733	0.8421	CDC_B11119	Pakistan
QG37_04733	0.8703	CDC_B11200	India
QG37_04733	0.7355	CDC_B11201	India
QG37_04733	0.9466	CDC_B11205	India
QG37_04733	0.8282	CDC_B11206	India
QG37_04733	0.8705	CDC_B11207	India
QG37_04733	0.7577	CDC_B11208	India
QG37_04733	0.7943	CDC_B11209	India
QG37_04733	0.8738	CDC_B11210	India
QG37_04733	0.8154	CDC_B11212	India
QG37_04733	0.6398	CDC_B11213	India
QG37_04733	0.7095	CDC_B11214	India
QG37_04733	0.8688	CDC_B11215	India
QG37_04733	0.8383	CDC_B11216	India
QG37_04733	1.0055	CDC_B11217	India
QG37_04733	0.7634	CDC_B11218	India
QG37_04733	0.7013	CDC_B11219	India
QG37_04733	0.8216	CDC_B11220	Japan
QG37_04733	0.7671	CDC_B11221	South Africa
QG37_04733	0.7037	CDC_B11222	South Africa
QG37_04733	0.7061	CDC_B11223	South Africa
QG37_04733	0.6987	CDC_B11224	South Africa
QG37_04733	0.6479	CDC_B11225	South Africa
QG37_04733	0.7195	CDC_B11226	South Africa
QG37_04733	0.8319	CDC_B11227	South Africa
QG37_04733	0.6343	CDC_B11228	South Africa
QG37_04733	0.6968	CDC_B11229	South Africa
QG37_04733	0.6758	CDC_B11230	South Africa
QG37_04733	0.3058	CDC_B11243	Venezuela
QG37_04733	0.3018	CDC_B11244	Venezuela
QG37_04733	0.3187	CDC_B11245	Venezuela
QG37_04733	0.3158	CDC_B11246	Venezuela
QG37_04733	0.3376	CDC_B11247	Venezuela
QG37_04734	0.8726	CDC_B11096	Pakistan
QG37_04734	0.8881	CDC_B11097	Pakistan
QG37_04734	0.8427	CDC_B11098	Pakistan
QG37_04734	0.8723	CDC_B11099	Pakistan
QG37_04734	0.8206	CDC_B11101	Pakistan
QG37_04734	0.8148	CDC_B11102	Pakistan
QG37_04734	0.8493	CDC_B11103	Pakistan
QG37_04734	0.9142	CDC_B11105	Pakistan
QG37_04734	0.8301	CDC_B11112	Pakistan
QG37_04734	0.8941	CDC_B11113	Pakistan
QG37_04734	0.8953	CDC_B11114	Pakistan
QG37_04734	0.8971	CDC_B11115	Pakistan
QG37_04734	0.9456	CDC_B11116	Pakistan
QG37_04734	0.8703	CDC_B11117	Pakistan
QG37_04734	0.8013	CDC_B11118	Pakistan
QG37_04734	0.8270	CDC_B11119	Pakistan
QG37_04734	0.8519	CDC_B11200	India
QG37_04734	0.8575	CDC_B11201	India
QG37_04734	0.8210	CDC_B11205	India
QG37_04734	0.8674	CDC_B11206	India
QG37_04734	0.8700	CDC_B11207	India
QG37_04734	0.8919	CDC_B11208	India
QG37_04734	0.9018	CDC_B11209	India
QG37_04734	0.9347	CDC_B11210	India
QG37_04734	0.8583	CDC_B11212	India
QG37_04734	0.7758	CDC_B11213	India
QG37_04734	0.8723	CDC_B11214	India
QG37_04734	0.8552	CDC_B11215	India
QG37_04734	0.7656	CDC_B11216	India
QG37_04734	0.6817	CDC_B11217	India
QG37_04734	0.7391	CDC_B11218	India
QG37_04734	0.8646	CDC_B11219	India
QG37_04734	0.8337	CDC_B11220	Japan
QG37_04734	0.7937	CDC_B11221	South Africa
QG37_04734	0.9096	CDC_B11222	South Africa
QG37_04734	0.8438	CDC_B11223	South Africa
QG37_04734	0.8945	CDC_B11224	South Africa
QG37_04734	0.8383	CDC_B11225	South Africa
QG37_04734	0.8452	CDC_B11226	South Africa
QG37_04734	0.9444	CDC_B11227	South Africa
QG37_04734	0.8845	CDC_B11228	South Africa
QG37_04734	0.8964	CDC_B11229	South Africa
QG37_04734	0.7886	CDC_B11230	South Africa
QG37_04734	0.8021	CDC_B11243	Venezuela
QG37_04734	0.8355	CDC_B11244	Venezuela
QG37_04734	0.8381	CDC_B11245	Venezuela
QG37_04734	0.8089	CDC_B11246	Venezuela
QG37_04734	0.7643	CDC_B11247	Venezuela
QG37_04735	0.9001	CDC_B11096	Pakistan
QG37_04735	0.7136	CDC_B11097	Pakistan
QG37_04735	1.0307	CDC_B11098	Pakistan
QG37_04735	0.8573	CDC_B11099	Pakistan
QG37_04735	0.8663	CDC_B11101	Pakistan
QG37_04735	0.9459	CDC_B11102	Pakistan
QG37_04735	0.8493	CDC_B11103	Pakistan
QG37_04735	0.8064	CDC_B11105	Pakistan
QG37_04735	0.7149	CDC_B11112	Pakistan
QG37_04735	0.6077	CDC_B11113	Pakistan
QG37_04735	0.9531	CDC_B11114	Pakistan
QG37_04735	0.7365	CDC_B11115	Pakistan
QG37_04735	0.8103	CDC_B11116	Pakistan
QG37_04735	0.7910	CDC_B11117	Pakistan
QG37_04735	0.9274	CDC_B11118	Pakistan
QG37_04735	0.8257	CDC_B11119	Pakistan
QG37_04735	0.9551	CDC_B11200	India
QG37_04735	0.8741	CDC_B11201	India
QG37_04735	0.8737	CDC_B11205	India
QG37_04735	0.9262	CDC_B11206	India
QG37_04735	0.9497	CDC_B11207	India
QG37_04735	0.9941	CDC_B11208	India
QG37_04735	0.9272	CDC_B11209	India
QG37_04735	0.8998	CDC_B11210	India
QG37_04735	0.9354	CDC_B11212	India
QG37_04735	0.7756	CDC_B11213	India
QG37_04735	0.8932	CDC_B11214	India
QG37_04735	0.8225	CDC_B11215	India
QG37_04735	0.6941	CDC_B11216	India
QG37_04735	0.6832	CDC_B11217	India
QG37_04735	0.9033	CDC_B11218	India
QG37_04735	0.8805	CDC_B11219	India
QG37_04735	0.8885	CDC_B11220	Japan
QG37_04735	0.8520	CDC_B11221	South Africa
QG37_04735	1.0394	CDC_B11222	South Africa
QG37_04735	0.8007	CDC_B11223	South Africa
QG37_04735	0.8018	CDC_B11224	South Africa
QG37_04735	0.8862	CDC_B11225	South Africa
QG37_04735	0.8643	CDC_B11226	South Africa
QG37_04735	0.8020	CDC_B11227	South Africa
QG37_04735	0.8953	CDC_B11228	South Africa
QG37_04735	0.9846	CDC_B11229	South Africa
QG37_04735	0.8097	CDC_B11230	South Africa
