GENE	CDC_B11096	CDC_B11097	CDC_B11098	CDC_B11099	CDC_B11101	CDC_B11102	CDC_B11103	CDC_B11105	CDC_B11112	CDC_B11113	CDC_B11114	CDC_B11115	CDC_B11116	CDC_B11117	CDC_B11118	CDC_B11119	CDC_B11200	CDC_B11201	CDC_B11205	CDC_B11206	CDC_B11207	CDC_B11208	CDC_B11209	CDC_B11210	CDC_B11212	CDC_B11213	CDC_B11214	CDC_B11215	CDC_B11216	CDC_B11217	CDC_B11218	CDC_B11219	CDC_B11220	CDC_B11221	CDC_B11222	CDC_B11223	CDC_B11224	CDC_B11225	CDC_B11226	CDC_B11227	CDC_B11228	CDC_B11229	CDC_B11230	CDC_B11243	CDC_B11244	CDC_B11245	CDC_B11246	CDC_B11247
QG37_05161	1.0135	1.0113	1.0176	0.9876	1.0092	1.0742	0.9008	1.0486	1.0052	0.9775	0.9469	0.8308	0.9020	0.9620	1.0106	0.9186	0.9147	1.0322	0.9854	0.8580	1.0130	1.0149	0.9785	0.9256	0.9224	1.0096	0.8967	0.8637	0.9705	0.7757	0.8935	0.9521	0.9746	0.9169	0.9584	0.9089	0.9142	0.9353	0.8829	0.9313	0.9750	0.8937	1.0024	0.9617	0.9607	0.8758	0.9130	0.8967
QG37_05162	1.1088	0.9499	0.9648	0.9426	0.9753	0.9244	1.0576	0.8954	0.9585	1.0003	0.9822	0.8413	1.0898	0.9714	0.8743	0.9417	0.9230	0.9796	1.0393	1.0524	0.9765	0.9472	1.0279	0.9318	0.9293	0.9834	0.9673	0.9019	0.8674	0.8530	0.9366	0.9593	0.9919	0.9604	0.9885	0.9349	1.0173	0.9511	0.9539	0.9747	1.0721	0.9589	0.9428	1.0779	0.9422	0.9351	0.9244	1.0014
QG37_05163	1.1745	1.0135	0.9940	0.9536	0.9698	0.9769	1.0677	1.0265	1.0249	1.0127	1.0499	1.0987	1.0600	1.0513	0.9945	1.0768	1.0175	0.9167	1.0978	1.0864	0.9550	0.9903	1.0052	1.0371	1.1170	1.0652	1.0263	0.9662	1.0705	0.9800	0.9988	0.9795	0.9965	1.0558	0.9450	0.9692	1.1790	1.0473	1.0516	1.0006	1.0921	1.0192	0.9445	1.0275	1.0795	1.1005	0.9971	1.0365
QG37_05164	1.2878	1.2694	0.8272	0.9740	1.2621	1.0539	1.0120	1.1176	1.1975	1.1250	1.1017	1.1952	1.1768	1.1663	1.0481	1.1295	1.1166	1.1939	1.3279	1.3430	1.1404	1.1303	1.0066	0.8880	1.1200	1.1657	0.9920	1.0990	1.1623	1.5405	1.4149	1.1095	1.1409	1.2079	1.2233	1.0164	1.1656	1.2862	1.2676	1.1600	0.9485	1.1541	1.2054	1.2668	1.1353	1.1625	1.2541	1.0168
QG37_05165	1.1528	1.0671	1.1688	1.1867	1.2660	1.1420	1.1634	1.1813	1.1965	1.1702	1.1414	1.1424	1.2316	1.1352	1.1908	1.0751	1.1373	1.2699	1.1267	1.2537	1.1972	1.1074	1.1025	1.0719	1.1289	1.2055	1.1102	1.1683	1.0912	1.2234	1.0197	1.1218	1.2428	1.1345	1.2282	1.1356	1.1528	1.0825	1.1415	1.2565	1.1657	1.1516	1.0578	1.2057	1.2537	1.2801	1.1609	1.2220
QG37_05166	1.0957	1.0260	1.1616	1.1700	1.1005	1.1337	1.0997	1.1096	1.1669	1.0767	1.0531	1.1257	1.1850	1.0074	0.9867	1.0009	1.0819	1.0649	0.9961	1.0425	1.1014	0.9950	1.0369	1.0226	1.0395	1.1003	1.0573	1.1742	1.2033	1.0821	1.1572	1.0732	1.1272	1.0893	1.0360	1.0250	1.0753	1.0088	1.1060	1.2208	1.0791	1.0017	1.0594	1.1634	1.2191	1.2532	1.0964	1.1866
QG37_05167	0.9997	1.0312	1.0389	0.9776	1.0161	1.1121	1.0553	1.0846	1.0472	1.0848	1.0651	0.9860	1.1188	0.9801	0.9674	1.0555	1.0041	0.9891	1.0059	0.9880	1.0666	1.0548	1.0271	1.0125	1.0827	0.9713	0.9865	0.9747	1.0919	0.9218	1.0254	0.9694	1.0694	0.9998	1.0262	0.9508	1.0049	1.0294	1.0969	0.9903	1.0019	1.0731	0.9845	0.9205	1.0437	0.9826	0.9830	0.9893
QG37_05168	1.1536	0.9632	1.1597	0.9560	1.0313	1.1606	0.9577	1.0192	0.9807	1.0032	0.9943	0.9933	1.0901	0.8940	0.9437	0.9180	1.0587	0.9853	1.0260	0.9935	0.9426	1.0045	0.9256	0.9807	0.9814	1.0084	0.9671	1.0033	0.9697	0.7442	1.0272	0.9460	1.0458	0.8198	0.8810	0.9666	0.9900	0.9532	0.9807	0.9743	1.0224	0.9988	0.8509	0.8130	1.0164	1.0340	1.1084	1.0096
QG37_05169	1.2353	1.0867	1.1433	1.1189	1.1445	1.1445	1.1073	1.1375	1.1224	1.1117	1.2398	1.2056	1.0610	1.0358	1.0552	1.0554	1.0730	1.0712	1.1344	1.1876	1.1791	1.0984	1.1660	1.0392	1.1056	1.1428	1.1124	1.1152	1.2416	1.0879	1.1194	1.1798	1.1483	1.1362	1.1466	1.1096	1.1078	1.1051	1.1756	1.1241	1.1394	1.0576	0.9794	1.1904	1.1434	1.1476	1.1238	1.0638
QG37_05170	1.1983	1.1969	1.1847	1.1466	1.1911	1.1370	1.1091	1.1445	1.1025	1.1424	1.1777	1.1204	1.1114	1.0973	1.0117	1.1420	1.1413	1.0865	1.1102	1.1244	1.1007	1.1192	1.0498	1.0503	1.0626	1.1035	1.1121	1.2031	1.1400	0.9536	1.0814	1.1368	1.1344	1.0714	1.1216	1.0809	1.0729	1.0997	1.0643	1.0538	1.0604	1.1121	1.0762	1.0751	1.0407	1.1221	1.1348	1.1330
QG37_05171	1.0364	1.0076	1.0692	0.9538	0.9951	0.9683	1.0696	0.9937	1.0848	0.9485	0.9491	1.0012	1.1688	1.0166	1.1049	1.0925	0.9966	0.8791	0.9193	0.9864	0.9119	0.9125	0.9054	1.0402	1.0383	0.9401	1.0359	0.9047	0.9045	0.9354	0.9241	1.0480	1.0174	0.8798	1.0728	1.0752	1.0230	1.0112	1.0091	1.1072	0.8891	0.9864	1.1071	0.9394	0.9699	1.0247	1.0578	0.9980
QG37_05173	0.8589	0.9706	0.9856	0.9676	0.9593	0.9234	0.9107	1.0336	1.0194	0.9662	0.9039	0.9286	0.9786	0.9245	0.9593	0.9591	0.9210	0.8723	0.9230	0.9276	0.9190	0.8786	0.8937	0.8911	0.9440	0.9617	0.8948	0.9158	0.9203	0.9479	0.9347	0.9277	0.9525	1.0450	1.0359	0.9870	0.9255	0.9407	0.9573	0.8895	0.8234	0.9348	0.8389	0.9100	0.9806	0.9465	0.9032	0.9878
QG37_05174	0.8839	0.9970	0.8460	0.9393	0.9122	0.9426	0.8521	0.9275	0.8811	0.9020	0.9498	0.8373	0.9428	1.0443	0.8016	1.0445	1.0791	0.9567	0.9190	1.0083	0.9977	0.8588	1.0171	1.0463	0.9842	1.0363	0.9293	0.9277	0.8806	0.8851	0.8579	0.9344	0.9083	0.9458	1.0358	1.0345	0.9153	0.9686	0.9567	0.9412	0.9226	0.9058	0.8612	0.9516	0.9250	1.0032	0.9717	0.9113
QG37_05175	0.9716	0.9225	0.9148	0.8491	0.8271	0.9079	0.8969	0.8173	0.8645	0.7458	0.8925	0.7456	1.0015	0.9355	0.9833	1.0053	0.9232	1.0039	0.8282	0.8262	0.9113	0.7683	0.7984	0.9583	0.9351	1.0560	0.8424	0.7372	0.9555	0.9754	0.9699	0.9268	0.9569	0.8347	1.0979	1.0357	0.8705	0.9288	0.8821	0.8431	0.8479	0.8329	0.9005	0.9014	0.9001	0.9906	0.9243	0.9874
QG37_05176	0.8243	0.7325	0.7966	0.7590	0.8790	0.9072	0.8477	0.8750	0.7815	0.6295	0.8669	0.7163	0.8133	0.7475	0.8720	0.8183	0.8650	0.9193	0.9171	0.8537	0.8444	0.8625	0.8586	0.7283	0.8885	0.7892	0.8127	0.7487	0.7524	0.7790	0.7957	0.7969	0.8283	0.8489	0.8922	0.8276	0.8526	0.9015	0.8373	0.7089	0.7655	0.7846	0.7278	0.7962	0.8097	0.8610	0.8166	0.8158
QG37_05177	1.0119	0.8236	0.9713	0.8416	0.8599	1.0744	0.9034	1.0028	0.9660	1.0139	1.0821	0.9136	0.9730	0.7916	1.0705	1.0221	1.0644	1.0274	0.9811	1.0526	1.0158	1.0093	0.8735	0.9820	0.8395	0.9878	0.7809	0.8333	0.9436	0.9400	0.7777	0.9006	0.8031	0.9770	0.9385	1.0357	0.9550	0.9494	0.9381	0.7940	0.9169	0.7919	0.9170	0.8656	0.9599	0.8630	1.0595	0.8947
QG37_05178	0.9630	0.9510	0.9640	0.9389	0.8949	0.9979	1.0353	0.9237	0.9361	0.8981	0.8881	0.8338	1.0347	0.9188	0.8991	0.9496	0.9429	1.0135	0.9652	0.8460	1.0352	0.9625	0.9815	0.9616	0.9660	0.8982	0.9411	0.8771	0.8623	0.9169	0.9262	0.9702	0.9245	0.9307	0.9809	1.0224	1.0683	0.9993	0.8993	0.9020	0.9886	0.9460	0.8821	0.9305	0.9253	1.0189	0.8927	0.9630
QG37_05179	0.9910	0.8987	0.9187	0.8677	0.8684	1.0154	0.9946	0.9389	0.9111	0.9615	1.0433	0.8884	1.0010	1.0084	0.8378	1.0485	0.8932	0.9082	0.8134	0.9038	0.9197	1.1032	1.0584	0.9414	0.9464	0.9309	1.0602	0.8280	0.8698	0.6220	1.1774	0.9027	1.1211	0.8463	1.0026	1.0954	1.1519	1.1198	0.9771	0.8859	1.1071	0.8024	0.9336	0.9107	0.8780	1.0096	0.8009	0.9370
QG37_05180	0.9593	0.9619	0.8904	1.0005	0.8557	0.9086	1.0352	0.9174	0.8782	0.8803	0.9026	0.9543	1.0126	0.9374	0.8020	0.9388	0.9261	0.9764	0.9557	0.8728	0.9179	0.8341	1.0093	0.9215	0.9125	0.9171	0.9023	0.9295	0.8012	0.8239	0.7827	0.8953	0.9706	0.9754	0.9014	0.8876	0.8354	0.9387	0.9690	0.9774	0.9041	0.8465	0.8562	0.9177	0.9407	0.9911	0.8566	1.0220
QG37_05181	1.0532	1.0480	0.9676	0.9736	1.0228	0.9252	1.0371	1.0051	1.0698	0.9947	0.8604	0.9162	0.9701	1.0117	0.9705	0.9888	1.0240	0.9344	0.9882	0.9723	1.0400	0.9021	0.8793	0.9187	0.9631	0.9636	0.8901	0.9930	0.9479	1.3140	1.0821	0.9149	0.9611	1.0356	1.0548	0.9718	1.0225	0.9119	1.0499	0.9929	0.9130	0.9081	0.9853	0.8840	0.9480	0.9633	0.8839	0.8989
QG37_05182	1.2389	1.1001	1.1946	0.9956	1.1484	1.1143	1.2847	0.9597	1.2134	1.0528	1.0473	1.1154	1.0624	1.0533	1.0626	1.0721	0.9706	1.0342	1.0044	1.0796	0.7877	1.2126	1.1256	1.0099	1.0520	0.9315	1.0180	1.1457	0.9493	1.2567	0.9336	1.0288	0.9795	1.1233	1.0646	1.2361	1.3063	1.0532	1.2071	1.0931	0.9526	1.1575	1.0176	1.0788	0.9605	1.0011	0.8466	1.0419
QG37_05183	1.1434	1.0148	1.0937	1.1143	1.0514	0.9892	1.0113	0.9320	1.1405	1.1309	0.9977	1.1412	0.9859	0.9910	0.9181	0.9161	0.7782	1.0376	0.8674	1.0838	0.7719	1.0845	0.9340	0.9361	1.0132	0.9706	1.0749	1.0620	1.0092	1.3107	0.9488	1.0673	0.9903	1.0096	1.0088	1.0372	1.0325	1.0141	1.2861	1.1157	1.0159	1.0198	0.9122	0.9569	0.8806	0.8861	0.9437	0.7791
QG37_08455	1.2729	0.9732	1.1116	1.0626	1.2271	0.9779	1.2551	1.0999	0.9695	1.2603	0.8881	1.2210	1.1943	1.1162	1.0041	0.9076	1.0654	1.0574	0.9243	1.1906	0.9255	1.1904	0.9233	0.9828	1.0393	1.0748	1.3999	1.1376	0.9965	4.6263	2.2146	1.1805	1.1498	1.1416	1.0870	1.0396	1.1407	1.1512	1.3441	0.9829	1.0700	1.0348	0.9117	1.0487	1.0251	1.2313	1.1870	0.9003
QG37_05184	1.2396	1.1432	1.1502	1.1144	1.1622	1.1616	1.1472	1.1534	1.0861	1.1512	1.1895	1.1230	1.1704	1.1542	1.0677	1.1415	1.0832	1.1125	1.1002	1.1662	1.0925	1.1009	1.0751	1.1138	1.0288	1.1445	1.1564	1.2061	1.0599	1.0961	1.0128	1.0451	1.1606	1.0293	1.0430	1.2001	1.0992	1.0929	1.1569	1.1004	1.2111	1.1391	1.1083	1.1022	1.0829	1.1193	1.1150	1.0144
QG37_05185	1.0861	1.0555	1.0919	0.9585	1.0635	1.0828	1.1242	1.0748	0.9418	1.0436	0.9836	1.0021	1.1173	1.0378	1.1089	1.0659	0.9608	0.9563	1.0602	1.0727	1.0005	0.9619	0.9751	0.9314	1.0234	1.0017	0.9443	1.0395	0.8551	0.8878	0.9618	0.9023	1.0837	1.0915	0.9979	1.0282	0.9643	1.0141	1.0794	1.0279	0.9819	0.9404	0.9524	0.9864	0.9501	0.9690	1.0573	1.0761
QG37_05186	0.8723	0.9402	0.9593	1.1301	1.0405	1.1256	0.9102	0.9775	1.0336	0.9247	0.9450	1.0532	0.9392	0.7635	1.0014	1.1054	0.9554	0.9056	0.9018	1.1038	0.9700	1.0605	0.8745	0.9555	0.9472	0.8756	0.9407	0.8352	0.7712	0.7066	0.8336	0.7851	0.8572	0.9698	1.0013	1.1103	1.0554	0.9266	0.9563	0.9118	0.9487	1.0209	0.9381	0.7410	0.9928	0.8199	0.9995	0.8730
QG37_05187	1.0268	0.9188	0.9433	1.0318	1.0066	1.0388	1.0368	0.9915	0.9670	0.8781	0.9718	0.9502	0.9903	0.9093	0.9589	0.9703	0.8801	0.8614	0.9312	0.9141	0.8995	0.9881	0.8817	0.9217	0.8527	0.9648	0.9012	0.8550	0.9098	0.8357	0.9176	0.8965	0.8491	0.8937	0.9344	0.9164	0.7432	0.9265	1.1417	0.8206	0.9067	0.8411	0.8966	0.9271	0.9027	0.9008	0.8072	0.7650
QG37_05188	0.9836	1.0904	0.9724	1.1856	1.1056	1.1019	1.1361	1.0495	1.0130	1.1723	1.0154	1.0673	0.9835	0.8478	0.8432	1.0891	1.0011	0.9447	1.0815	1.0260	1.1118	1.1316	1.0228	1.0754	1.1352	0.9721	1.0783	1.1192	0.9802	1.1152	1.0905	1.0402	0.9070	0.9771	1.1427	0.9666	0.9908	1.0598	1.0536	0.9829	0.9657	1.0358	1.0045	0.9502	0.9709	1.0032	0.9921	0.9552
QG37_05189	1.1462	1.1096	1.1752	1.0301	1.0874	1.1815	1.1787	1.0848	1.0665	1.1105	1.0922	1.0992	1.1055	1.0802	1.0887	1.0765	1.1788	1.1013	1.0180	1.0875	1.0666	1.0521	1.0869	0.9775	0.9985	1.1323	0.9426	1.1079	1.0745	1.0912	0.9922	1.0601	1.0703	1.1016	1.0527	1.0637	1.0874	1.0373	1.0907	1.0194	1.1149	1.0708	1.0237	1.0515	1.0220	1.0190	1.0058	1.0518
QG37_05190	0.9388	0.9926	0.9458	0.9393	1.0007	1.0078	0.9757	1.0715	0.9196	1.0337	0.9251	0.9625	1.0759	0.9336	0.9335	0.9594	0.9210	0.9617	0.9034	1.0026	0.8849	0.8867	0.8669	0.8819	0.8597	0.9675	0.9530	0.9538	0.8471	0.8184	0.9420	0.8773	0.9513	0.9951	0.9407	0.9674	1.0330	0.8495	0.8677	0.9386	1.0469	0.9835	0.8522	0.9917	0.9101	0.8818	0.9320	0.8834
QG37_05191	0.6107	0.5122	0.3910	0.5212	0.5226	0.5406	0.4187	0.3914	0.4489	0.4428	0.4956	0.3571	0.3941	0.4133	0.4079	0.4090	0.3450	0.3726	0.3333	0.4374	0.3144	0.3916	0.3372	0.3869	0.4966	0.3875	0.5089	0.5277	0.3500	0.4244	0.3511	0.4494	0.3986	0.4638	0.4976	0.3483	0.4477	0.3739	0.3876	0.4851	0.3744	0.3103	0.3521	0.4536	0.3081	0.2815	0.2997	0.3379
QG37_05192	1.0555	1.0673	1.0651	0.9851	1.0502	1.0187	1.0697	1.0001	1.0282	1.0046	1.0248	1.0268	1.1014	1.0642	1.0637	0.9801	1.0116	0.9608	1.0135	1.0049	1.0401	0.9980	0.9955	0.9652	0.9615	0.9625	1.0128	1.0643	0.9264	0.9754	1.0207	0.9961	1.0370	1.0181	1.0106	0.9692	1.0058	0.9795	1.0277	0.9392	1.0436	1.0009	0.9696	1.0518	1.0211	1.0294	1.0400	1.0833
QG37_05193	1.1794	1.0222	1.0468	1.0321	1.0219	1.0559	1.0326	1.0433	1.0926	1.0294	1.1245	1.0329	1.0016	1.0126	1.0438	0.9403	0.9377	1.0256	0.9653	1.0749	1.0456	0.9939	1.0560	0.9798	1.0665	1.0263	0.9980	1.0353	1.0651	1.0846	0.9747	1.0385	1.0341	0.9690	1.0653	1.0338	1.1006	1.0528	1.0367	1.0665	1.0429	1.0375	1.0128	1.1111	1.0529	0.9981	1.0045	0.9791
QG37_08456	1.0825	1.1718	1.0488	1.0222	1.2031	1.3718	0.9245	1.1700	1.1845	1.2293	1.1882	0.9541	1.0965	1.4239	1.1025	0.9885	0.9041	1.0426	1.1393	0.9861	1.1019	1.2224	1.1041	1.1794	1.1951	1.1130	0.9517	1.2595	1.1452	1.0230	1.2893	1.1275	1.2309	1.2030	1.1222	1.3168	1.2030	1.1419	1.0264	1.2576	1.0978	1.0937	1.0973	1.1911	1.0464	1.1307	1.1419	1.1139
QG37_05194	0.8915	0.8810	0.8848	1.0137	0.9167	1.1056	0.8599	0.8789	0.7835	0.9440	0.8189	0.8552	0.9176	0.9596	0.8905	0.9863	0.8507	0.8785	0.8372	0.8659	0.9324	0.8125	0.8946	0.8443	0.8460	0.8949	0.7775	0.8606	0.9035	0.8912	0.7853	0.8889	0.8392	0.8819	0.9556	0.7743	0.7308	0.9205	0.9255	0.8804	1.0078	0.8259	0.8307	1.0381	0.8383	0.8615	0.9009	0.9161
QG37_05196	0.8335	0.9742	0.9531	0.9988	0.9256	0.8802	0.9416	0.8456	0.9709	1.0165	0.8903	0.9790	0.9422	0.8665	1.0141	0.9685	0.9078	0.8700	0.9983	1.0456	1.0234	0.9407	0.8784	1.0583	0.9202	0.9191	0.8922	0.9199	1.0517	0.8727	0.8567	1.1413	0.9776	1.0780	1.0169	1.0942	1.0841	0.9679	1.1177	0.9375	0.9484	0.9134	0.7845	0.9734	0.9766	0.9841	0.8520	0.9296
QG37_05197	0.8687	0.7226	0.8395	0.8377	0.8187	0.8691	0.8754	0.9027	0.7141	0.8822	0.8089	0.7939	0.7323	0.8617	0.8817	0.9287	0.8346	0.7992	0.9012	0.8493	0.9192	0.9147	0.7908	0.7835	0.8730	0.9011	0.7973	0.8343	0.8238	0.8748	0.7425	0.8498	0.8723	0.9026	0.9401	0.7839	1.0337	0.9106	0.9454	0.8178	0.8548	0.8195	0.7070	0.8124	0.7911	0.7242	0.8574	0.8053
QG37_05198	1.0581	0.9673	0.9286	0.9826	0.9155	1.0248	0.9913	0.9672	0.8903	0.9990	0.9673	0.9675	0.9934	1.0050	0.9623	1.0333	0.9537	0.9876	0.9427	0.9509	0.9654	0.9501	0.9416	0.8937	1.0187	1.0244	0.9619	0.9426	1.0253	1.0015	0.9136	0.9533	0.9784	0.9959	0.9301	0.9699	0.9403	0.9285	1.0433	0.9711	1.0008	0.9139	0.9642	1.0041	0.9427	0.9109	0.9261	0.9461
QG37_05199	1.1685	1.1141	1.1792	1.0162	1.0518	1.1473	1.0487	1.1285	1.0952	1.1398	1.1191	1.0006	1.1155	0.9703	1.0302	1.1224	1.0741	1.1000	1.0665	1.1178	1.0057	1.0792	1.0363	1.0028	0.9975	1.0752	1.1004	1.1379	1.0608	0.9542	1.0677	1.0780	1.0836	1.0322	1.1045	1.0133	1.0461	1.0761	1.0124	1.0448	1.1054	1.0446	1.0360	1.0513	1.0023	1.0967	1.0750	1.0993
QG37_05200	1.1046	1.1097	1.1965	1.1453	1.1273	1.1761	1.2079	1.0786	1.0300	1.1824	1.0620	1.0677	1.1644	1.0517	1.1175	1.1446	1.0611	1.1490	1.0778	1.2435	1.1148	1.1213	1.1197	1.1208	1.0430	1.0865	1.0479	1.1576	1.0490	1.0476	1.0966	1.1451	1.0841	1.1744	1.1089	1.0436	1.1052	1.0553	1.1253	0.9921	1.1176	0.9939	1.0392	0.9982	1.0571	1.0414	1.0774	1.1313
QG37_05201	1.0771	1.0114	0.9200	0.9982	0.9868	1.0389	1.0021	0.9676	0.9893	1.0241	1.1014	1.0413	0.9918	0.9209	1.0154	1.0043	0.9518	0.9460	0.9582	1.0532	1.1035	1.0023	1.0206	0.8622	0.9086	0.9424	0.9971	0.9948	0.9909	0.8387	0.8836	0.9002	0.9392	1.0040	1.1136	0.9779	0.9635	0.9410	0.9363	0.9770	1.1462	0.9238	0.8793	1.0108	0.9546	1.0265	1.0234	1.0225
QG37_05202	1.0419	0.9808	1.0372	0.9503	1.0238	0.9322	1.0561	0.9868	0.9288	0.9606	0.9641	0.9313	0.9887	0.9510	0.9763	0.9279	0.9141	0.9165	0.9500	1.0213	0.9658	1.0459	1.0218	0.9243	0.8522	0.8978	0.8912	0.8944	0.8279	0.8412	0.8432	0.8275	0.9992	0.9879	1.0219	0.9536	0.9494	1.0231	1.0748	0.9105	0.9789	0.9591	0.9075	1.0462	0.8832	0.9579	0.8911	0.9738
QG37_05203	1.0526	1.0164	1.0726	0.9780	1.0376	0.9955	1.0157	0.9569	1.0548	1.0289	1.0259	1.0203	0.8530	1.0136	1.0326	0.8738	0.9993	0.9016	1.0134	0.9674	0.9703	1.0942	1.0054	1.0075	0.9746	1.0196	0.9692	1.0060	1.0366	0.8606	0.9295	1.0990	0.9761	0.9910	0.9982	1.0841	1.0831	1.0388	1.0567	1.0714	1.0544	0.9904	0.8856	0.9859	1.0494	1.0621	0.9651	0.9818
