GENE	COVERAGE	STRAIN	GROUP
QG37_04019	0.0028	CDC_B11225	South Africa
QG37_04019	1.0949	CDC_B11226	South Africa
QG37_04019	1.2704	CDC_B11227	South Africa
QG37_04019	1.1648	CDC_B11228	South Africa
QG37_04019	1.0158	CDC_B11229	South Africa
QG37_04019	0.9857	CDC_B11230	South Africa
QG37_04019	1.0779	CDC_B11243	Venezuela
QG37_04019	1.0550	CDC_B11244	Venezuela
QG37_04019	1.0708	CDC_B11245	Venezuela
QG37_04019	1.0601	CDC_B11246	Venezuela
QG37_04019	1.0900	CDC_B11247	Venezuela
QG37_04020	1.0873	CDC_B11096	Pakistan
QG37_04020	1.0037	CDC_B11097	Pakistan
QG37_04020	1.0911	CDC_B11098	Pakistan
QG37_04020	1.0638	CDC_B11099	Pakistan
QG37_04020	1.0108	CDC_B11101	Pakistan
QG37_04020	0.9728	CDC_B11102	Pakistan
QG37_04020	1.0234	CDC_B11103	Pakistan
QG37_04020	1.0318	CDC_B11105	Pakistan
QG37_04020	1.0106	CDC_B11112	Pakistan
QG37_04020	0.9158	CDC_B11113	Pakistan
QG37_04020	0.9244	CDC_B11114	Pakistan
QG37_04020	1.1686	CDC_B11115	Pakistan
QG37_04020	1.0850	CDC_B11116	Pakistan
QG37_04020	0.9591	CDC_B11117	Pakistan
QG37_04020	1.0535	CDC_B11118	Pakistan
QG37_04020	0.9684	CDC_B11119	Pakistan
QG37_04020	1.0769	CDC_B11200	India
QG37_04020	0.9945	CDC_B11201	India
QG37_04020	1.0090	CDC_B11205	India
QG37_04020	1.1670	CDC_B11206	India
QG37_04020	1.1598	CDC_B11207	India
QG37_04020	1.0517	CDC_B11208	India
QG37_04020	0.9362	CDC_B11209	India
QG37_04020	1.0991	CDC_B11210	India
QG37_04020	1.1306	CDC_B11212	India
QG37_04020	0.9246	CDC_B11213	India
QG37_04020	1.1585	CDC_B11214	India
QG37_04020	1.0080	CDC_B11215	India
QG37_04020	0.9126	CDC_B11216	India
QG37_04020	0.8557	CDC_B11217	India
QG37_04020	0.8381	CDC_B11218	India
QG37_04020	1.0917	CDC_B11219	India
QG37_04020	0.0054	CDC_B11220	Japan
QG37_04020	1.0646	CDC_B11221	South Africa
QG37_04020	1.0572	CDC_B11222	South Africa
QG37_04020	1.0399	CDC_B11223	South Africa
QG37_04020	1.0086	CDC_B11224	South Africa
QG37_04020	0.0019	CDC_B11225	South Africa
QG37_04020	1.0218	CDC_B11226	South Africa
QG37_04020	0.9866	CDC_B11227	South Africa
QG37_04020	0.9937	CDC_B11228	South Africa
QG37_04020	0.9090	CDC_B11229	South Africa
QG37_04020	0.8911	CDC_B11230	South Africa
QG37_04020	1.1072	CDC_B11243	Venezuela
QG37_04020	1.0956	CDC_B11244	Venezuela
QG37_04020	0.9921	CDC_B11245	Venezuela
QG37_04020	1.0304	CDC_B11246	Venezuela
QG37_04020	0.9523	CDC_B11247	Venezuela
QG37_04021	0.9298	CDC_B11096	Pakistan
QG37_04021	0.8532	CDC_B11097	Pakistan
QG37_04021	0.8926	CDC_B11098	Pakistan
QG37_04021	1.1152	CDC_B11099	Pakistan
QG37_04021	1.1465	CDC_B11101	Pakistan
QG37_04021	0.7829	CDC_B11102	Pakistan
QG37_04021	0.8735	CDC_B11103	Pakistan
QG37_04021	0.8736	CDC_B11105	Pakistan
QG37_04021	0.9378	CDC_B11112	Pakistan
QG37_04021	0.8967	CDC_B11113	Pakistan
QG37_04021	0.9188	CDC_B11114	Pakistan
QG37_04021	1.0628	CDC_B11115	Pakistan
QG37_04021	0.9904	CDC_B11116	Pakistan
QG37_04021	0.9222	CDC_B11117	Pakistan
QG37_04021	0.8250	CDC_B11118	Pakistan
QG37_04021	1.1041	CDC_B11119	Pakistan
QG37_04021	0.7138	CDC_B11200	India
QG37_04021	1.0084	CDC_B11201	India
QG37_04021	0.7891	CDC_B11205	India
QG37_04021	0.9586	CDC_B11206	India
QG37_04021	0.8609	CDC_B11207	India
QG37_04021	0.9356	CDC_B11208	India
QG37_04021	0.9014	CDC_B11209	India
QG37_04021	0.9438	CDC_B11210	India
QG37_04021	0.9672	CDC_B11212	India
QG37_04021	0.9493	CDC_B11213	India
QG37_04021	0.8198	CDC_B11214	India
QG37_04021	0.9621	CDC_B11215	India
QG37_04021	0.8880	CDC_B11216	India
QG37_04021	0.6935	CDC_B11217	India
QG37_04021	0.6523	CDC_B11218	India
QG37_04021	0.9277	CDC_B11219	India
QG37_04021	0.0000	CDC_B11220	Japan
QG37_04021	0.8263	CDC_B11221	South Africa
QG37_04021	1.0267	CDC_B11222	South Africa
QG37_04021	0.9061	CDC_B11223	South Africa
QG37_04021	0.9912	CDC_B11224	South Africa
QG37_04021	0.0000	CDC_B11225	South Africa
QG37_04021	0.9820	CDC_B11226	South Africa
QG37_04021	0.9062	CDC_B11227	South Africa
QG37_04021	0.8767	CDC_B11228	South Africa
QG37_04021	0.8014	CDC_B11229	South Africa
QG37_04021	0.9040	CDC_B11230	South Africa
QG37_04021	0.6892	CDC_B11243	Venezuela
QG37_04021	1.0617	CDC_B11244	Venezuela
QG37_04021	0.9164	CDC_B11245	Venezuela
QG37_04021	0.7742	CDC_B11246	Venezuela
QG37_04021	0.9549	CDC_B11247	Venezuela
QG37_04022	1.1028	CDC_B11096	Pakistan
QG37_04022	1.1061	CDC_B11097	Pakistan
QG37_04022	1.1804	CDC_B11098	Pakistan
QG37_04022	1.0211	CDC_B11099	Pakistan
QG37_04022	1.0272	CDC_B11101	Pakistan
QG37_04022	0.8455	CDC_B11102	Pakistan
QG37_04022	1.0726	CDC_B11103	Pakistan
QG37_04022	1.1178	CDC_B11105	Pakistan
QG37_04022	1.0489	CDC_B11112	Pakistan
QG37_04022	1.0914	CDC_B11113	Pakistan
QG37_04022	0.9920	CDC_B11114	Pakistan
QG37_04022	1.1785	CDC_B11115	Pakistan
QG37_04022	1.1202	CDC_B11116	Pakistan
QG37_04022	1.2529	CDC_B11117	Pakistan
QG37_04022	1.1071	CDC_B11118	Pakistan
QG37_04022	0.9768	CDC_B11119	Pakistan
QG37_04022	0.9661	CDC_B11200	India
QG37_04022	1.0175	CDC_B11201	India
QG37_04022	0.9472	CDC_B11205	India
QG37_04022	1.0849	CDC_B11206	India
QG37_04022	0.9570	CDC_B11207	India
QG37_04022	1.0898	CDC_B11208	India
QG37_04022	0.9268	CDC_B11209	India
QG37_04022	1.1573	CDC_B11210	India
QG37_04022	1.0846	CDC_B11212	India
QG37_04022	1.0408	CDC_B11213	India
QG37_04022	1.1355	CDC_B11214	India
QG37_04022	0.9457	CDC_B11215	India
QG37_04022	1.1574	CDC_B11216	India
QG37_04022	0.8966	CDC_B11217	India
QG37_04022	0.8120	CDC_B11218	India
QG37_04022	1.0074	CDC_B11219	India
QG37_04022	0.0000	CDC_B11220	Japan
QG37_04022	1.0911	CDC_B11221	South Africa
QG37_04022	1.0766	CDC_B11222	South Africa
QG37_04022	1.0787	CDC_B11223	South Africa
QG37_04022	1.0002	CDC_B11224	South Africa
QG37_04022	0.0000	CDC_B11225	South Africa
QG37_04022	1.1633	CDC_B11226	South Africa
QG37_04022	1.0183	CDC_B11227	South Africa
QG37_04022	1.1459	CDC_B11228	South Africa
QG37_04022	0.9864	CDC_B11229	South Africa
QG37_04022	1.0711	CDC_B11230	South Africa
QG37_04022	1.0464	CDC_B11243	Venezuela
QG37_04022	1.1192	CDC_B11244	Venezuela
QG37_04022	1.0006	CDC_B11245	Venezuela
QG37_04022	1.0202	CDC_B11246	Venezuela
QG37_04022	1.1056	CDC_B11247	Venezuela
QG37_04023	0.8999	CDC_B11096	Pakistan
QG37_04023	1.0483	CDC_B11097	Pakistan
QG37_04023	1.1017	CDC_B11098	Pakistan
QG37_04023	0.8480	CDC_B11099	Pakistan
QG37_04023	0.9243	CDC_B11101	Pakistan
QG37_04023	0.7509	CDC_B11102	Pakistan
QG37_04023	1.0366	CDC_B11103	Pakistan
QG37_04023	1.0197	CDC_B11105	Pakistan
QG37_04023	0.8605	CDC_B11112	Pakistan
QG37_04023	1.0469	CDC_B11113	Pakistan
QG37_04023	0.9302	CDC_B11114	Pakistan
QG37_04023	0.9736	CDC_B11115	Pakistan
QG37_04023	0.9175	CDC_B11116	Pakistan
QG37_04023	0.9388	CDC_B11117	Pakistan
QG37_04023	0.8354	CDC_B11118	Pakistan
QG37_04023	1.0514	CDC_B11119	Pakistan
QG37_04023	0.8860	CDC_B11200	India
QG37_04023	0.9520	CDC_B11201	India
QG37_04023	0.8710	CDC_B11205	India
QG37_04023	1.0480	CDC_B11206	India
QG37_04023	0.9471	CDC_B11207	India
QG37_04023	0.9657	CDC_B11208	India
QG37_04023	1.0777	CDC_B11209	India
QG37_04023	1.0002	CDC_B11210	India
QG37_04023	0.9029	CDC_B11212	India
QG37_04023	0.9693	CDC_B11213	India
QG37_04023	0.8949	CDC_B11214	India
QG37_04023	0.9325	CDC_B11215	India
QG37_04023	1.0072	CDC_B11216	India
QG37_04023	0.7229	CDC_B11217	India
QG37_04023	0.9154	CDC_B11218	India
QG37_04023	0.8306	CDC_B11219	India
QG37_04023	0.0000	CDC_B11220	Japan
QG37_04023	0.7951	CDC_B11221	South Africa
QG37_04023	0.9845	CDC_B11222	South Africa
QG37_04023	1.0105	CDC_B11223	South Africa
QG37_04023	0.7175	CDC_B11224	South Africa
QG37_04023	0.0000	CDC_B11225	South Africa
QG37_04023	0.9841	CDC_B11226	South Africa
QG37_04023	0.8436	CDC_B11227	South Africa
QG37_04023	0.9886	CDC_B11228	South Africa
QG37_04023	0.9338	CDC_B11229	South Africa
QG37_04023	0.9351	CDC_B11230	South Africa
QG37_04023	0.9882	CDC_B11243	Venezuela
QG37_04023	0.9751	CDC_B11244	Venezuela
QG37_04023	0.9425	CDC_B11245	Venezuela
QG37_04023	1.0191	CDC_B11246	Venezuela
QG37_04023	1.0398	CDC_B11247	Venezuela
QG37_04024	1.1316	CDC_B11096	Pakistan
QG37_04024	1.0556	CDC_B11097	Pakistan
QG37_04024	1.1960	CDC_B11098	Pakistan
QG37_04024	1.0772	CDC_B11099	Pakistan
QG37_04024	1.1440	CDC_B11101	Pakistan
QG37_04024	1.3274	CDC_B11102	Pakistan
QG37_04024	1.1754	CDC_B11103	Pakistan
QG37_04024	1.1235	CDC_B11105	Pakistan
QG37_04024	1.0906	CDC_B11112	Pakistan
QG37_04024	1.1409	CDC_B11113	Pakistan
QG37_04024	1.1539	CDC_B11114	Pakistan
QG37_04024	1.0561	CDC_B11115	Pakistan
QG37_04024	1.2927	CDC_B11116	Pakistan
QG37_04024	1.1541	CDC_B11117	Pakistan
QG37_04024	1.1592	CDC_B11118	Pakistan
QG37_04024	1.1178	CDC_B11119	Pakistan
QG37_04024	1.0052	CDC_B11200	India
QG37_04024	1.1838	CDC_B11201	India
QG37_04024	1.1224	CDC_B11205	India
QG37_04024	1.1982	CDC_B11206	India
QG37_04024	1.1144	CDC_B11207	India
QG37_04024	1.0672	CDC_B11208	India
QG37_04024	1.1768	CDC_B11209	India
QG37_04024	1.1309	CDC_B11210	India
QG37_04024	1.0896	CDC_B11212	India
QG37_04024	1.2172	CDC_B11213	India
QG37_04024	1.0973	CDC_B11214	India
QG37_04024	1.0944	CDC_B11215	India
QG37_04024	1.1396	CDC_B11216	India
QG37_04024	0.9203	CDC_B11217	India
QG37_04024	0.7034	CDC_B11218	India
QG37_04024	1.0796	CDC_B11219	India
QG37_04024	0.0035	CDC_B11220	Japan
QG37_04024	0.9696	CDC_B11221	South Africa
QG37_04024	0.9118	CDC_B11222	South Africa
QG37_04024	0.9761	CDC_B11223	South Africa
QG37_04024	0.9113	CDC_B11224	South Africa
QG37_04024	0.0000	CDC_B11225	South Africa
QG37_04024	0.8793	CDC_B11226	South Africa
QG37_04024	0.8783	CDC_B11227	South Africa
QG37_04024	0.9917	CDC_B11228	South Africa
QG37_04024	0.9246	CDC_B11229	South Africa
QG37_04024	0.9430	CDC_B11230	South Africa
QG37_04024	0.9517	CDC_B11243	Venezuela
QG37_04024	0.8372	CDC_B11244	Venezuela
QG37_04024	0.8675	CDC_B11245	Venezuela
QG37_04024	0.8723	CDC_B11246	Venezuela
QG37_04024	0.9620	CDC_B11247	Venezuela
QG37_04025	0.7283	CDC_B11096	Pakistan
QG37_04025	0.8412	CDC_B11097	Pakistan
QG37_04025	0.9360	CDC_B11098	Pakistan
QG37_04025	0.8883	CDC_B11099	Pakistan
QG37_04025	0.9413	CDC_B11101	Pakistan
QG37_04025	0.9372	CDC_B11102	Pakistan
QG37_04025	0.8412	CDC_B11103	Pakistan
QG37_04025	0.9805	CDC_B11105	Pakistan
QG37_04025	0.9294	CDC_B11112	Pakistan
QG37_04025	0.8443	CDC_B11113	Pakistan
QG37_04025	0.9446	CDC_B11114	Pakistan
QG37_04025	0.8043	CDC_B11115	Pakistan
QG37_04025	0.8744	CDC_B11116	Pakistan
QG37_04025	0.8373	CDC_B11117	Pakistan
QG37_04025	0.9437	CDC_B11118	Pakistan
QG37_04025	0.8187	CDC_B11119	Pakistan
QG37_04025	0.7544	CDC_B11200	India
QG37_04025	0.8258	CDC_B11201	India
QG37_04025	0.8416	CDC_B11205	India
QG37_04025	0.8392	CDC_B11206	India
QG37_04025	0.8664	CDC_B11207	India
QG37_04025	0.7939	CDC_B11208	India
QG37_04025	0.9217	CDC_B11209	India
QG37_04025	0.7832	CDC_B11210	India
QG37_04025	0.7840	CDC_B11212	India
QG37_04025	0.7923	CDC_B11213	India
QG37_04025	0.8496	CDC_B11214	India
QG37_04025	0.9330	CDC_B11215	India
QG37_04025	0.8243	CDC_B11216	India
QG37_04025	0.4998	CDC_B11217	India
QG37_04025	0.6580	CDC_B11218	India
QG37_04025	0.7373	CDC_B11219	India
QG37_04025	0.0000	CDC_B11220	Japan
QG37_04025	0.9405	CDC_B11221	South Africa
QG37_04025	0.9616	CDC_B11222	South Africa
QG37_04025	0.9409	CDC_B11223	South Africa
QG37_04025	0.9556	CDC_B11224	South Africa
QG37_04025	0.0000	CDC_B11225	South Africa
QG37_04025	0.9002	CDC_B11226	South Africa
QG37_04025	0.7518	CDC_B11227	South Africa
QG37_04025	1.0337	CDC_B11228	South Africa
QG37_04025	0.8576	CDC_B11229	South Africa
QG37_04025	0.8398	CDC_B11230	South Africa
QG37_04025	1.0079	CDC_B11243	Venezuela
QG37_04025	0.8169	CDC_B11244	Venezuela
QG37_04025	0.9470	CDC_B11245	Venezuela
QG37_04025	0.9698	CDC_B11246	Venezuela
QG37_04025	0.9388	CDC_B11247	Venezuela
QG37_04026	1.0077	CDC_B11096	Pakistan
QG37_04026	0.9565	CDC_B11097	Pakistan
QG37_04026	0.9043	CDC_B11098	Pakistan
QG37_04026	0.9935	CDC_B11099	Pakistan
QG37_04026	0.9295	CDC_B11101	Pakistan
QG37_04026	1.0186	CDC_B11102	Pakistan
QG37_04026	0.8099	CDC_B11103	Pakistan
QG37_04026	0.9038	CDC_B11105	Pakistan
QG37_04026	0.8842	CDC_B11112	Pakistan
QG37_04026	0.8956	CDC_B11113	Pakistan
QG37_04026	0.9633	CDC_B11114	Pakistan
QG37_04026	0.8812	CDC_B11115	Pakistan
QG37_04026	0.9752	CDC_B11116	Pakistan
QG37_04026	0.8557	CDC_B11117	Pakistan
QG37_04026	0.9408	CDC_B11118	Pakistan
QG37_04026	1.0112	CDC_B11119	Pakistan
QG37_04026	0.8671	CDC_B11200	India
QG37_04026	0.9086	CDC_B11201	India
QG37_04026	0.7659	CDC_B11205	India
QG37_04026	0.8224	CDC_B11206	India
QG37_04026	0.9598	CDC_B11207	India
QG37_04026	0.7716	CDC_B11208	India
QG37_04026	0.8500	CDC_B11209	India
QG37_04026	0.8534	CDC_B11210	India
QG37_04026	0.8278	CDC_B11212	India
QG37_04026	0.9022	CDC_B11213	India
QG37_04026	0.8513	CDC_B11214	India
QG37_04026	0.9014	CDC_B11215	India
QG37_04026	0.8824	CDC_B11216	India
QG37_04026	0.6338	CDC_B11217	India
QG37_04026	0.7721	CDC_B11218	India
QG37_04026	0.7566	CDC_B11219	India
QG37_04026	0.0036	CDC_B11220	Japan
QG37_04026	0.9319	CDC_B11221	South Africa
QG37_04026	0.9477	CDC_B11222	South Africa
QG37_04026	0.8342	CDC_B11223	South Africa
QG37_04026	0.9610	CDC_B11224	South Africa
QG37_04026	0.0000	CDC_B11225	South Africa
QG37_04026	0.9514	CDC_B11226	South Africa
QG37_04026	0.8485	CDC_B11227	South Africa
QG37_04026	0.9875	CDC_B11228	South Africa
QG37_04026	0.8609	CDC_B11229	South Africa
QG37_04026	0.7806	CDC_B11230	South Africa
QG37_04026	0.8834	CDC_B11243	Venezuela
QG37_04026	0.8648	CDC_B11244	Venezuela
QG37_04026	0.9458	CDC_B11245	Venezuela
QG37_04026	0.9015	CDC_B11246	Venezuela
QG37_04026	0.8961	CDC_B11247	Venezuela
QG37_04027	1.0479	CDC_B11096	Pakistan
QG37_04027	1.0206	CDC_B11097	Pakistan
QG37_04027	0.8978	CDC_B11098	Pakistan
QG37_04027	0.9714	CDC_B11099	Pakistan
QG37_04027	1.0319	CDC_B11101	Pakistan
QG37_04027	0.9292	CDC_B11102	Pakistan
QG37_04027	1.0813	CDC_B11103	Pakistan
QG37_04027	0.9076	CDC_B11105	Pakistan
QG37_04027	1.0824	CDC_B11112	Pakistan
QG37_04027	1.0436	CDC_B11113	Pakistan
QG37_04027	0.9531	CDC_B11114	Pakistan
QG37_04027	0.9558	CDC_B11115	Pakistan
QG37_04027	0.9510	CDC_B11116	Pakistan
QG37_04027	0.9621	CDC_B11117	Pakistan
QG37_04027	0.8763	CDC_B11118	Pakistan
QG37_04027	0.9174	CDC_B11119	Pakistan
QG37_04027	1.0285	CDC_B11200	India
QG37_04027	0.9735	CDC_B11201	India
QG37_04027	0.9542	CDC_B11205	India
QG37_04027	0.9952	CDC_B11206	India
QG37_04027	1.1026	CDC_B11207	India
QG37_04027	1.1841	CDC_B11208	India
QG37_04027	0.9733	CDC_B11209	India
QG37_04027	0.9261	CDC_B11210	India
QG37_04027	0.9608	CDC_B11212	India
QG37_04027	1.0332	CDC_B11213	India
QG37_04027	1.0342	CDC_B11214	India
QG37_04027	1.0770	CDC_B11215	India
QG37_04027	0.9102	CDC_B11216	India
QG37_04027	0.5984	CDC_B11217	India
QG37_04027	0.8033	CDC_B11218	India
QG37_04027	0.8883	CDC_B11219	India
QG37_04027	0.0033	CDC_B11220	Japan
QG37_04027	1.0487	CDC_B11221	South Africa
QG37_04027	1.0666	CDC_B11222	South Africa
QG37_04027	1.0752	CDC_B11223	South Africa
QG37_04027	1.0893	CDC_B11224	South Africa
QG37_04027	0.0023	CDC_B11225	South Africa
QG37_04027	1.0233	CDC_B11226	South Africa
QG37_04027	0.9069	CDC_B11227	South Africa
QG37_04027	1.0392	CDC_B11228	South Africa
QG37_04027	0.9373	CDC_B11229	South Africa
QG37_04027	1.0266	CDC_B11230	South Africa
QG37_04027	1.0207	CDC_B11243	Venezuela
QG37_04027	1.0153	CDC_B11244	Venezuela
QG37_04027	0.9767	CDC_B11245	Venezuela
QG37_04027	1.0134	CDC_B11246	Venezuela
QG37_04027	0.8700	CDC_B11247	Venezuela
QG37_04028	0.8820	CDC_B11096	Pakistan
QG37_04028	0.8981	CDC_B11097	Pakistan
QG37_04028	0.9105	CDC_B11098	Pakistan
QG37_04028	1.0462	CDC_B11099	Pakistan
QG37_04028	0.9690	CDC_B11101	Pakistan
QG37_04028	0.9538	CDC_B11102	Pakistan
QG37_04028	0.9549	CDC_B11103	Pakistan
QG37_04028	0.9625	CDC_B11105	Pakistan
QG37_04028	1.0564	CDC_B11112	Pakistan
QG37_04028	0.9732	CDC_B11113	Pakistan
QG37_04028	1.1688	CDC_B11114	Pakistan
QG37_04028	0.7832	CDC_B11115	Pakistan
QG37_04028	0.9116	CDC_B11116	Pakistan
QG37_04028	1.0200	CDC_B11117	Pakistan
QG37_04028	0.8531	CDC_B11118	Pakistan
QG37_04028	0.7789	CDC_B11119	Pakistan
QG37_04028	0.9867	CDC_B11200	India
QG37_04028	0.9265	CDC_B11201	India
QG37_04028	0.9288	CDC_B11205	India
QG37_04028	0.9256	CDC_B11206	India
QG37_04028	0.8061	CDC_B11207	India
QG37_04028	0.9602	CDC_B11208	India
QG37_04028	0.8173	CDC_B11209	India
QG37_04028	0.9471	CDC_B11210	India
QG37_04028	0.9396	CDC_B11212	India
QG37_04028	0.9528	CDC_B11213	India
QG37_04028	0.8698	CDC_B11214	India
QG37_04028	0.8659	CDC_B11215	India
QG37_04028	0.8275	CDC_B11216	India
QG37_04028	0.6605	CDC_B11217	India
QG37_04028	0.7176	CDC_B11218	India
QG37_04028	0.9140	CDC_B11219	India
QG37_04028	0.0001	CDC_B11220	Japan
QG37_04028	0.9304	CDC_B11221	South Africa
QG37_04028	0.9343	CDC_B11222	South Africa
QG37_04028	0.9990	CDC_B11223	South Africa
QG37_04028	0.8466	CDC_B11224	South Africa
QG37_04028	0.0088	CDC_B11225	South Africa
QG37_04028	0.8732	CDC_B11226	South Africa
QG37_04028	0.8310	CDC_B11227	South Africa
QG37_04028	1.0003	CDC_B11228	South Africa
QG37_04028	0.9854	CDC_B11229	South Africa
QG37_04028	0.8513	CDC_B11230	South Africa
QG37_04028	1.0933	CDC_B11243	Venezuela
QG37_04028	0.9413	CDC_B11244	Venezuela
QG37_04028	0.9967	CDC_B11245	Venezuela
QG37_04028	1.0199	CDC_B11246	Venezuela
QG37_04028	0.9540	CDC_B11247	Venezuela
QG37_04029	1.1068	CDC_B11096	Pakistan
QG37_04029	0.8601	CDC_B11097	Pakistan
QG37_04029	1.1376	CDC_B11098	Pakistan
QG37_04029	0.9335	CDC_B11099	Pakistan
QG37_04029	1.0649	CDC_B11101	Pakistan
QG37_04029	0.9073	CDC_B11102	Pakistan
QG37_04029	0.8505	CDC_B11103	Pakistan
QG37_04029	0.9522	CDC_B11105	Pakistan
QG37_04029	0.8594	CDC_B11112	Pakistan
QG37_04029	0.7918	CDC_B11113	Pakistan
QG37_04029	0.9613	CDC_B11114	Pakistan
QG37_04029	1.0432	CDC_B11115	Pakistan
QG37_04029	1.0177	CDC_B11116	Pakistan
QG37_04029	0.9549	CDC_B11117	Pakistan
QG37_04029	0.9625	CDC_B11118	Pakistan
QG37_04029	1.0506	CDC_B11119	Pakistan
QG37_04029	0.8994	CDC_B11200	India
QG37_04029	0.9808	CDC_B11201	India
QG37_04029	0.9591	CDC_B11205	India
QG37_04029	1.0002	CDC_B11206	India
QG37_04029	1.0244	CDC_B11207	India
QG37_04029	0.9554	CDC_B11208	India
QG37_04029	1.1101	CDC_B11209	India
QG37_04029	0.9515	CDC_B11210	India
QG37_04029	1.0278	CDC_B11212	India
QG37_04029	1.0738	CDC_B11213	India
QG37_04029	0.8964	CDC_B11214	India
QG37_04029	1.0193	CDC_B11215	India
QG37_04029	0.9588	CDC_B11216	India
QG37_04029	0.6529	CDC_B11217	India
QG37_04029	0.5880	CDC_B11218	India
QG37_04029	0.9713	CDC_B11219	India
QG37_04029	0.0000	CDC_B11220	Japan
QG37_04029	1.0627	CDC_B11221	South Africa
QG37_04029	0.9392	CDC_B11222	South Africa
QG37_04029	0.8742	CDC_B11223	South Africa
QG37_04029	1.0631	CDC_B11224	South Africa
QG37_04029	0.0087	CDC_B11225	South Africa
QG37_04029	1.0900	CDC_B11226	South Africa
QG37_04029	1.0780	CDC_B11227	South Africa
QG37_04029	1.1069	CDC_B11228	South Africa
QG37_04029	1.2283	CDC_B11229	South Africa
QG37_04029	1.1082	CDC_B11230	South Africa
