GENE	COVERAGE	STRAIN	GROUP
QG37_04045	0.7312	CDC_B11098	Pakistan
QG37_04045	0.6488	CDC_B11099	Pakistan
QG37_04045	0.5735	CDC_B11101	Pakistan
QG37_04045	0.6182	CDC_B11102	Pakistan
QG37_04045	0.7132	CDC_B11103	Pakistan
QG37_04045	0.5895	CDC_B11105	Pakistan
QG37_04045	0.7252	CDC_B11112	Pakistan
QG37_04045	0.6910	CDC_B11113	Pakistan
QG37_04045	0.4739	CDC_B11114	Pakistan
QG37_04045	0.5400	CDC_B11115	Pakistan
QG37_04045	0.6520	CDC_B11116	Pakistan
QG37_04045	0.6556	CDC_B11117	Pakistan
QG37_04045	0.5978	CDC_B11118	Pakistan
QG37_04045	0.7223	CDC_B11119	Pakistan
QG37_04045	0.6153	CDC_B11200	India
QG37_04045	0.6405	CDC_B11201	India
QG37_04045	0.5997	CDC_B11205	India
QG37_04045	0.6140	CDC_B11206	India
QG37_04045	0.6093	CDC_B11207	India
QG37_04045	0.5470	CDC_B11208	India
QG37_04045	0.5632	CDC_B11209	India
QG37_04045	0.6177	CDC_B11210	India
QG37_04045	0.6004	CDC_B11212	India
QG37_04045	0.5568	CDC_B11213	India
QG37_04045	0.5860	CDC_B11214	India
QG37_04045	0.6009	CDC_B11215	India
QG37_04045	0.5320	CDC_B11216	India
QG37_04045	0.4871	CDC_B11217	India
QG37_04045	0.5399	CDC_B11218	India
QG37_04045	0.6042	CDC_B11219	India
QG37_04045	0.6021	CDC_B11220	Japan
QG37_04045	0.6095	CDC_B11221	South Africa
QG37_04045	0.5868	CDC_B11222	South Africa
QG37_04045	0.7342	CDC_B11223	South Africa
QG37_04045	0.6202	CDC_B11224	South Africa
QG37_04045	0.6156	CDC_B11225	South Africa
QG37_04045	0.7151	CDC_B11226	South Africa
QG37_04045	0.6906	CDC_B11227	South Africa
QG37_04045	0.6379	CDC_B11228	South Africa
QG37_04045	0.7677	CDC_B11229	South Africa
QG37_04045	0.7034	CDC_B11230	South Africa
QG37_04045	0.7560	CDC_B11243	Venezuela
QG37_04045	0.7257	CDC_B11244	Venezuela
QG37_04045	0.8040	CDC_B11245	Venezuela
QG37_04045	0.8072	CDC_B11246	Venezuela
QG37_04045	0.7371	CDC_B11247	Venezuela
QG37_04046	0.9157	CDC_B11096	Pakistan
QG37_04046	0.9822	CDC_B11097	Pakistan
QG37_04046	0.8735	CDC_B11098	Pakistan
QG37_04046	0.8603	CDC_B11099	Pakistan
QG37_04046	0.9754	CDC_B11101	Pakistan
QG37_04046	0.8087	CDC_B11102	Pakistan
QG37_04046	1.0069	CDC_B11103	Pakistan
QG37_04046	0.9234	CDC_B11105	Pakistan
QG37_04046	0.9469	CDC_B11112	Pakistan
QG37_04046	0.6875	CDC_B11113	Pakistan
QG37_04046	0.9537	CDC_B11114	Pakistan
QG37_04046	0.7418	CDC_B11115	Pakistan
QG37_04046	0.9952	CDC_B11116	Pakistan
QG37_04046	1.1044	CDC_B11117	Pakistan
QG37_04046	1.0365	CDC_B11118	Pakistan
QG37_04046	0.9777	CDC_B11119	Pakistan
QG37_04046	1.0225	CDC_B11200	India
QG37_04046	0.9773	CDC_B11201	India
QG37_04046	0.9968	CDC_B11205	India
QG37_04046	0.8947	CDC_B11206	India
QG37_04046	1.0510	CDC_B11207	India
QG37_04046	0.9339	CDC_B11208	India
QG37_04046	1.0083	CDC_B11209	India
QG37_04046	0.9646	CDC_B11210	India
QG37_04046	1.0249	CDC_B11212	India
QG37_04046	0.8654	CDC_B11213	India
QG37_04046	1.1528	CDC_B11214	India
QG37_04046	0.9701	CDC_B11215	India
QG37_04046	0.8454	CDC_B11216	India
QG37_04046	0.7123	CDC_B11217	India
QG37_04046	0.9209	CDC_B11218	India
QG37_04046	0.8667	CDC_B11219	India
QG37_04046	0.8570	CDC_B11220	Japan
QG37_04046	0.9664	CDC_B11221	South Africa
QG37_04046	0.8571	CDC_B11222	South Africa
QG37_04046	0.8385	CDC_B11223	South Africa
QG37_04046	0.9144	CDC_B11224	South Africa
QG37_04046	0.9870	CDC_B11225	South Africa
QG37_04046	0.9347	CDC_B11226	South Africa
QG37_04046	0.9663	CDC_B11227	South Africa
QG37_04046	0.8868	CDC_B11228	South Africa
QG37_04046	0.9652	CDC_B11229	South Africa
QG37_04046	0.9387	CDC_B11230	South Africa
QG37_04046	0.9194	CDC_B11243	Venezuela
QG37_04046	0.9343	CDC_B11244	Venezuela
QG37_04046	1.1024	CDC_B11245	Venezuela
QG37_04046	0.9685	CDC_B11246	Venezuela
QG37_04046	0.9877	CDC_B11247	Venezuela
QG37_04047	0.9561	CDC_B11096	Pakistan
QG37_04047	0.8643	CDC_B11097	Pakistan
QG37_04047	0.9174	CDC_B11098	Pakistan
QG37_04047	0.8138	CDC_B11099	Pakistan
QG37_04047	0.9170	CDC_B11101	Pakistan
QG37_04047	0.8222	CDC_B11102	Pakistan
QG37_04047	0.8619	CDC_B11103	Pakistan
QG37_04047	0.8699	CDC_B11105	Pakistan
QG37_04047	0.8886	CDC_B11112	Pakistan
QG37_04047	0.8128	CDC_B11113	Pakistan
QG37_04047	0.8292	CDC_B11114	Pakistan
QG37_04047	0.9251	CDC_B11115	Pakistan
QG37_04047	0.8345	CDC_B11116	Pakistan
QG37_04047	0.9413	CDC_B11117	Pakistan
QG37_04047	0.8657	CDC_B11118	Pakistan
QG37_04047	0.9331	CDC_B11119	Pakistan
QG37_04047	0.8302	CDC_B11200	India
QG37_04047	0.8986	CDC_B11201	India
QG37_04047	0.8594	CDC_B11205	India
QG37_04047	0.8314	CDC_B11206	India
QG37_04047	0.8764	CDC_B11207	India
QG37_04047	0.9093	CDC_B11208	India
QG37_04047	0.9714	CDC_B11209	India
QG37_04047	0.9174	CDC_B11210	India
QG37_04047	0.8806	CDC_B11212	India
QG37_04047	0.8859	CDC_B11213	India
QG37_04047	0.9625	CDC_B11214	India
QG37_04047	0.8646	CDC_B11215	India
QG37_04047	0.9232	CDC_B11216	India
QG37_04047	0.8012	CDC_B11217	India
QG37_04047	0.9129	CDC_B11218	India
QG37_04047	0.9114	CDC_B11219	India
QG37_04047	0.8793	CDC_B11220	Japan
QG37_04047	0.8951	CDC_B11221	South Africa
QG37_04047	0.8931	CDC_B11222	South Africa
QG37_04047	0.8510	CDC_B11223	South Africa
QG37_04047	0.8877	CDC_B11224	South Africa
QG37_04047	0.8817	CDC_B11225	South Africa
QG37_04047	0.8917	CDC_B11226	South Africa
QG37_04047	0.9025	CDC_B11227	South Africa
QG37_04047	0.9215	CDC_B11228	South Africa
QG37_04047	0.9534	CDC_B11229	South Africa
QG37_04047	0.9162	CDC_B11230	South Africa
QG37_04047	0.8400	CDC_B11243	Venezuela
QG37_04047	0.9147	CDC_B11244	Venezuela
QG37_04047	0.8914	CDC_B11245	Venezuela
QG37_04047	0.9523	CDC_B11246	Venezuela
QG37_04047	0.9460	CDC_B11247	Venezuela
QG37_04048	0.9866	CDC_B11096	Pakistan
QG37_04048	0.9152	CDC_B11097	Pakistan
QG37_04048	0.8967	CDC_B11098	Pakistan
QG37_04048	0.9200	CDC_B11099	Pakistan
QG37_04048	0.7879	CDC_B11101	Pakistan
QG37_04048	1.0306	CDC_B11102	Pakistan
QG37_04048	0.9086	CDC_B11103	Pakistan
QG37_04048	0.9219	CDC_B11105	Pakistan
QG37_04048	1.0457	CDC_B11112	Pakistan
QG37_04048	0.7617	CDC_B11113	Pakistan
QG37_04048	0.8404	CDC_B11114	Pakistan
QG37_04048	1.0655	CDC_B11115	Pakistan
QG37_04048	0.8848	CDC_B11116	Pakistan
QG37_04048	0.8655	CDC_B11117	Pakistan
QG37_04048	1.1950	CDC_B11118	Pakistan
QG37_04048	0.8538	CDC_B11119	Pakistan
QG37_04048	0.8496	CDC_B11200	India
QG37_04048	0.9945	CDC_B11201	India
QG37_04048	1.0549	CDC_B11205	India
QG37_04048	0.8461	CDC_B11206	India
QG37_04048	0.9560	CDC_B11207	India
QG37_04048	0.9665	CDC_B11208	India
QG37_04048	0.8202	CDC_B11209	India
QG37_04048	1.0148	CDC_B11210	India
QG37_04048	1.0783	CDC_B11212	India
QG37_04048	1.0050	CDC_B11213	India
QG37_04048	0.8060	CDC_B11214	India
QG37_04048	0.8927	CDC_B11215	India
QG37_04048	1.0638	CDC_B11216	India
QG37_04048	0.7690	CDC_B11217	India
QG37_04048	0.9102	CDC_B11218	India
QG37_04048	0.9032	CDC_B11219	India
QG37_04048	0.8911	CDC_B11220	Japan
QG37_04048	1.0186	CDC_B11221	South Africa
QG37_04048	1.0063	CDC_B11222	South Africa
QG37_04048	0.9625	CDC_B11223	South Africa
QG37_04048	0.9126	CDC_B11224	South Africa
QG37_04048	1.0546	CDC_B11225	South Africa
QG37_04048	0.9535	CDC_B11226	South Africa
QG37_04048	1.0789	CDC_B11227	South Africa
QG37_04048	0.9471	CDC_B11228	South Africa
QG37_04048	1.0917	CDC_B11229	South Africa
QG37_04048	0.9357	CDC_B11230	South Africa
QG37_04048	1.0165	CDC_B11243	Venezuela
QG37_04048	1.0218	CDC_B11244	Venezuela
QG37_04048	1.0364	CDC_B11245	Venezuela
QG37_04048	1.0539	CDC_B11246	Venezuela
QG37_04048	1.1236	CDC_B11247	Venezuela
QG37_04049	0.7989	CDC_B11096	Pakistan
QG37_04049	0.7326	CDC_B11097	Pakistan
QG37_04049	0.7587	CDC_B11098	Pakistan
QG37_04049	0.7982	CDC_B11099	Pakistan
QG37_04049	0.7078	CDC_B11101	Pakistan
QG37_04049	0.8498	CDC_B11102	Pakistan
QG37_04049	0.8226	CDC_B11103	Pakistan
QG37_04049	0.8012	CDC_B11105	Pakistan
QG37_04049	0.8818	CDC_B11112	Pakistan
QG37_04049	0.8384	CDC_B11113	Pakistan
QG37_04049	0.8192	CDC_B11114	Pakistan
QG37_04049	0.7971	CDC_B11115	Pakistan
QG37_04049	0.7991	CDC_B11116	Pakistan
QG37_04049	0.9431	CDC_B11117	Pakistan
QG37_04049	0.9306	CDC_B11118	Pakistan
QG37_04049	0.8752	CDC_B11119	Pakistan
QG37_04049	0.8708	CDC_B11200	India
QG37_04049	0.8788	CDC_B11201	India
QG37_04049	0.8113	CDC_B11205	India
QG37_04049	0.7292	CDC_B11206	India
QG37_04049	0.9104	CDC_B11207	India
QG37_04049	0.8830	CDC_B11208	India
QG37_04049	0.7438	CDC_B11209	India
QG37_04049	0.7500	CDC_B11210	India
QG37_04049	0.9279	CDC_B11212	India
QG37_04049	0.8381	CDC_B11213	India
QG37_04049	0.7125	CDC_B11214	India
QG37_04049	0.7538	CDC_B11215	India
QG37_04049	0.7461	CDC_B11216	India
QG37_04049	0.8127	CDC_B11217	India
QG37_04049	0.9224	CDC_B11218	India
QG37_04049	0.7378	CDC_B11219	India
QG37_04049	0.8662	CDC_B11220	Japan
QG37_04049	0.7633	CDC_B11221	South Africa
QG37_04049	0.8247	CDC_B11222	South Africa
QG37_04049	0.8632	CDC_B11223	South Africa
QG37_04049	0.8886	CDC_B11224	South Africa
QG37_04049	0.9693	CDC_B11225	South Africa
QG37_04049	0.8274	CDC_B11226	South Africa
QG37_04049	0.7861	CDC_B11227	South Africa
QG37_04049	0.7722	CDC_B11228	South Africa
QG37_04049	0.7597	CDC_B11229	South Africa
QG37_04049	0.7463	CDC_B11230	South Africa
QG37_04049	0.8434	CDC_B11243	Venezuela
QG37_04049	0.8354	CDC_B11244	Venezuela
QG37_04049	0.8103	CDC_B11245	Venezuela
QG37_04049	0.8212	CDC_B11246	Venezuela
QG37_04049	0.8949	CDC_B11247	Venezuela
QG37_04050	0.7933	CDC_B11096	Pakistan
QG37_04050	0.8601	CDC_B11097	Pakistan
QG37_04050	0.8237	CDC_B11098	Pakistan
QG37_04050	0.8673	CDC_B11099	Pakistan
QG37_04050	0.9044	CDC_B11101	Pakistan
QG37_04050	0.8821	CDC_B11102	Pakistan
QG37_04050	0.8717	CDC_B11103	Pakistan
QG37_04050	0.9383	CDC_B11105	Pakistan
QG37_04050	0.8815	CDC_B11112	Pakistan
QG37_04050	0.7144	CDC_B11113	Pakistan
QG37_04050	0.8054	CDC_B11114	Pakistan
QG37_04050	0.8239	CDC_B11115	Pakistan
QG37_04050	0.7185	CDC_B11116	Pakistan
QG37_04050	0.8227	CDC_B11117	Pakistan
QG37_04050	0.7815	CDC_B11118	Pakistan
QG37_04050	0.9712	CDC_B11119	Pakistan
QG37_04050	0.8755	CDC_B11200	India
QG37_04050	0.8586	CDC_B11201	India
QG37_04050	0.8789	CDC_B11205	India
QG37_04050	0.7694	CDC_B11206	India
QG37_04050	0.9182	CDC_B11207	India
QG37_04050	0.8976	CDC_B11208	India
QG37_04050	0.8895	CDC_B11209	India
QG37_04050	0.7760	CDC_B11210	India
QG37_04050	0.8450	CDC_B11212	India
QG37_04050	0.8496	CDC_B11213	India
QG37_04050	0.9041	CDC_B11214	India
QG37_04050	0.7317	CDC_B11215	India
QG37_04050	0.7589	CDC_B11216	India
QG37_04050	0.6802	CDC_B11217	India
QG37_04050	0.7920	CDC_B11218	India
QG37_04050	0.6993	CDC_B11219	India
QG37_04050	0.8228	CDC_B11220	Japan
QG37_04050	0.7670	CDC_B11221	South Africa
QG37_04050	0.9240	CDC_B11222	South Africa
QG37_04050	0.9285	CDC_B11223	South Africa
QG37_04050	0.9668	CDC_B11224	South Africa
QG37_04050	0.9074	CDC_B11225	South Africa
QG37_04050	0.9904	CDC_B11226	South Africa
QG37_04050	0.9312	CDC_B11227	South Africa
QG37_04050	0.9633	CDC_B11228	South Africa
QG37_04050	0.8757	CDC_B11229	South Africa
QG37_04050	0.9273	CDC_B11230	South Africa
QG37_04050	0.9170	CDC_B11243	Venezuela
QG37_04050	0.8544	CDC_B11244	Venezuela
QG37_04050	0.9181	CDC_B11245	Venezuela
QG37_04050	0.7905	CDC_B11246	Venezuela
QG37_04050	0.8345	CDC_B11247	Venezuela
QG37_04051	0.7593	CDC_B11096	Pakistan
QG37_04051	0.8173	CDC_B11097	Pakistan
QG37_04051	0.7943	CDC_B11098	Pakistan
QG37_04051	0.7963	CDC_B11099	Pakistan
QG37_04051	0.7329	CDC_B11101	Pakistan
QG37_04051	0.8020	CDC_B11102	Pakistan
QG37_04051	0.8768	CDC_B11103	Pakistan
QG37_04051	0.8773	CDC_B11105	Pakistan
QG37_04051	0.8587	CDC_B11112	Pakistan
QG37_04051	0.7818	CDC_B11113	Pakistan
QG37_04051	0.8192	CDC_B11114	Pakistan
QG37_04051	0.9513	CDC_B11115	Pakistan
QG37_04051	0.8449	CDC_B11116	Pakistan
QG37_04051	0.8894	CDC_B11117	Pakistan
QG37_04051	0.8179	CDC_B11118	Pakistan
QG37_04051	0.8504	CDC_B11119	Pakistan
QG37_04051	0.8239	CDC_B11200	India
QG37_04051	0.8484	CDC_B11201	India
QG37_04051	0.9001	CDC_B11205	India
QG37_04051	0.7505	CDC_B11206	India
QG37_04051	0.9199	CDC_B11207	India
QG37_04051	0.8436	CDC_B11208	India
QG37_04051	0.8649	CDC_B11209	India
QG37_04051	0.8064	CDC_B11210	India
QG37_04051	0.7889	CDC_B11212	India
QG37_04051	0.9083	CDC_B11213	India
QG37_04051	0.7705	CDC_B11214	India
QG37_04051	0.8520	CDC_B11215	India
QG37_04051	0.7558	CDC_B11216	India
QG37_04051	0.6908	CDC_B11217	India
QG37_04051	0.8931	CDC_B11218	India
QG37_04051	0.8178	CDC_B11219	India
QG37_04051	0.8501	CDC_B11220	Japan
QG37_04051	0.8108	CDC_B11221	South Africa
QG37_04051	0.9508	CDC_B11222	South Africa
QG37_04051	0.7934	CDC_B11223	South Africa
QG37_04051	0.8015	CDC_B11224	South Africa
QG37_04051	0.9201	CDC_B11225	South Africa
QG37_04051	0.8060	CDC_B11226	South Africa
QG37_04051	0.8845	CDC_B11227	South Africa
QG37_04051	0.9411	CDC_B11228	South Africa
QG37_04051	0.8599	CDC_B11229	South Africa
QG37_04051	0.8039	CDC_B11230	South Africa
QG37_04051	0.7687	CDC_B11243	Venezuela
QG37_04051	0.9605	CDC_B11244	Venezuela
QG37_04051	0.8645	CDC_B11245	Venezuela
QG37_04051	0.8593	CDC_B11246	Venezuela
QG37_04051	0.9245	CDC_B11247	Venezuela
QG37_04052	0.9862	CDC_B11096	Pakistan
QG37_04052	1.0584	CDC_B11097	Pakistan
QG37_04052	1.0295	CDC_B11098	Pakistan
QG37_04052	1.1005	CDC_B11099	Pakistan
QG37_04052	0.9430	CDC_B11101	Pakistan
QG37_04052	1.0919	CDC_B11102	Pakistan
QG37_04052	1.0606	CDC_B11103	Pakistan
QG37_04052	1.1652	CDC_B11105	Pakistan
QG37_04052	1.0843	CDC_B11112	Pakistan
QG37_04052	0.9846	CDC_B11113	Pakistan
QG37_04052	0.9555	CDC_B11114	Pakistan
QG37_04052	1.0607	CDC_B11115	Pakistan
QG37_04052	0.9925	CDC_B11116	Pakistan
QG37_04052	1.0851	CDC_B11117	Pakistan
QG37_04052	1.1034	CDC_B11118	Pakistan
QG37_04052	1.0887	CDC_B11119	Pakistan
QG37_04052	1.0147	CDC_B11200	India
QG37_04052	0.9972	CDC_B11201	India
QG37_04052	1.0799	CDC_B11205	India
QG37_04052	1.0016	CDC_B11206	India
QG37_04052	0.9849	CDC_B11207	India
QG37_04052	1.0398	CDC_B11208	India
QG37_04052	0.9984	CDC_B11209	India
QG37_04052	1.0637	CDC_B11210	India
QG37_04052	1.1572	CDC_B11212	India
QG37_04052	1.0150	CDC_B11213	India
QG37_04052	1.0751	CDC_B11214	India
QG37_04052	0.9851	CDC_B11215	India
QG37_04052	1.0067	CDC_B11216	India
QG37_04052	0.6863	CDC_B11217	India
QG37_04052	1.0661	CDC_B11218	India
QG37_04052	0.9568	CDC_B11219	India
QG37_04052	1.0168	CDC_B11220	Japan
QG37_04052	1.0822	CDC_B11221	South Africa
QG37_04052	1.0885	CDC_B11222	South Africa
QG37_04052	1.1081	CDC_B11223	South Africa
QG37_04052	1.0352	CDC_B11224	South Africa
QG37_04052	1.1019	CDC_B11225	South Africa
QG37_04052	1.1361	CDC_B11226	South Africa
QG37_04052	1.0396	CDC_B11227	South Africa
QG37_04052	1.0319	CDC_B11228	South Africa
QG37_04052	1.1287	CDC_B11229	South Africa
QG37_04052	1.0215	CDC_B11230	South Africa
QG37_04052	1.0286	CDC_B11243	Venezuela
QG37_04052	1.1703	CDC_B11244	Venezuela
QG37_04052	1.0756	CDC_B11245	Venezuela
QG37_04052	1.1419	CDC_B11246	Venezuela
QG37_04052	1.1044	CDC_B11247	Venezuela
QG37_04053	0.9256	CDC_B11096	Pakistan
QG37_04053	0.9899	CDC_B11097	Pakistan
QG37_04053	0.9029	CDC_B11098	Pakistan
QG37_04053	0.7875	CDC_B11099	Pakistan
QG37_04053	0.9497	CDC_B11101	Pakistan
QG37_04053	0.9461	CDC_B11102	Pakistan
QG37_04053	0.9069	CDC_B11103	Pakistan
QG37_04053	0.9887	CDC_B11105	Pakistan
QG37_04053	0.9493	CDC_B11112	Pakistan
QG37_04053	0.9420	CDC_B11113	Pakistan
QG37_04053	0.7972	CDC_B11114	Pakistan
QG37_04053	0.8018	CDC_B11115	Pakistan
QG37_04053	0.8593	CDC_B11116	Pakistan
QG37_04053	0.9709	CDC_B11117	Pakistan
QG37_04053	0.9285	CDC_B11118	Pakistan
QG37_04053	0.9276	CDC_B11119	Pakistan
QG37_04053	0.8538	CDC_B11200	India
QG37_04053	0.9435	CDC_B11201	India
QG37_04053	0.8189	CDC_B11205	India
QG37_04053	0.8796	CDC_B11206	India
QG37_04053	0.9486	CDC_B11207	India
QG37_04053	0.8723	CDC_B11208	India
QG37_04053	0.8127	CDC_B11209	India
QG37_04053	0.8649	CDC_B11210	India
QG37_04053	0.9245	CDC_B11212	India
QG37_04053	0.9493	CDC_B11213	India
QG37_04053	0.9199	CDC_B11214	India
QG37_04053	0.8760	CDC_B11215	India
QG37_04053	0.8458	CDC_B11216	India
QG37_04053	0.9651	CDC_B11217	India
QG37_04053	0.8220	CDC_B11218	India
QG37_04053	0.8515	CDC_B11219	India
QG37_04053	0.9253	CDC_B11220	Japan
QG37_04053	0.8942	CDC_B11221	South Africa
QG37_04053	0.9917	CDC_B11222	South Africa
QG37_04053	0.9971	CDC_B11223	South Africa
QG37_04053	0.9174	CDC_B11224	South Africa
QG37_04053	0.9565	CDC_B11225	South Africa
QG37_04053	0.9298	CDC_B11226	South Africa
QG37_04053	0.9735	CDC_B11227	South Africa
QG37_04053	1.0553	CDC_B11228	South Africa
QG37_04053	0.9373	CDC_B11229	South Africa
QG37_04053	0.8893	CDC_B11230	South Africa
QG37_04053	0.9156	CDC_B11243	Venezuela
QG37_04053	0.9783	CDC_B11244	Venezuela
QG37_04053	0.9039	CDC_B11245	Venezuela
QG37_04053	0.9383	CDC_B11246	Venezuela
QG37_04053	0.9536	CDC_B11247	Venezuela
QG37_04054	0.7445	CDC_B11096	Pakistan
QG37_04054	0.7005	CDC_B11097	Pakistan
QG37_04054	0.6310	CDC_B11098	Pakistan
QG37_04054	0.7096	CDC_B11099	Pakistan
QG37_04054	0.6483	CDC_B11101	Pakistan
QG37_04054	0.6436	CDC_B11102	Pakistan
QG37_04054	0.7690	CDC_B11103	Pakistan
QG37_04054	0.7054	CDC_B11105	Pakistan
QG37_04054	0.7940	CDC_B11112	Pakistan
QG37_04054	0.7776	CDC_B11113	Pakistan
QG37_04054	0.6933	CDC_B11114	Pakistan
QG37_04054	0.6673	CDC_B11115	Pakistan
QG37_04054	0.8916	CDC_B11116	Pakistan
QG37_04054	0.6420	CDC_B11117	Pakistan
QG37_04054	0.7932	CDC_B11118	Pakistan
QG37_04054	0.7413	CDC_B11119	Pakistan
QG37_04054	0.7226	CDC_B11200	India
QG37_04054	0.7717	CDC_B11201	India
QG37_04054	0.8503	CDC_B11205	India
QG37_04054	0.7476	CDC_B11206	India
QG37_04054	0.8648	CDC_B11207	India
QG37_04054	0.8153	CDC_B11208	India
QG37_04054	0.9034	CDC_B11209	India
QG37_04054	0.7629	CDC_B11210	India
QG37_04054	0.6420	CDC_B11212	India
QG37_04054	0.6240	CDC_B11213	India
QG37_04054	0.7601	CDC_B11214	India
QG37_04054	0.6212	CDC_B11215	India
QG37_04054	0.7452	CDC_B11216	India
QG37_04054	0.6281	CDC_B11217	India
QG37_04054	0.7859	CDC_B11218	India
QG37_04054	0.7114	CDC_B11219	India
QG37_04054	0.5286	CDC_B11220	Japan
QG37_04054	0.8664	CDC_B11221	South Africa
QG37_04054	0.7910	CDC_B11222	South Africa
QG37_04054	0.8088	CDC_B11223	South Africa
QG37_04054	0.7582	CDC_B11224	South Africa
QG37_04054	0.7563	CDC_B11225	South Africa
QG37_04054	0.7120	CDC_B11226	South Africa
QG37_04054	0.5958	CDC_B11227	South Africa
QG37_04054	0.5965	CDC_B11228	South Africa
QG37_04054	0.5776	CDC_B11229	South Africa
QG37_04054	0.6606	CDC_B11230	South Africa
QG37_04054	0.7724	CDC_B11243	Venezuela
QG37_04054	0.8162	CDC_B11244	Venezuela
QG37_04054	0.7825	CDC_B11245	Venezuela
QG37_04054	0.7901	CDC_B11246	Venezuela
QG37_04054	0.7893	CDC_B11247	Venezuela
QG37_04055	0.9852	CDC_B11096	Pakistan
QG37_04055	0.8895	CDC_B11097	Pakistan
QG37_04055	0.8757	CDC_B11098	Pakistan
QG37_04055	1.0065	CDC_B11099	Pakistan
QG37_04055	0.8346	CDC_B11101	Pakistan
QG37_04055	0.8613	CDC_B11102	Pakistan
QG37_04055	0.9755	CDC_B11103	Pakistan
QG37_04055	0.9298	CDC_B11105	Pakistan
QG37_04055	0.8920	CDC_B11112	Pakistan
QG37_04055	0.8287	CDC_B11113	Pakistan
QG37_04055	0.8707	CDC_B11114	Pakistan
QG37_04055	0.8728	CDC_B11115	Pakistan
QG37_04055	0.9364	CDC_B11116	Pakistan
QG37_04055	0.9195	CDC_B11117	Pakistan
QG37_04055	0.9473	CDC_B11118	Pakistan
QG37_04055	1.0183	CDC_B11119	Pakistan
QG37_04055	0.9225	CDC_B11200	India
QG37_04055	1.0361	CDC_B11201	India
QG37_04055	0.9860	CDC_B11205	India
QG37_04055	0.8455	CDC_B11206	India
QG37_04055	0.9882	CDC_B11207	India
QG37_04055	0.9510	CDC_B11208	India
QG37_04055	0.8892	CDC_B11209	India
QG37_04055	0.8866	CDC_B11210	India
QG37_04055	0.7987	CDC_B11212	India
QG37_04055	0.8500	CDC_B11213	India
QG37_04055	0.9432	CDC_B11214	India
QG37_04055	0.9267	CDC_B11215	India
QG37_04055	0.8886	CDC_B11216	India
QG37_04055	0.8866	CDC_B11217	India
QG37_04055	0.8537	CDC_B11218	India
QG37_04055	0.8340	CDC_B11219	India
QG37_04055	0.9083	CDC_B11220	Japan
QG37_04055	0.8886	CDC_B11221	South Africa
QG37_04055	0.9115	CDC_B11222	South Africa
QG37_04055	1.0128	CDC_B11223	South Africa
QG37_04055	1.0491	CDC_B11224	South Africa
QG37_04055	1.0390	CDC_B11225	South Africa
QG37_04055	1.0235	CDC_B11226	South Africa
QG37_04055	0.8782	CDC_B11227	South Africa
QG37_04055	0.9143	CDC_B11228	South Africa
QG37_04055	0.9756	CDC_B11229	South Africa
QG37_04055	0.8705	CDC_B11230	South Africa
QG37_04055	1.0493	CDC_B11243	Venezuela
QG37_04055	1.0034	CDC_B11244	Venezuela
QG37_04055	0.9334	CDC_B11245	Venezuela
QG37_04055	0.9403	CDC_B11246	Venezuela
QG37_04055	0.9670	CDC_B11247	Venezuela
QG37_04056	0.7849	CDC_B11096	Pakistan
QG37_04056	0.8506	CDC_B11097	Pakistan
QG37_04056	0.7247	CDC_B11098	Pakistan
QG37_04056	0.8133	CDC_B11099	Pakistan
QG37_04056	0.7374	CDC_B11101	Pakistan
QG37_04056	0.8842	CDC_B11102	Pakistan
QG37_04056	0.8018	CDC_B11103	Pakistan
QG37_04056	0.8379	CDC_B11105	Pakistan
QG37_04056	0.7686	CDC_B11112	Pakistan
QG37_04056	0.7279	CDC_B11113	Pakistan
QG37_04056	0.7886	CDC_B11114	Pakistan
QG37_04056	0.7721	CDC_B11115	Pakistan
QG37_04056	0.8443	CDC_B11116	Pakistan
QG37_04056	0.9183	CDC_B11117	Pakistan
QG37_04056	0.8726	CDC_B11118	Pakistan
QG37_04056	0.8368	CDC_B11119	Pakistan
QG37_04056	0.8084	CDC_B11200	India
QG37_04056	0.8506	CDC_B11201	India
QG37_04056	0.8742	CDC_B11205	India
QG37_04056	0.7922	CDC_B11206	India
QG37_04056	0.9417	CDC_B11207	India
QG37_04056	0.8258	CDC_B11208	India
QG37_04056	0.8173	CDC_B11209	India
QG37_04056	0.8064	CDC_B11210	India
QG37_04056	0.8327	CDC_B11212	India
QG37_04056	0.7573	CDC_B11213	India
QG37_04056	0.7956	CDC_B11214	India
QG37_04056	0.7810	CDC_B11215	India
QG37_04056	0.7907	CDC_B11216	India
QG37_04056	0.7805	CDC_B11217	India
QG37_04056	0.7428	CDC_B11218	India
QG37_04056	0.7795	CDC_B11219	India
QG37_04056	0.8427	CDC_B11220	Japan
QG37_04056	0.9273	CDC_B11221	South Africa
QG37_04056	0.8168	CDC_B11222	South Africa
QG37_04056	0.8621	CDC_B11223	South Africa
QG37_04056	0.8430	CDC_B11224	South Africa
QG37_04056	0.8783	CDC_B11225	South Africa
QG37_04056	0.8948	CDC_B11226	South Africa
QG37_04056	0.8992	CDC_B11227	South Africa
QG37_04056	0.9214	CDC_B11228	South Africa
QG37_04056	0.8283	CDC_B11229	South Africa
QG37_04056	0.7528	CDC_B11230	South Africa
QG37_04056	0.9269	CDC_B11243	Venezuela
QG37_04056	0.8419	CDC_B11244	Venezuela
QG37_04056	0.8495	CDC_B11245	Venezuela
