GENE	COVERAGE	STRAIN	GROUP
QG37_07783	1.0118	CDC_B11212	India
QG37_07783	1.0646	CDC_B11213	India
QG37_07783	0.9980	CDC_B11214	India
QG37_07783	1.0607	CDC_B11215	India
QG37_07783	1.1005	CDC_B11216	India
QG37_07783	1.0239	CDC_B11217	India
QG37_07783	1.0332	CDC_B11218	India
QG37_07783	1.0860	CDC_B11219	India
QG37_07783	1.0597	CDC_B11220	Japan
QG37_07783	1.0049	CDC_B11221	South Africa
QG37_07783	1.1550	CDC_B11222	South Africa
QG37_07783	1.1049	CDC_B11223	South Africa
QG37_07783	1.1358	CDC_B11224	South Africa
QG37_07783	1.0166	CDC_B11225	South Africa
QG37_07783	1.0671	CDC_B11226	South Africa
QG37_07783	1.0780	CDC_B11227	South Africa
QG37_07783	1.0358	CDC_B11228	South Africa
QG37_07783	1.0947	CDC_B11229	South Africa
QG37_07783	1.0478	CDC_B11230	South Africa
QG37_07783	1.0300	CDC_B11243	Venezuela
QG37_07783	1.0861	CDC_B11244	Venezuela
QG37_07783	1.0908	CDC_B11245	Venezuela
QG37_07783	1.1123	CDC_B11246	Venezuela
QG37_07783	1.0806	CDC_B11247	Venezuela
QG37_07784	1.0839	CDC_B11096	Pakistan
QG37_07784	1.1755	CDC_B11097	Pakistan
QG37_07784	1.2499	CDC_B11098	Pakistan
QG37_07784	1.0594	CDC_B11099	Pakistan
QG37_07784	1.1242	CDC_B11101	Pakistan
QG37_07784	1.1468	CDC_B11102	Pakistan
QG37_07784	0.9775	CDC_B11103	Pakistan
QG37_07784	1.0290	CDC_B11105	Pakistan
QG37_07784	1.0623	CDC_B11112	Pakistan
QG37_07784	1.0789	CDC_B11113	Pakistan
QG37_07784	1.1271	CDC_B11114	Pakistan
QG37_07784	1.0224	CDC_B11115	Pakistan
QG37_07784	1.0541	CDC_B11116	Pakistan
QG37_07784	0.9602	CDC_B11117	Pakistan
QG37_07784	0.9942	CDC_B11118	Pakistan
QG37_07784	0.8858	CDC_B11119	Pakistan
QG37_07784	0.9298	CDC_B11200	India
QG37_07784	1.0322	CDC_B11201	India
QG37_07784	0.9925	CDC_B11205	India
QG37_07784	1.1474	CDC_B11206	India
QG37_07784	0.9568	CDC_B11207	India
QG37_07784	1.0235	CDC_B11208	India
QG37_07784	0.9931	CDC_B11209	India
QG37_07784	1.0378	CDC_B11210	India
QG37_07784	0.9622	CDC_B11212	India
QG37_07784	1.0327	CDC_B11213	India
QG37_07784	1.0407	CDC_B11214	India
QG37_07784	1.0820	CDC_B11215	India
QG37_07784	1.1969	CDC_B11216	India
QG37_07784	1.0042	CDC_B11217	India
QG37_07784	0.8588	CDC_B11218	India
QG37_07784	1.0686	CDC_B11219	India
QG37_07784	1.0443	CDC_B11220	Japan
QG37_07784	0.9850	CDC_B11221	South Africa
QG37_07784	0.9350	CDC_B11222	South Africa
QG37_07784	1.0158	CDC_B11223	South Africa
QG37_07784	1.0448	CDC_B11224	South Africa
QG37_07784	0.9921	CDC_B11225	South Africa
QG37_07784	1.0924	CDC_B11226	South Africa
QG37_07784	1.0542	CDC_B11227	South Africa
QG37_07784	1.0343	CDC_B11228	South Africa
QG37_07784	0.9444	CDC_B11229	South Africa
QG37_07784	1.0052	CDC_B11230	South Africa
QG37_07784	1.0859	CDC_B11243	Venezuela
QG37_07784	0.9561	CDC_B11244	Venezuela
QG37_07784	0.9115	CDC_B11245	Venezuela
QG37_07784	0.9704	CDC_B11246	Venezuela
QG37_07784	0.9877	CDC_B11247	Venezuela
QG37_07785	1.1631	CDC_B11096	Pakistan
QG37_07785	1.0945	CDC_B11097	Pakistan
QG37_07785	1.2450	CDC_B11098	Pakistan
QG37_07785	1.0742	CDC_B11099	Pakistan
QG37_07785	1.1364	CDC_B11101	Pakistan
QG37_07785	1.1722	CDC_B11102	Pakistan
QG37_07785	1.0867	CDC_B11103	Pakistan
QG37_07785	1.0353	CDC_B11105	Pakistan
QG37_07785	1.0367	CDC_B11112	Pakistan
QG37_07785	1.1243	CDC_B11113	Pakistan
QG37_07785	1.1230	CDC_B11114	Pakistan
QG37_07785	1.1034	CDC_B11115	Pakistan
QG37_07785	1.1214	CDC_B11116	Pakistan
QG37_07785	1.0334	CDC_B11117	Pakistan
QG37_07785	1.0478	CDC_B11118	Pakistan
QG37_07785	1.0690	CDC_B11119	Pakistan
QG37_07785	1.0831	CDC_B11200	India
QG37_07785	1.0748	CDC_B11201	India
QG37_07785	1.0457	CDC_B11205	India
QG37_07785	1.1309	CDC_B11206	India
QG37_07785	1.1203	CDC_B11207	India
QG37_07785	1.0335	CDC_B11208	India
QG37_07785	1.0496	CDC_B11209	India
QG37_07785	1.0823	CDC_B11210	India
QG37_07785	1.0272	CDC_B11212	India
QG37_07785	1.1070	CDC_B11213	India
QG37_07785	1.0381	CDC_B11214	India
QG37_07785	1.0889	CDC_B11215	India
QG37_07785	1.1482	CDC_B11216	India
QG37_07785	0.9606	CDC_B11217	India
QG37_07785	1.0240	CDC_B11218	India
QG37_07785	1.1407	CDC_B11219	India
QG37_07785	1.0930	CDC_B11220	Japan
QG37_07785	1.0379	CDC_B11221	South Africa
QG37_07785	1.0591	CDC_B11222	South Africa
QG37_07785	1.0592	CDC_B11223	South Africa
QG37_07785	1.0715	CDC_B11224	South Africa
QG37_07785	1.1303	CDC_B11225	South Africa
QG37_07785	1.0593	CDC_B11226	South Africa
QG37_07785	0.9783	CDC_B11227	South Africa
QG37_07785	1.1195	CDC_B11228	South Africa
QG37_07785	1.0311	CDC_B11229	South Africa
QG37_07785	1.0298	CDC_B11230	South Africa
QG37_07785	1.0364	CDC_B11243	Venezuela
QG37_07785	0.9153	CDC_B11244	Venezuela
QG37_07785	0.9797	CDC_B11245	Venezuela
QG37_07785	1.0088	CDC_B11246	Venezuela
QG37_07785	1.1136	CDC_B11247	Venezuela
QG37_07786	1.2321	CDC_B11096	Pakistan
QG37_07786	1.0820	CDC_B11097	Pakistan
QG37_07786	0.9660	CDC_B11098	Pakistan
QG37_07786	0.8890	CDC_B11099	Pakistan
QG37_07786	1.1111	CDC_B11101	Pakistan
QG37_07786	1.0785	CDC_B11102	Pakistan
QG37_07786	1.2843	CDC_B11103	Pakistan
QG37_07786	1.0212	CDC_B11105	Pakistan
QG37_07786	0.9695	CDC_B11112	Pakistan
QG37_07786	1.0546	CDC_B11113	Pakistan
QG37_07786	1.0855	CDC_B11114	Pakistan
QG37_07786	1.0894	CDC_B11115	Pakistan
QG37_07786	0.9800	CDC_B11116	Pakistan
QG37_07786	1.1055	CDC_B11117	Pakistan
QG37_07786	1.0095	CDC_B11118	Pakistan
QG37_07786	1.1861	CDC_B11119	Pakistan
QG37_07786	1.0073	CDC_B11200	India
QG37_07786	1.0312	CDC_B11201	India
QG37_07786	0.9256	CDC_B11205	India
QG37_07786	1.1319	CDC_B11206	India
QG37_07786	1.0206	CDC_B11207	India
QG37_07786	0.9981	CDC_B11208	India
QG37_07786	1.0790	CDC_B11209	India
QG37_07786	1.0466	CDC_B11210	India
QG37_07786	1.1416	CDC_B11212	India
QG37_07786	1.0309	CDC_B11213	India
QG37_07786	1.0350	CDC_B11214	India
QG37_07786	1.0538	CDC_B11215	India
QG37_07786	0.9179	CDC_B11216	India
QG37_07786	0.8848	CDC_B11217	India
QG37_07786	0.9128	CDC_B11218	India
QG37_07786	1.0729	CDC_B11219	India
QG37_07786	0.9477	CDC_B11220	Japan
QG37_07786	1.0055	CDC_B11221	South Africa
QG37_07786	0.9877	CDC_B11222	South Africa
QG37_07786	1.2815	CDC_B11223	South Africa
QG37_07786	1.0442	CDC_B11224	South Africa
QG37_07786	1.1856	CDC_B11225	South Africa
QG37_07786	0.9111	CDC_B11226	South Africa
QG37_07786	0.9487	CDC_B11227	South Africa
QG37_07786	1.0714	CDC_B11228	South Africa
QG37_07786	1.0696	CDC_B11229	South Africa
QG37_07786	0.9926	CDC_B11230	South Africa
QG37_07786	0.9319	CDC_B11243	Venezuela
QG37_07786	1.1434	CDC_B11244	Venezuela
QG37_07786	0.9274	CDC_B11245	Venezuela
QG37_07786	1.0434	CDC_B11246	Venezuela
QG37_07786	0.9908	CDC_B11247	Venezuela
QG37_07787	1.1838	CDC_B11096	Pakistan
QG37_07787	1.0433	CDC_B11097	Pakistan
QG37_07787	1.1744	CDC_B11098	Pakistan
QG37_07787	1.0367	CDC_B11099	Pakistan
QG37_07787	1.0545	CDC_B11101	Pakistan
QG37_07787	1.0833	CDC_B11102	Pakistan
QG37_07787	1.1628	CDC_B11103	Pakistan
QG37_07787	1.1039	CDC_B11105	Pakistan
QG37_07787	1.1639	CDC_B11112	Pakistan
QG37_07787	1.2065	CDC_B11113	Pakistan
QG37_07787	1.1264	CDC_B11114	Pakistan
QG37_07787	1.1581	CDC_B11115	Pakistan
QG37_07787	1.2375	CDC_B11116	Pakistan
QG37_07787	1.0868	CDC_B11117	Pakistan
QG37_07787	0.9826	CDC_B11118	Pakistan
QG37_07787	1.0317	CDC_B11119	Pakistan
QG37_07787	1.0412	CDC_B11200	India
QG37_07787	1.0898	CDC_B11201	India
QG37_07787	1.1052	CDC_B11205	India
QG37_07787	1.1434	CDC_B11206	India
QG37_07787	1.0732	CDC_B11207	India
QG37_07787	1.0458	CDC_B11208	India
QG37_07787	1.0164	CDC_B11209	India
QG37_07787	1.0166	CDC_B11210	India
QG37_07787	1.0647	CDC_B11212	India
QG37_07787	1.1286	CDC_B11213	India
QG37_07787	1.0884	CDC_B11214	India
QG37_07787	1.0289	CDC_B11215	India
QG37_07787	1.1950	CDC_B11216	India
QG37_07787	1.0361	CDC_B11217	India
QG37_07787	0.9455	CDC_B11218	India
QG37_07787	1.0434	CDC_B11219	India
QG37_07787	1.0837	CDC_B11220	Japan
QG37_07787	1.0643	CDC_B11221	South Africa
QG37_07787	1.0004	CDC_B11222	South Africa
QG37_07787	1.0464	CDC_B11223	South Africa
QG37_07787	1.0757	CDC_B11224	South Africa
QG37_07787	1.0248	CDC_B11225	South Africa
QG37_07787	1.1353	CDC_B11226	South Africa
QG37_07787	1.1165	CDC_B11227	South Africa
QG37_07787	1.1308	CDC_B11228	South Africa
QG37_07787	1.0815	CDC_B11229	South Africa
QG37_07787	1.0563	CDC_B11230	South Africa
QG37_07787	1.1067	CDC_B11243	Venezuela
QG37_07787	1.2731	CDC_B11244	Venezuela
QG37_07787	1.1068	CDC_B11245	Venezuela
QG37_07787	1.0623	CDC_B11246	Venezuela
QG37_07787	1.1049	CDC_B11247	Venezuela
QG37_07788	1.3351	CDC_B11096	Pakistan
QG37_07788	1.1586	CDC_B11097	Pakistan
QG37_07788	1.2491	CDC_B11098	Pakistan
QG37_07788	1.0231	CDC_B11099	Pakistan
QG37_07788	1.0632	CDC_B11101	Pakistan
QG37_07788	1.1724	CDC_B11102	Pakistan
QG37_07788	1.2632	CDC_B11103	Pakistan
QG37_07788	1.2915	CDC_B11105	Pakistan
QG37_07788	1.1482	CDC_B11112	Pakistan
QG37_07788	1.1189	CDC_B11113	Pakistan
QG37_07788	1.2843	CDC_B11114	Pakistan
QG37_07788	1.3048	CDC_B11115	Pakistan
QG37_07788	1.2062	CDC_B11116	Pakistan
QG37_07788	1.0925	CDC_B11117	Pakistan
QG37_07788	1.0155	CDC_B11118	Pakistan
QG37_07788	1.1093	CDC_B11119	Pakistan
QG37_07788	1.0888	CDC_B11200	India
QG37_07788	1.1814	CDC_B11201	India
QG37_07788	1.0745	CDC_B11205	India
QG37_07788	1.2331	CDC_B11206	India
QG37_07788	1.3105	CDC_B11207	India
QG37_07788	1.1244	CDC_B11208	India
QG37_07788	1.1421	CDC_B11209	India
QG37_07788	1.1771	CDC_B11210	India
QG37_07788	1.1701	CDC_B11212	India
QG37_07788	1.1669	CDC_B11213	India
QG37_07788	1.1154	CDC_B11214	India
QG37_07788	1.2358	CDC_B11215	India
QG37_07788	1.1574	CDC_B11216	India
QG37_07788	0.9527	CDC_B11217	India
QG37_07788	1.0911	CDC_B11218	India
QG37_07788	1.2063	CDC_B11219	India
QG37_07788	1.2070	CDC_B11220	Japan
QG37_07788	1.0087	CDC_B11221	South Africa
QG37_07788	1.1885	CDC_B11222	South Africa
QG37_07788	1.1689	CDC_B11223	South Africa
QG37_07788	1.1660	CDC_B11224	South Africa
QG37_07788	1.0847	CDC_B11225	South Africa
QG37_07788	1.1260	CDC_B11226	South Africa
QG37_07788	1.1353	CDC_B11227	South Africa
QG37_07788	1.3124	CDC_B11228	South Africa
QG37_07788	1.1978	CDC_B11229	South Africa
QG37_07788	1.2326	CDC_B11230	South Africa
QG37_07788	1.1146	CDC_B11243	Venezuela
QG37_07788	1.2282	CDC_B11244	Venezuela
QG37_07788	1.1373	CDC_B11245	Venezuela
QG37_07788	1.2030	CDC_B11246	Venezuela
QG37_07788	1.2626	CDC_B11247	Venezuela
QG37_07789	1.2086	CDC_B11096	Pakistan
QG37_07789	1.1795	CDC_B11097	Pakistan
QG37_07789	1.2159	CDC_B11098	Pakistan
QG37_07789	1.1906	CDC_B11099	Pakistan
QG37_07789	1.1515	CDC_B11101	Pakistan
QG37_07789	1.2010	CDC_B11102	Pakistan
QG37_07789	1.2582	CDC_B11103	Pakistan
QG37_07789	1.1838	CDC_B11105	Pakistan
QG37_07789	1.0903	CDC_B11112	Pakistan
QG37_07789	1.1793	CDC_B11113	Pakistan
QG37_07789	1.1651	CDC_B11114	Pakistan
QG37_07789	1.1986	CDC_B11115	Pakistan
QG37_07789	1.2269	CDC_B11116	Pakistan
QG37_07789	1.1200	CDC_B11117	Pakistan
QG37_07789	1.1215	CDC_B11118	Pakistan
QG37_07789	1.0986	CDC_B11119	Pakistan
QG37_07789	1.1500	CDC_B11200	India
QG37_07789	1.0906	CDC_B11201	India
QG37_07789	1.1975	CDC_B11205	India
QG37_07789	1.0891	CDC_B11206	India
QG37_07789	1.1279	CDC_B11207	India
QG37_07789	1.1628	CDC_B11208	India
QG37_07789	1.0683	CDC_B11209	India
QG37_07789	1.1141	CDC_B11210	India
QG37_07789	1.0425	CDC_B11212	India
QG37_07789	1.1555	CDC_B11213	India
QG37_07789	1.1069	CDC_B11214	India
QG37_07789	0.9641	CDC_B11215	India
QG37_07789	1.0289	CDC_B11216	India
QG37_07789	1.1588	CDC_B11217	India
QG37_07789	1.0589	CDC_B11218	India
QG37_07789	1.1741	CDC_B11219	India
QG37_07789	1.2088	CDC_B11220	Japan
QG37_07789	1.0937	CDC_B11221	South Africa
QG37_07789	1.1887	CDC_B11222	South Africa
QG37_07789	1.1644	CDC_B11223	South Africa
QG37_07789	1.2233	CDC_B11224	South Africa
QG37_07789	0.9713	CDC_B11225	South Africa
QG37_07789	1.1579	CDC_B11226	South Africa
QG37_07789	1.1581	CDC_B11227	South Africa
QG37_07789	1.0716	CDC_B11228	South Africa
QG37_07789	1.2344	CDC_B11229	South Africa
QG37_07789	1.1101	CDC_B11230	South Africa
QG37_07789	1.1129	CDC_B11243	Venezuela
QG37_07789	1.0604	CDC_B11244	Venezuela
QG37_07789	1.0208	CDC_B11245	Venezuela
QG37_07789	1.1129	CDC_B11246	Venezuela
QG37_07789	1.1220	CDC_B11247	Venezuela
QG37_07790	1.1163	CDC_B11096	Pakistan
QG37_07790	1.1246	CDC_B11097	Pakistan
QG37_07790	1.0463	CDC_B11098	Pakistan
QG37_07790	1.0213	CDC_B11099	Pakistan
QG37_07790	1.1053	CDC_B11101	Pakistan
QG37_07790	1.1154	CDC_B11102	Pakistan
QG37_07790	1.0446	CDC_B11103	Pakistan
QG37_07790	1.0235	CDC_B11105	Pakistan
QG37_07790	1.0358	CDC_B11112	Pakistan
QG37_07790	1.0322	CDC_B11113	Pakistan
QG37_07790	1.1049	CDC_B11114	Pakistan
QG37_07790	1.0928	CDC_B11115	Pakistan
QG37_07790	1.0434	CDC_B11116	Pakistan
QG37_07790	1.0024	CDC_B11117	Pakistan
QG37_07790	1.0010	CDC_B11118	Pakistan
QG37_07790	0.9486	CDC_B11119	Pakistan
QG37_07790	1.1016	CDC_B11200	India
QG37_07790	1.0686	CDC_B11201	India
QG37_07790	1.1561	CDC_B11205	India
QG37_07790	1.1142	CDC_B11206	India
QG37_07790	1.1025	CDC_B11207	India
QG37_07790	1.0508	CDC_B11208	India
QG37_07790	1.0135	CDC_B11209	India
QG37_07790	1.0832	CDC_B11210	India
QG37_07790	1.0204	CDC_B11212	India
QG37_07790	0.9758	CDC_B11213	India
QG37_07790	1.0529	CDC_B11214	India
QG37_07790	0.9832	CDC_B11215	India
QG37_07790	1.0276	CDC_B11216	India
QG37_07790	0.8727	CDC_B11217	India
QG37_07790	1.0259	CDC_B11218	India
QG37_07790	1.0892	CDC_B11219	India
QG37_07790	1.1380	CDC_B11220	Japan
QG37_07790	0.9454	CDC_B11221	South Africa
QG37_07790	0.9453	CDC_B11222	South Africa
QG37_07790	0.9196	CDC_B11223	South Africa
QG37_07790	1.1206	CDC_B11224	South Africa
QG37_07790	1.0660	CDC_B11225	South Africa
QG37_07790	1.0910	CDC_B11226	South Africa
QG37_07790	1.0449	CDC_B11227	South Africa
QG37_07790	1.0377	CDC_B11228	South Africa
QG37_07790	1.0212	CDC_B11229	South Africa
QG37_07790	0.8719	CDC_B11230	South Africa
QG37_07790	1.0022	CDC_B11243	Venezuela
QG37_07790	1.0202	CDC_B11244	Venezuela
QG37_07790	1.0738	CDC_B11245	Venezuela
QG37_07790	1.0890	CDC_B11246	Venezuela
QG37_07790	1.0823	CDC_B11247	Venezuela
QG37_07791	0.3653	CDC_B11096	Pakistan
QG37_07791	0.5355	CDC_B11097	Pakistan
QG37_07791	0.5649	CDC_B11098	Pakistan
QG37_07791	0.5765	CDC_B11099	Pakistan
QG37_07791	0.5333	CDC_B11101	Pakistan
QG37_07791	0.5537	CDC_B11102	Pakistan
QG37_07791	0.6057	CDC_B11103	Pakistan
QG37_07791	0.5547	CDC_B11105	Pakistan
QG37_07791	0.5969	CDC_B11112	Pakistan
QG37_07791	0.5988	CDC_B11113	Pakistan
QG37_07791	0.5208	CDC_B11114	Pakistan
QG37_07791	0.4307	CDC_B11115	Pakistan
QG37_07791	0.5695	CDC_B11116	Pakistan
QG37_07791	0.4550	CDC_B11117	Pakistan
QG37_07791	0.5762	CDC_B11118	Pakistan
QG37_07791	0.6574	CDC_B11119	Pakistan
QG37_07791	0.5495	CDC_B11200	India
QG37_07791	0.4728	CDC_B11201	India
QG37_07791	0.5980	CDC_B11205	India
QG37_07791	0.5499	CDC_B11206	India
QG37_07791	0.5304	CDC_B11207	India
QG37_07791	0.5424	CDC_B11208	India
QG37_07791	0.5775	CDC_B11209	India
QG37_07791	0.5864	CDC_B11210	India
QG37_07791	0.6189	CDC_B11212	India
QG37_07791	0.6020	CDC_B11213	India
QG37_07791	0.6273	CDC_B11214	India
QG37_07791	0.4650	CDC_B11215	India
QG37_07791	0.5541	CDC_B11216	India
QG37_07791	0.3395	CDC_B11217	India
QG37_07791	0.4832	CDC_B11218	India
QG37_07791	0.4629	CDC_B11219	India
QG37_07791	0.4698	CDC_B11220	Japan
QG37_07791	0.6088	CDC_B11221	South Africa
QG37_07791	0.4656	CDC_B11222	South Africa
QG37_07791	0.5398	CDC_B11223	South Africa
QG37_07791	0.6312	CDC_B11224	South Africa
QG37_07791	0.5087	CDC_B11225	South Africa
QG37_07791	0.4869	CDC_B11226	South Africa
QG37_07791	0.5240	CDC_B11227	South Africa
QG37_07791	0.5385	CDC_B11228	South Africa
QG37_07791	0.5017	CDC_B11229	South Africa
QG37_07791	0.5840	CDC_B11230	South Africa
QG37_07791	0.5213	CDC_B11243	Venezuela
QG37_07791	0.5892	CDC_B11244	Venezuela
QG37_07791	0.5925	CDC_B11245	Venezuela
QG37_07791	0.5421	CDC_B11246	Venezuela
QG37_07791	0.5139	CDC_B11247	Venezuela
QG37_07792	1.0339	CDC_B11096	Pakistan
QG37_07792	1.0519	CDC_B11097	Pakistan
QG37_07792	1.2076	CDC_B11098	Pakistan
QG37_07792	0.9785	CDC_B11099	Pakistan
QG37_07792	1.0580	CDC_B11101	Pakistan
QG37_07792	1.0125	CDC_B11102	Pakistan
QG37_07792	1.1005	CDC_B11103	Pakistan
QG37_07792	1.0485	CDC_B11105	Pakistan
QG37_07792	0.9784	CDC_B11112	Pakistan
QG37_07792	0.9984	CDC_B11113	Pakistan
QG37_07792	1.2066	CDC_B11114	Pakistan
QG37_07792	0.9711	CDC_B11115	Pakistan
QG37_07792	1.1564	CDC_B11116	Pakistan
QG37_07792	0.9497	CDC_B11117	Pakistan
QG37_07792	0.9885	CDC_B11118	Pakistan
QG37_07792	0.9785	CDC_B11119	Pakistan
QG37_07792	1.0560	CDC_B11200	India
QG37_07792	1.0381	CDC_B11201	India
QG37_07792	1.0197	CDC_B11205	India
QG37_07792	1.0105	CDC_B11206	India
QG37_07792	0.9884	CDC_B11207	India
QG37_07792	0.9974	CDC_B11208	India
QG37_07792	1.0349	CDC_B11209	India
QG37_07792	1.0112	CDC_B11210	India
QG37_07792	1.1100	CDC_B11212	India
QG37_07792	0.9528	CDC_B11213	India
QG37_07792	0.9975	CDC_B11214	India
QG37_07792	1.0842	CDC_B11215	India
QG37_07792	1.0958	CDC_B11216	India
QG37_07792	0.9269	CDC_B11217	India
QG37_07792	0.9807	CDC_B11218	India
QG37_07792	0.9897	CDC_B11219	India
QG37_07792	1.1175	CDC_B11220	Japan
QG37_07792	1.0633	CDC_B11221	South Africa
QG37_07792	1.0240	CDC_B11222	South Africa
QG37_07792	0.9704	CDC_B11223	South Africa
QG37_07792	1.0227	CDC_B11224	South Africa
QG37_07792	0.8720	CDC_B11225	South Africa
QG37_07792	1.0826	CDC_B11226	South Africa
QG37_07792	0.9880	CDC_B11227	South Africa
QG37_07792	1.0622	CDC_B11228	South Africa
QG37_07792	0.9879	CDC_B11229	South Africa
QG37_07792	0.9840	CDC_B11230	South Africa
QG37_07792	1.1537	CDC_B11243	Venezuela
QG37_07792	0.9100	CDC_B11244	Venezuela
QG37_07792	1.0340	CDC_B11245	Venezuela
QG37_07792	1.0384	CDC_B11246	Venezuela
QG37_07792	1.0544	CDC_B11247	Venezuela
QG37_07793	1.0295	CDC_B11096	Pakistan
QG37_07793	1.1497	CDC_B11097	Pakistan
QG37_07793	1.0259	CDC_B11098	Pakistan
QG37_07793	0.8741	CDC_B11099	Pakistan
QG37_07793	0.8730	CDC_B11101	Pakistan
QG37_07793	0.9922	CDC_B11102	Pakistan
QG37_07793	1.0639	CDC_B11103	Pakistan
QG37_07793	1.0801	CDC_B11105	Pakistan
QG37_07793	0.8380	CDC_B11112	Pakistan
QG37_07793	1.0274	CDC_B11113	Pakistan
QG37_07793	0.9941	CDC_B11114	Pakistan
QG37_07793	0.9543	CDC_B11115	Pakistan
QG37_07793	1.0590	CDC_B11116	Pakistan
QG37_07793	1.0611	CDC_B11117	Pakistan
QG37_07793	0.9851	CDC_B11118	Pakistan
QG37_07793	0.8956	CDC_B11119	Pakistan
QG37_07793	0.8257	CDC_B11200	India
QG37_07793	0.9532	CDC_B11201	India
QG37_07793	0.9573	CDC_B11205	India
QG37_07793	0.9029	CDC_B11206	India
QG37_07793	1.1249	CDC_B11207	India
QG37_07793	0.9446	CDC_B11208	India
QG37_07793	0.8957	CDC_B11209	India
QG37_07793	1.0147	CDC_B11210	India
QG37_07793	0.9388	CDC_B11212	India
QG37_07793	0.9346	CDC_B11213	India
QG37_07793	1.0308	CDC_B11214	India
QG37_07793	0.8452	CDC_B11215	India
QG37_07793	1.0260	CDC_B11216	India
QG37_07793	1.0264	CDC_B11217	India
QG37_07793	1.0245	CDC_B11218	India
QG37_07793	0.9881	CDC_B11219	India
QG37_07793	0.9615	CDC_B11220	Japan
QG37_07793	1.1147	CDC_B11221	South Africa
QG37_07793	0.9956	CDC_B11222	South Africa
QG37_07793	1.0550	CDC_B11223	South Africa
QG37_07793	1.0362	CDC_B11224	South Africa
QG37_07793	1.0822	CDC_B11225	South Africa
QG37_07793	0.9944	CDC_B11226	South Africa
QG37_07793	1.0532	CDC_B11227	South Africa
QG37_07793	1.1049	CDC_B11228	South Africa
QG37_07793	0.9752	CDC_B11229	South Africa
QG37_07793	1.0498	CDC_B11230	South Africa
