GENE	COVERAGE	STRAIN	GROUP
QG37_08430	10.9933	CDC_B11102	Pakistan
QG37_08430	11.2185	CDC_B11103	Pakistan
QG37_08430	11.8557	CDC_B11105	Pakistan
QG37_08430	15.3386	CDC_B11112	Pakistan
QG37_08430	15.3100	CDC_B11113	Pakistan
QG37_08430	12.2026	CDC_B11114	Pakistan
QG37_08430	18.7246	CDC_B11115	Pakistan
QG37_08430	14.1841	CDC_B11116	Pakistan
QG37_08430	10.7904	CDC_B11117	Pakistan
QG37_08430	16.8814	CDC_B11118	Pakistan
QG37_08430	12.0948	CDC_B11119	Pakistan
QG37_08430	18.4169	CDC_B11200	India
QG37_08430	15.0515	CDC_B11201	India
QG37_08430	13.4668	CDC_B11205	India
QG37_08430	12.4850	CDC_B11206	India
QG37_08430	10.6806	CDC_B11207	India
QG37_08430	13.3962	CDC_B11208	India
QG37_08430	16.7126	CDC_B11209	India
QG37_08430	16.6694	CDC_B11210	India
QG37_08430	16.2075	CDC_B11212	India
QG37_08430	19.7521	CDC_B11213	India
QG37_08430	17.4032	CDC_B11214	India
QG37_08430	20.1505	CDC_B11215	India
QG37_08430	24.6877	CDC_B11216	India
QG37_08430	24.9063	CDC_B11217	India
QG37_08430	20.4894	CDC_B11218	India
QG37_08430	25.2954	CDC_B11219	India
QG37_08430	20.2919	CDC_B11220	Japan
QG37_08430	14.9420	CDC_B11221	South Africa
QG37_08430	14.6535	CDC_B11222	South Africa
QG37_08430	14.1457	CDC_B11223	South Africa
QG37_08430	14.8578	CDC_B11224	South Africa
QG37_08430	15.3836	CDC_B11225	South Africa
QG37_08430	12.9579	CDC_B11226	South Africa
QG37_08430	14.1262	CDC_B11227	South Africa
QG37_08430	10.9172	CDC_B11228	South Africa
QG37_08430	14.5525	CDC_B11229	South Africa
QG37_08430	23.5029	CDC_B11230	South Africa
QG37_08430	10.9661	CDC_B11243	Venezuela
QG37_08430	14.4809	CDC_B11244	Venezuela
QG37_08430	12.6045	CDC_B11245	Venezuela
QG37_08430	12.7962	CDC_B11246	Venezuela
QG37_08430	13.8682	CDC_B11247	Venezuela
QG37_08431	6.8897	CDC_B11096	Pakistan
QG37_08431	17.6922	CDC_B11097	Pakistan
QG37_08431	20.2783	CDC_B11098	Pakistan
QG37_08431	27.0204	CDC_B11099	Pakistan
QG37_08431	18.8708	CDC_B11101	Pakistan
QG37_08431	13.8625	CDC_B11102	Pakistan
QG37_08431	14.2712	CDC_B11103	Pakistan
QG37_08431	14.7865	CDC_B11105	Pakistan
QG37_08431	19.5329	CDC_B11112	Pakistan
QG37_08431	20.3910	CDC_B11113	Pakistan
QG37_08431	15.1914	CDC_B11114	Pakistan
QG37_08431	23.8902	CDC_B11115	Pakistan
QG37_08431	18.7125	CDC_B11116	Pakistan
QG37_08431	14.8231	CDC_B11117	Pakistan
QG37_08431	21.5224	CDC_B11118	Pakistan
QG37_08431	15.3387	CDC_B11119	Pakistan
QG37_08431	22.6680	CDC_B11200	India
QG37_08431	18.8032	CDC_B11201	India
QG37_08431	15.2198	CDC_B11205	India
QG37_08431	15.7878	CDC_B11206	India
QG37_08431	13.1009	CDC_B11207	India
QG37_08431	18.2370	CDC_B11208	India
QG37_08431	20.7854	CDC_B11209	India
QG37_08431	21.6078	CDC_B11210	India
QG37_08431	20.9369	CDC_B11212	India
QG37_08431	24.9272	CDC_B11213	India
QG37_08431	21.5123	CDC_B11214	India
QG37_08431	25.0211	CDC_B11215	India
QG37_08431	29.2876	CDC_B11216	India
QG37_08431	35.5744	CDC_B11217	India
QG37_08431	26.1226	CDC_B11218	India
QG37_08431	34.7166	CDC_B11219	India
QG37_08431	26.3054	CDC_B11220	Japan
QG37_08431	20.5035	CDC_B11221	South Africa
QG37_08431	17.2177	CDC_B11222	South Africa
QG37_08431	17.6794	CDC_B11223	South Africa
QG37_08431	18.9228	CDC_B11224	South Africa
QG37_08431	18.8813	CDC_B11225	South Africa
QG37_08431	15.5725	CDC_B11226	South Africa
QG37_08431	18.4515	CDC_B11227	South Africa
QG37_08431	13.2627	CDC_B11228	South Africa
QG37_08431	17.7459	CDC_B11229	South Africa
QG37_08431	31.2874	CDC_B11230	South Africa
QG37_08431	13.3816	CDC_B11243	Venezuela
QG37_08431	17.7133	CDC_B11244	Venezuela
QG37_08431	15.8578	CDC_B11245	Venezuela
QG37_08431	16.5144	CDC_B11246	Venezuela
QG37_08431	18.2564	CDC_B11247	Venezuela
QG37_08432	6.9634	CDC_B11096	Pakistan
QG37_08432	17.8008	CDC_B11097	Pakistan
QG37_08432	20.7055	CDC_B11098	Pakistan
QG37_08432	26.8735	CDC_B11099	Pakistan
QG37_08432	18.9361	CDC_B11101	Pakistan
QG37_08432	15.1152	CDC_B11102	Pakistan
QG37_08432	15.3352	CDC_B11103	Pakistan
QG37_08432	15.5434	CDC_B11105	Pakistan
QG37_08432	20.2889	CDC_B11112	Pakistan
QG37_08432	20.5361	CDC_B11113	Pakistan
QG37_08432	15.4104	CDC_B11114	Pakistan
QG37_08432	24.6990	CDC_B11115	Pakistan
QG37_08432	19.1547	CDC_B11116	Pakistan
QG37_08432	15.0534	CDC_B11117	Pakistan
QG37_08432	21.6339	CDC_B11118	Pakistan
QG37_08432	16.1043	CDC_B11119	Pakistan
QG37_08432	23.7000	CDC_B11200	India
QG37_08432	18.7867	CDC_B11201	India
QG37_08432	15.3876	CDC_B11205	India
QG37_08432	16.4703	CDC_B11206	India
QG37_08432	13.4550	CDC_B11207	India
QG37_08432	18.6866	CDC_B11208	India
QG37_08432	21.2148	CDC_B11209	India
QG37_08432	22.1677	CDC_B11210	India
QG37_08432	20.3113	CDC_B11212	India
QG37_08432	23.0568	CDC_B11213	India
QG37_08432	22.1082	CDC_B11214	India
QG37_08432	24.5529	CDC_B11215	India
QG37_08432	30.2893	CDC_B11216	India
QG37_08432	33.2916	CDC_B11217	India
QG37_08432	25.3717	CDC_B11218	India
QG37_08432	36.8737	CDC_B11219	India
QG37_08432	27.0741	CDC_B11220	Japan
QG37_08432	20.6642	CDC_B11221	South Africa
QG37_08432	18.3994	CDC_B11222	South Africa
QG37_08432	17.9222	CDC_B11223	South Africa
QG37_08432	18.8478	CDC_B11224	South Africa
QG37_08432	19.7539	CDC_B11225	South Africa
QG37_08432	16.5256	CDC_B11226	South Africa
QG37_08432	18.7714	CDC_B11227	South Africa
QG37_08432	13.0724	CDC_B11228	South Africa
QG37_08432	17.2180	CDC_B11229	South Africa
QG37_08432	32.8053	CDC_B11230	South Africa
QG37_08432	13.6968	CDC_B11243	Venezuela
QG37_08432	18.4806	CDC_B11244	Venezuela
QG37_08432	16.4206	CDC_B11245	Venezuela
QG37_08432	17.0554	CDC_B11246	Venezuela
QG37_08432	19.6326	CDC_B11247	Venezuela
QG37_08433	6.9598	CDC_B11096	Pakistan
QG37_08433	18.0303	CDC_B11097	Pakistan
QG37_08433	20.3915	CDC_B11098	Pakistan
QG37_08433	26.6908	CDC_B11099	Pakistan
QG37_08433	19.2747	CDC_B11101	Pakistan
QG37_08433	14.6388	CDC_B11102	Pakistan
QG37_08433	15.3370	CDC_B11103	Pakistan
QG37_08433	15.6259	CDC_B11105	Pakistan
QG37_08433	20.9469	CDC_B11112	Pakistan
QG37_08433	20.8902	CDC_B11113	Pakistan
QG37_08433	15.5250	CDC_B11114	Pakistan
QG37_08433	24.8863	CDC_B11115	Pakistan
QG37_08433	19.3664	CDC_B11116	Pakistan
QG37_08433	15.2112	CDC_B11117	Pakistan
QG37_08433	21.6778	CDC_B11118	Pakistan
QG37_08433	15.8300	CDC_B11119	Pakistan
QG37_08433	23.7839	CDC_B11200	India
QG37_08433	19.4037	CDC_B11201	India
QG37_08433	15.2531	CDC_B11205	India
QG37_08433	16.2849	CDC_B11206	India
QG37_08433	13.5993	CDC_B11207	India
QG37_08433	18.3293	CDC_B11208	India
QG37_08433	20.9817	CDC_B11209	India
QG37_08433	22.3169	CDC_B11210	India
QG37_08433	20.6051	CDC_B11212	India
QG37_08433	23.7431	CDC_B11213	India
QG37_08433	22.8829	CDC_B11214	India
QG37_08433	24.7192	CDC_B11215	India
QG37_08433	30.6784	CDC_B11216	India
QG37_08433	32.8721	CDC_B11217	India
QG37_08433	25.9469	CDC_B11218	India
QG37_08433	37.2419	CDC_B11219	India
QG37_08433	27.5257	CDC_B11220	Japan
QG37_08433	20.6020	CDC_B11221	South Africa
QG37_08433	18.7209	CDC_B11222	South Africa
QG37_08433	17.6238	CDC_B11223	South Africa
QG37_08433	19.0779	CDC_B11224	South Africa
QG37_08433	19.7128	CDC_B11225	South Africa
QG37_08433	16.3714	CDC_B11226	South Africa
QG37_08433	19.4066	CDC_B11227	South Africa
QG37_08433	13.1691	CDC_B11228	South Africa
QG37_08433	17.2127	CDC_B11229	South Africa
QG37_08433	33.1697	CDC_B11230	South Africa
QG37_08433	13.5202	CDC_B11243	Venezuela
QG37_08433	18.8745	CDC_B11244	Venezuela
QG37_08433	16.7583	CDC_B11245	Venezuela
QG37_08433	17.3147	CDC_B11246	Venezuela
QG37_08433	19.6204	CDC_B11247	Venezuela
QG37_08434	6.8570	CDC_B11096	Pakistan
QG37_08434	18.5357	CDC_B11097	Pakistan
QG37_08434	20.3631	CDC_B11098	Pakistan
QG37_08434	26.9905	CDC_B11099	Pakistan
QG37_08434	19.4018	CDC_B11101	Pakistan
QG37_08434	14.3588	CDC_B11102	Pakistan
QG37_08434	15.1236	CDC_B11103	Pakistan
QG37_08434	15.9199	CDC_B11105	Pakistan
QG37_08434	21.2470	CDC_B11112	Pakistan
QG37_08434	21.1525	CDC_B11113	Pakistan
QG37_08434	16.0016	CDC_B11114	Pakistan
QG37_08434	25.0693	CDC_B11115	Pakistan
QG37_08434	19.5373	CDC_B11116	Pakistan
QG37_08434	15.4125	CDC_B11117	Pakistan
QG37_08434	22.0203	CDC_B11118	Pakistan
QG37_08434	15.3814	CDC_B11119	Pakistan
QG37_08434	23.8608	CDC_B11200	India
QG37_08434	19.4959	CDC_B11201	India
QG37_08434	15.4478	CDC_B11205	India
QG37_08434	16.2420	CDC_B11206	India
QG37_08434	13.7874	CDC_B11207	India
QG37_08434	17.9126	CDC_B11208	India
QG37_08434	21.0218	CDC_B11209	India
QG37_08434	22.9827	CDC_B11210	India
QG37_08434	20.6146	CDC_B11212	India
QG37_08434	24.5976	CDC_B11213	India
QG37_08434	23.3423	CDC_B11214	India
QG37_08434	25.0551	CDC_B11215	India
QG37_08434	31.8232	CDC_B11216	India
QG37_08434	32.8363	CDC_B11217	India
QG37_08434	26.7078	CDC_B11218	India
QG37_08434	36.7970	CDC_B11219	India
QG37_08434	27.8800	CDC_B11220	Japan
QG37_08434	20.7793	CDC_B11221	South Africa
QG37_08434	18.8771	CDC_B11222	South Africa
QG37_08434	17.8164	CDC_B11223	South Africa
QG37_08434	18.4369	CDC_B11224	South Africa
QG37_08434	20.0414	CDC_B11225	South Africa
QG37_08434	16.4552	CDC_B11226	South Africa
QG37_08434	19.0032	CDC_B11227	South Africa
QG37_08434	13.7180	CDC_B11228	South Africa
QG37_08434	17.4271	CDC_B11229	South Africa
QG37_08434	33.3779	CDC_B11230	South Africa
QG37_08434	13.6430	CDC_B11243	Venezuela
QG37_08434	18.7126	CDC_B11244	Venezuela
QG37_08434	16.7827	CDC_B11245	Venezuela
QG37_08434	17.5846	CDC_B11246	Venezuela
QG37_08434	19.7822	CDC_B11247	Venezuela
QG37_08435	6.8603	CDC_B11096	Pakistan
QG37_08435	18.2143	CDC_B11097	Pakistan
QG37_08435	19.3276	CDC_B11098	Pakistan
QG37_08435	26.8064	CDC_B11099	Pakistan
QG37_08435	19.2706	CDC_B11101	Pakistan
QG37_08435	13.6783	CDC_B11102	Pakistan
QG37_08435	15.0059	CDC_B11103	Pakistan
QG37_08435	15.2934	CDC_B11105	Pakistan
QG37_08435	20.5708	CDC_B11112	Pakistan
QG37_08435	20.5564	CDC_B11113	Pakistan
QG37_08435	15.7450	CDC_B11114	Pakistan
QG37_08435	24.6658	CDC_B11115	Pakistan
QG37_08435	19.0922	CDC_B11116	Pakistan
QG37_08435	15.2280	CDC_B11117	Pakistan
QG37_08435	21.5935	CDC_B11118	Pakistan
QG37_08435	15.0051	CDC_B11119	Pakistan
QG37_08435	23.3716	CDC_B11200	India
QG37_08435	18.7554	CDC_B11201	India
QG37_08435	15.6822	CDC_B11205	India
QG37_08435	15.6708	CDC_B11206	India
QG37_08435	13.9827	CDC_B11207	India
QG37_08435	17.2884	CDC_B11208	India
QG37_08435	20.8414	CDC_B11209	India
QG37_08435	22.8895	CDC_B11210	India
QG37_08435	20.6079	CDC_B11212	India
QG37_08435	24.6841	CDC_B11213	India
QG37_08435	22.5837	CDC_B11214	India
QG37_08435	25.0484	CDC_B11215	India
QG37_08435	31.9732	CDC_B11216	India
QG37_08435	32.6450	CDC_B11217	India
QG37_08435	27.0129	CDC_B11218	India
QG37_08435	35.7036	CDC_B11219	India
QG37_08435	27.6842	CDC_B11220	Japan
QG37_08435	20.0148	CDC_B11221	South Africa
QG37_08435	18.4321	CDC_B11222	South Africa
QG37_08435	17.5442	CDC_B11223	South Africa
QG37_08435	18.1563	CDC_B11224	South Africa
QG37_08435	19.7683	CDC_B11225	South Africa
QG37_08435	16.1714	CDC_B11226	South Africa
QG37_08435	18.3313	CDC_B11227	South Africa
QG37_08435	13.9729	CDC_B11228	South Africa
QG37_08435	17.2077	CDC_B11229	South Africa
QG37_08435	33.1807	CDC_B11230	South Africa
QG37_08435	13.1949	CDC_B11243	Venezuela
QG37_08435	18.0847	CDC_B11244	Venezuela
QG37_08435	16.2946	CDC_B11245	Venezuela
QG37_08435	17.6584	CDC_B11246	Venezuela
QG37_08435	19.2156	CDC_B11247	Venezuela
QG37_08436	7.1780	CDC_B11096	Pakistan
QG37_08436	21.3335	CDC_B11097	Pakistan
QG37_08436	22.3246	CDC_B11098	Pakistan
QG37_08436	28.9105	CDC_B11099	Pakistan
QG37_08436	20.6974	CDC_B11101	Pakistan
QG37_08436	15.7628	CDC_B11102	Pakistan
QG37_08436	15.4756	CDC_B11103	Pakistan
QG37_08436	15.7334	CDC_B11105	Pakistan
QG37_08436	23.7759	CDC_B11112	Pakistan
QG37_08436	22.7215	CDC_B11113	Pakistan
QG37_08436	18.2666	CDC_B11114	Pakistan
QG37_08436	27.0964	CDC_B11115	Pakistan
QG37_08436	20.3640	CDC_B11116	Pakistan
QG37_08436	16.9601	CDC_B11117	Pakistan
QG37_08436	24.4699	CDC_B11118	Pakistan
QG37_08436	17.3456	CDC_B11119	Pakistan
QG37_08436	25.7996	CDC_B11200	India
QG37_08436	21.5010	CDC_B11201	India
QG37_08436	17.5711	CDC_B11205	India
QG37_08436	17.9115	CDC_B11206	India
QG37_08436	15.4354	CDC_B11207	India
QG37_08436	18.9242	CDC_B11208	India
QG37_08436	23.0630	CDC_B11209	India
QG37_08436	25.0134	CDC_B11210	India
QG37_08436	22.4270	CDC_B11212	India
QG37_08436	28.1659	CDC_B11213	India
QG37_08436	25.5679	CDC_B11214	India
QG37_08436	29.0029	CDC_B11215	India
QG37_08436	37.2968	CDC_B11216	India
QG37_08436	35.7454	CDC_B11217	India
QG37_08436	29.0190	CDC_B11218	India
QG37_08436	38.9624	CDC_B11219	India
QG37_08436	29.1669	CDC_B11220	Japan
QG37_08436	20.9286	CDC_B11221	South Africa
QG37_08436	18.5458	CDC_B11222	South Africa
QG37_08436	20.4630	CDC_B11223	South Africa
QG37_08436	20.1877	CDC_B11224	South Africa
QG37_08436	21.2807	CDC_B11225	South Africa
QG37_08436	17.6448	CDC_B11226	South Africa
QG37_08436	19.8600	CDC_B11227	South Africa
QG37_08436	14.8928	CDC_B11228	South Africa
QG37_08436	21.2091	CDC_B11229	South Africa
QG37_08436	36.0195	CDC_B11230	South Africa
QG37_08436	14.3619	CDC_B11243	Venezuela
QG37_08436	21.3012	CDC_B11244	Venezuela
QG37_08436	17.8955	CDC_B11245	Venezuela
QG37_08436	18.4371	CDC_B11246	Venezuela
QG37_08436	21.1728	CDC_B11247	Venezuela
QG37_08437	7.2730	CDC_B11096	Pakistan
QG37_08437	22.4787	CDC_B11097	Pakistan
QG37_08437	23.4262	CDC_B11098	Pakistan
QG37_08437	30.6081	CDC_B11099	Pakistan
QG37_08437	21.4867	CDC_B11101	Pakistan
QG37_08437	16.6287	CDC_B11102	Pakistan
QG37_08437	16.9876	CDC_B11103	Pakistan
QG37_08437	18.1686	CDC_B11105	Pakistan
QG37_08437	24.0211	CDC_B11112	Pakistan
QG37_08437	23.4965	CDC_B11113	Pakistan
QG37_08437	19.2486	CDC_B11114	Pakistan
QG37_08437	26.9561	CDC_B11115	Pakistan
QG37_08437	22.1481	CDC_B11116	Pakistan
QG37_08437	18.1153	CDC_B11117	Pakistan
QG37_08437	25.3344	CDC_B11118	Pakistan
QG37_08437	18.6547	CDC_B11119	Pakistan
QG37_08437	27.5173	CDC_B11200	India
QG37_08437	23.2730	CDC_B11201	India
QG37_08437	18.7055	CDC_B11205	India
QG37_08437	19.3256	CDC_B11206	India
QG37_08437	17.2142	CDC_B11207	India
QG37_08437	19.3062	CDC_B11208	India
QG37_08437	25.0850	CDC_B11209	India
QG37_08437	26.0565	CDC_B11210	India
QG37_08437	23.9503	CDC_B11212	India
QG37_08437	30.0194	CDC_B11213	India
QG37_08437	26.5938	CDC_B11214	India
QG37_08437	29.7181	CDC_B11215	India
QG37_08437	37.8910	CDC_B11216	India
QG37_08437	36.6078	CDC_B11217	India
QG37_08437	31.4584	CDC_B11218	India
QG37_08437	42.0278	CDC_B11219	India
QG37_08437	30.3902	CDC_B11220	Japan
QG37_08437	22.5994	CDC_B11221	South Africa
QG37_08437	20.0835	CDC_B11222	South Africa
QG37_08437	20.6347	CDC_B11223	South Africa
QG37_08437	20.4792	CDC_B11224	South Africa
QG37_08437	22.9360	CDC_B11225	South Africa
QG37_08437	18.4213	CDC_B11226	South Africa
QG37_08437	21.1326	CDC_B11227	South Africa
QG37_08437	15.8611	CDC_B11228	South Africa
QG37_08437	21.4739	CDC_B11229	South Africa
QG37_08437	37.8700	CDC_B11230	South Africa
QG37_08437	15.6897	CDC_B11243	Venezuela
QG37_08437	21.9537	CDC_B11244	Venezuela
QG37_08437	18.9536	CDC_B11245	Venezuela
QG37_08437	19.6757	CDC_B11246	Venezuela
QG37_08437	21.9149	CDC_B11247	Venezuela
QG37_08438	7.2134	CDC_B11096	Pakistan
QG37_08438	22.2954	CDC_B11097	Pakistan
QG37_08438	22.7670	CDC_B11098	Pakistan
QG37_08438	30.5462	CDC_B11099	Pakistan
QG37_08438	22.0079	CDC_B11101	Pakistan
QG37_08438	16.4740	CDC_B11102	Pakistan
QG37_08438	16.7737	CDC_B11103	Pakistan
QG37_08438	17.6831	CDC_B11105	Pakistan
QG37_08438	23.6599	CDC_B11112	Pakistan
QG37_08438	23.5698	CDC_B11113	Pakistan
QG37_08438	19.2907	CDC_B11114	Pakistan
QG37_08438	26.5560	CDC_B11115	Pakistan
QG37_08438	21.7884	CDC_B11116	Pakistan
QG37_08438	17.7718	CDC_B11117	Pakistan
QG37_08438	25.2204	CDC_B11118	Pakistan
QG37_08438	18.6309	CDC_B11119	Pakistan
QG37_08438	27.5073	CDC_B11200	India
QG37_08438	22.9086	CDC_B11201	India
QG37_08438	18.8717	CDC_B11205	India
QG37_08438	19.3655	CDC_B11206	India
QG37_08438	16.9563	CDC_B11207	India
QG37_08438	19.7189	CDC_B11208	India
QG37_08438	24.8142	CDC_B11209	India
QG37_08438	25.5872	CDC_B11210	India
QG37_08438	24.4956	CDC_B11212	India
QG37_08438	30.0763	CDC_B11213	India
QG37_08438	26.2094	CDC_B11214	India
QG37_08438	30.1443	CDC_B11215	India
QG37_08438	37.1416	CDC_B11216	India
QG37_08438	37.3486	CDC_B11217	India
QG37_08438	31.4492	CDC_B11218	India
QG37_08438	41.3800	CDC_B11219	India
QG37_08438	30.4777	CDC_B11220	Japan
QG37_08438	22.0676	CDC_B11221	South Africa
QG37_08438	20.4590	CDC_B11222	South Africa
QG37_08438	20.3609	CDC_B11223	South Africa
QG37_08438	20.7242	CDC_B11224	South Africa
QG37_08438	22.3588	CDC_B11225	South Africa
QG37_08438	18.7942	CDC_B11226	South Africa
QG37_08438	21.1302	CDC_B11227	South Africa
QG37_08438	16.1877	CDC_B11228	South Africa
QG37_08438	21.7048	CDC_B11229	South Africa
QG37_08438	37.6341	CDC_B11230	South Africa
QG37_08438	15.6249	CDC_B11243	Venezuela
QG37_08438	21.9976	CDC_B11244	Venezuela
QG37_08438	18.5833	CDC_B11245	Venezuela
QG37_08438	19.2595	CDC_B11246	Venezuela
QG37_08438	21.4298	CDC_B11247	Venezuela
QG37_08439	7.3313	CDC_B11096	Pakistan
QG37_08439	22.7510	CDC_B11097	Pakistan
QG37_08439	23.9759	CDC_B11098	Pakistan
QG37_08439	30.6661	CDC_B11099	Pakistan
QG37_08439	22.3647	CDC_B11101	Pakistan
QG37_08439	16.1325	CDC_B11102	Pakistan
QG37_08439	15.6835	CDC_B11103	Pakistan
QG37_08439	17.1948	CDC_B11105	Pakistan
QG37_08439	23.7350	CDC_B11112	Pakistan
QG37_08439	24.6655	CDC_B11113	Pakistan
QG37_08439	18.3146	CDC_B11114	Pakistan
QG37_08439	30.5562	CDC_B11115	Pakistan
QG37_08439	23.7936	CDC_B11116	Pakistan
QG37_08439	17.2465	CDC_B11117	Pakistan
QG37_08439	27.1383	CDC_B11118	Pakistan
QG37_08439	17.2449	CDC_B11119	Pakistan
QG37_08439	27.8449	CDC_B11200	India
QG37_08439	23.1543	CDC_B11201	India
QG37_08439	18.6352	CDC_B11205	India
QG37_08439	18.8477	CDC_B11206	India
QG37_08439	17.1892	CDC_B11207	India
QG37_08439	20.3487	CDC_B11208	India
QG37_08439	24.8951	CDC_B11209	India
QG37_08439	27.2452	CDC_B11210	India
QG37_08439	25.4124	CDC_B11212	India
QG37_08439	30.3075	CDC_B11213	India
QG37_08439	28.2666	CDC_B11214	India
QG37_08439	31.8163	CDC_B11215	India
QG37_08439	39.2390	CDC_B11216	India
QG37_08439	41.1267	CDC_B11217	India
QG37_08439	32.4232	CDC_B11218	India
QG37_08439	40.1385	CDC_B11219	India
QG37_08439	15.1753	CDC_B11220	Japan
QG37_08439	23.6666	CDC_B11221	South Africa
QG37_08439	19.9972	CDC_B11222	South Africa
QG37_08439	20.1897	CDC_B11223	South Africa
QG37_08439	22.1720	CDC_B11224	South Africa
QG37_08439	22.9854	CDC_B11225	South Africa
QG37_08439	18.9896	CDC_B11226	South Africa
QG37_08439	21.7637	CDC_B11227	South Africa
QG37_08439	15.4650	CDC_B11228	South Africa
QG37_08439	21.3258	CDC_B11229	South Africa
QG37_08439	39.3090	CDC_B11230	South Africa
